onset	duration	trial_type	response_x	response_y	situation	context	modality	stim_file_TODO
4.852	22.445	narrative_presentation	n/a	n/a	Conflict with a god	swamp	Text	task-narratives/Narrative4Situation1.txt
27.298	2.084	rating_feeling	723.0	548.0	Conflict with a god	swamp	Text	n/a
28.081	1.301	feeling_mouse_trajectory	723.0	548.0	Conflict with a god	swamp	Text	n/a
31.382	2.468	rating_expectation	722.0	470.0	Conflict with a god	swamp	Text	n/a
32.482	1.368	expectation_mouse_trajectory	722.0	470.0	Conflict with a god	swamp	Text	n/a
40.466	24.796	narrative_presentation	n/a	n/a	Adultery	swamp	Text	task-narratives/Narrative4Situation2.txt
65.262	1.801	rating_feeling	562.0	562.0	Adultery	swamp	Text	n/a
65.995	1.068	feeling_mouse_trajectory	562.0	562.0	Adultery	swamp	Text	n/a
69.279	1.701	rating_expectation	693.0	489.0	Adultery	swamp	Text	n/a
69.312	1.668	expectation_mouse_trajectory	693.0	489.0	Adultery	swamp	Text	n/a
75.345	21.114	narrative_presentation	n/a	n/a	Slaying of kin unrecognized	swamp	Text	task-narratives/Narrative4Situation3.txt
96.46	2.0	rating_feeling	930.0	704.0	Slaying of kin unrecognized	swamp	Text	n/a
98.21	0.25	feeling_mouse_trajectory	930.0	704.0	Slaying of kin unrecognized	swamp	Text	n/a
100.474	3.185	rating_expectation	679.0	596.0	Slaying of kin unrecognized	swamp	Text	n/a
102.107	1.551	expectation_mouse_trajectory	679.0	596.0	Slaying of kin unrecognized	swamp	Text	n/a
105.54	21.112	narrative_presentation	n/a	n/a	Fatal imprudence	hospital	Text	task-narratives/Narrative4Situation4.txt
126.651	1.591	rating_feeling	664.0	581.0	Fatal imprudence	hospital	Text	n/a
127.301	0.941	feeling_mouse_trajectory	664.0	581.0	Fatal imprudence	hospital	Text	n/a
130.674	2.023	rating_expectation	635.0	451.0	Fatal imprudence	hospital	Text	n/a
131.174	1.523	expectation_mouse_trajectory	635.0	451.0	Fatal imprudence	hospital	Text	n/a
135.768	25.8	narrative_presentation	n/a	n/a	Erroneous judgement	hospital	Text	task-narratives/Narrative4Situation5.txt
161.568	1.934	rating_feeling	674.0	465.0	Erroneous judgement	hospital	Text	n/a
162.568	0.934	feeling_mouse_trajectory	674.0	465.0	Erroneous judgement	hospital	Text	n/a
165.581	1.584	rating_expectation	613.0	429.0	Erroneous judgement	hospital	Text	n/a
166.231	0.934	expectation_mouse_trajectory	613.0	429.0	Erroneous judgement	hospital	Text	n/a
170.664	23.445	narrative_presentation	n/a	n/a	Necessity of sacrificing loved ones	hospital	Text	task-narratives/Narrative4Situation6.txt
194.109	n/a	rating_feeling	n/a	n/a	Necessity of sacrificing loved ones	hospital	Text	n/a
n/a	n/a	feeling_mouse_trajectory	n/a	n/a	Necessity of sacrificing loved ones	hospital	Text	n/a
198.127	1.267	rating_expectation	554.0	546.0	Necessity of sacrificing loved ones	hospital	Text	n/a
198.377	1.017	expectation_mouse_trajectory	554.0	546.0	Necessity of sacrificing loved ones	hospital	Text	n/a
203.193	19.094	narrative_presentation	n/a	n/a	Recovery of a lost one	prison	Text	task-narratives/Narrative4Situation7.txt
222.287	2.289	rating_feeling	666.0	575.0	Recovery of a lost one	prison	Text	n/a
222.82	1.756	feeling_mouse_trajectory	666.0	575.0	Recovery of a lost one	prison	Text	n/a
226.308	2.421	rating_expectation	649.0	519.0	Recovery of a lost one	prison	Text	n/a
226.924	1.804	expectation_mouse_trajectory	649.0	519.0	Recovery of a lost one	prison	Text	n/a
231.37	38.534	narrative_presentation	n/a	n/a	Crimes of love	prison	Text	task-narratives/Narrative4Situation8.txt
269.904	1.905	rating_feeling	677.0	577.0	Crimes of love	prison	Text	n/a
270.471	1.338	feeling_mouse_trajectory	677.0	577.0	Crimes of love	prison	Text	n/a
273.924	2.686	rating_expectation	631.0	524.0	Crimes of love	prison	Text	n/a
273.991	2.62	expectation_mouse_trajectory	631.0	524.0	Crimes of love	prison	Text	n/a
282.989	12.391	narrative_presentation	n/a	n/a	Abduction	prison	Text	task-narratives/Narrative4Situation9.txt
295.38	2.218	rating_feeling	748.0	603.0	Abduction	prison	Text	n/a
295.464	2.134	feeling_mouse_trajectory	748.0	603.0	Abduction	prison	Text	n/a
299.398	3.933	rating_expectation	681.0	504.0	Abduction	prison	Text	n/a
300.564	2.767	expectation_mouse_trajectory	681.0	504.0	Abduction	prison	Text	n/a
309.466	32.165	narrative_presentation	n/a	n/a	Slaying of kin unrecognized	town	Text	task-narratives/Narrative3Situation1.txt
341.631	1.811	rating_feeling	722.0	439.0	Slaying of kin unrecognized	town	Text	n/a
342.148	1.295	feeling_mouse_trajectory	722.0	439.0	Slaying of kin unrecognized	town	Text	n/a
345.648	2.726	rating_expectation	542.0	488.0	Slaying of kin unrecognized	town	Text	n/a
346.581	1.793	expectation_mouse_trajectory	542.0	488.0	Slaying of kin unrecognized	town	Text	n/a
