onset	duration	trial_type	response_x	response_y	situation	context	modality	stim_file_TODO
11.836	22.112	narrative_presentation	n/a	n/a	An enemy loved	forest	Text	task-narratives/Narrative2Situation1.txt
33.949	2.585	rating_feeling	664.0	533.0	An enemy loved	forest	Text	n/a
35.332	1.201	feeling_mouse_trajectory	664.0	533.0	An enemy loved	forest	Text	n/a
38.015	1.344	rating_expectation	617.0	645.0	An enemy loved	forest	Text	n/a
38.598	0.761	expectation_mouse_trajectory	617.0	645.0	An enemy loved	forest	Text	n/a
44.082	36.183	narrative_presentation	n/a	n/a	Enmity of kin	forest	Text	task-narratives/Narrative2Situation2.txt
80.264	3.283	rating_feeling	614.0	601.0	Enmity of kin	forest	Text	n/a
81.631	1.917	feeling_mouse_trajectory	614.0	601.0	Enmity of kin	forest	Text	n/a
84.282	2.86	rating_expectation	675.0	498.0	Enmity of kin	forest	Text	n/a
85.399	1.744	expectation_mouse_trajectory	675.0	498.0	Enmity of kin	forest	Text	n/a
92.35	9.377	narrative_presentation	n/a	n/a	Necessity of sacrificing loved ones	forest	Text	task-narratives/Narrative2Situation3.txt
101.727	n/a	rating_feeling	n/a	n/a	Necessity of sacrificing loved ones	forest	Text	n/a
n/a	n/a	feeling_mouse_trajectory	n/a	n/a	Necessity of sacrificing loved ones	forest	Text	n/a
105.759	3.95	rating_expectation	685.0	540.0	Necessity of sacrificing loved ones	forest	Text	n/a
106.326	3.383	expectation_mouse_trajectory	685.0	540.0	Necessity of sacrificing loved ones	forest	Text	n/a
112.824	18.427	narrative_presentation	n/a	n/a	Murderous adultury	town	Text	task-narratives/Narrative2Situation4.txt
131.251	2.501	rating_feeling	640.0	659.0	Murderous adultury	town	Text	n/a
132.201	1.551	feeling_mouse_trajectory	640.0	659.0	Murderous adultury	town	Text	n/a
135.284	3.958	rating_expectation	595.0	438.0	Murderous adultury	town	Text	n/a
137.634	1.608	expectation_mouse_trajectory	595.0	438.0	Murderous adultury	town	Text	n/a
142.368	16.742	narrative_presentation	n/a	n/a	Daring Enterprise	town	Text	task-narratives/Narrative2Situation5.txt
159.111	1.984	rating_feeling	783.0	561.0	Daring Enterprise	town	Text	n/a
160.361	0.734	feeling_mouse_trajectory	783.0	561.0	Daring Enterprise	town	Text	n/a
163.128	0.9	rating_expectation	646.0	517.0	Daring Enterprise	town	Text	n/a
163.161	0.867	expectation_mouse_trajectory	646.0	517.0	Daring Enterprise	town	Text	n/a
169.195	5.689	narrative_presentation	n/a	n/a	Ambition	town	Text	task-narratives/Narrative2Situation6.txt
174.884	3.802	rating_feeling	774.0	545.0	Ambition	town	Text	n/a
175.75	2.935	feeling_mouse_trajectory	774.0	545.0	Ambition	town	Text	n/a
178.901	1.725	rating_expectation	696.0	437.0	Ambition	town	Text	n/a
179.234	1.392	expectation_mouse_trajectory	696.0	437.0	Ambition	town	Text	n/a
183.967	19.094	narrative_presentation	n/a	n/a	Mistaken jealousy	hospital	Text	task-narratives/Narrative2Situation7.txt
203.061	2.885	rating_feeling	784.0	576.0	Mistaken jealousy	hospital	Text	n/a
203.744	2.201	feeling_mouse_trajectory	784.0	576.0	Mistaken jealousy	hospital	Text	n/a
207.078	3.068	rating_expectation	805.0	487.0	Mistaken jealousy	hospital	Text	n/a
207.778	2.368	expectation_mouse_trajectory	805.0	487.0	Mistaken jealousy	hospital	Text	n/a
214.145	18.094	narrative_presentation	n/a	n/a	Discovery of dishonour of loved one	hospital	Text	task-narratives/Narrative2Situation8.txt
232.239	3.772	rating_feeling	700.0	477.0	Discovery of dishonour of loved one	hospital	Text	n/a
234.806	1.205	feeling_mouse_trajectory	700.0	477.0	Discovery of dishonour of loved one	hospital	Text	n/a
236.259	2.137	rating_expectation	719.0	564.0	Discovery of dishonour of loved one	hospital	Text	n/a
236.859	1.537	expectation_mouse_trajectory	719.0	564.0	Discovery of dishonour of loved one	hospital	Text	n/a
243.323	15.409	narrative_presentation	n/a	n/a	Self-sacrifice for an ideal	hospital	Text	task-narratives/Narrative2Situation9.txt
258.731	2.568	rating_feeling	1152.0	604.0	Self-sacrifice for an ideal	hospital	Text	n/a
259.381	1.918	feeling_mouse_trajectory	1152.0	604.0	Self-sacrifice for an ideal	hospital	Text	n/a
262.748	2.201	rating_expectation	1186.0	523.0	Self-sacrifice for an ideal	hospital	Text	n/a
263.648	1.301	expectation_mouse_trajectory	1186.0	523.0	Self-sacrifice for an ideal	hospital	Text	n/a
269.816	10.395	narrative_presentation	n/a	n/a	Supplication	hospital	Text	task-narratives/Narrative1Situation1.txt
280.211	3.92	rating_feeling	953.0	426.0	Supplication	hospital	Text	n/a
281.077	3.054	feeling_mouse_trajectory	953.0	426.0	Supplication	hospital	Text	n/a
284.242	2.636	rating_expectation	835.0	524.0	Supplication	hospital	Text	n/a
285.025	1.852	expectation_mouse_trajectory	835.0	524.0	Supplication	hospital	Text	n/a
290.307	14.409	narrative_presentation	n/a	n/a	Madness	hospital	Text	task-narratives/Narrative1Situation2.txt
304.716	3.968	rating_feeling	806.0	561.0	Madness	hospital	Text	n/a
306.932	1.752	feeling_mouse_trajectory	806.0	561.0	Madness	hospital	Text	n/a
308.732	0.027	rating_expectation	960.0	707.0	Madness	hospital	Text	n/a
308.899	-0.14	expectation_mouse_trajectory	960.0	707.0	Madness	hospital	Text	n/a
313.799	20.778	narrative_presentation	n/a	n/a	Murderous adultury	hospital	Text	task-narratives/Narrative1Situation3.txt
334.577	1.517	rating_feeling	748.0	559.0	Murderous adultury	hospital	Text	n/a
335.177	0.917	feeling_mouse_trajectory	748.0	559.0	Murderous adultury	hospital	Text	n/a
338.594	1.151	rating_expectation	777.0	445.0	Murderous adultury	hospital	Text	n/a
339.077	0.667	expectation_mouse_trajectory	777.0	445.0	Murderous adultury	hospital	Text	n/a
345.661	18.427	narrative_presentation	n/a	n/a	Recovery of a lost one	town	Text	task-narratives/Narrative1Situation4.txt
364.088	1.656	rating_feeling	813.0	447.0	Recovery of a lost one	town	Text	n/a
364.121	1.622	feeling_mouse_trajectory	813.0	447.0	Recovery of a lost one	town	Text	n/a
368.109	3.971	rating_expectation	634.0	472.0	Recovery of a lost one	town	Text	n/a
368.425	3.654	expectation_mouse_trajectory	634.0	472.0	Recovery of a lost one	town	Text	n/a
375.188	11.057	narrative_presentation	n/a	n/a	Slaying of kin unrecognized	town	Text	task-narratives/Narrative1Situation5.txt
386.246	2.568	rating_feeling	682.0	513.0	Slaying of kin unrecognized	town	Text	n/a
386.696	2.118	feeling_mouse_trajectory	682.0	513.0	Slaying of kin unrecognized	town	Text	n/a
390.263	2.384	rating_expectation	507.0	497.0	Slaying of kin unrecognized	town	Text	n/a
390.863	1.784	expectation_mouse_trajectory	507.0	497.0	Slaying of kin unrecognized	town	Text	n/a
395.329	25.131	narrative_presentation	n/a	n/a	An enemy loved	town	Text	task-narratives/Narrative1Situation6.txt
420.461	2.685	rating_feeling	1163.0	677.0	An enemy loved	town	Text	n/a
420.977	2.168	feeling_mouse_trajectory	1163.0	677.0	An enemy loved	town	Text	n/a
424.476	1.534	rating_expectation	826.0	584.0	An enemy loved	town	Text	n/a
425.126	0.884	expectation_mouse_trajectory	826.0	584.0	An enemy loved	town	Text	n/a
431.543	22.112	narrative_presentation	n/a	n/a	Fatal imprudence	prison	Text	task-narratives/Narrative1Situation7.txt
453.654	3.606	rating_feeling	1097.0	583.0	Fatal imprudence	prison	Text	n/a
454.138	3.122	feeling_mouse_trajectory	1097.0	583.0	Fatal imprudence	prison	Text	n/a
457.675	1.905	rating_expectation	1293.0	561.0	Fatal imprudence	prison	Text	n/a
458.492	1.088	expectation_mouse_trajectory	1293.0	561.0	Fatal imprudence	prison	Text	n/a
462.738	12.391	narrative_presentation	n/a	n/a	Discovery of dishonour of loved one	prison	Text	task-narratives/Narrative1Situation8.txt
475.129	1.634	rating_feeling	722.0	563.0	Discovery of dishonour of loved one	prison	Text	n/a
475.862	0.901	feeling_mouse_trajectory	722.0	563.0	Discovery of dishonour of loved one	prison	Text	n/a
479.146	1.784	rating_expectation	664.0	431.0	Discovery of dishonour of loved one	prison	Text	n/a
479.679	1.251	expectation_mouse_trajectory	664.0	431.0	Discovery of dishonour of loved one	prison	Text	n/a
491.215	29.48	narrative_presentation	n/a	n/a	Abduction	prison	Text	task-narratives/Narrative1Situation9.txt
520.695	0.984	rating_feeling	720.0	443.0	Abduction	prison	Text	n/a
520.995	0.684	feeling_mouse_trajectory	720.0	443.0	Abduction	prison	Text	n/a
524.714	3.602	rating_expectation	622.0	357.0	Abduction	prison	Text	n/a
524.747	3.568	expectation_mouse_trajectory	622.0	357.0	Abduction	prison	Text	n/a
