onset	duration	subtask_type	event_type	value	response_accuracy	stim_file	participant_response	reaction_time
7.95	1.017	memory	dummy	study_dummy	n/a	task-fractional/runtype-memory/obj058chest.png	n/a	n/a
9.984	1.034	memory	dummy	study_dummy	n/a	task-fractional/runtype-memory/obj099faucet.png	n/a	n/a
12.035	1.017	memory	dummy	study_dummy	n/a	task-fractional/runtype-memory/obj149jacket.png	n/a	n/a
14.069	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj188mountain.png	n/a	n/a
16.103	1.034	memory	study	study	n/a	task-fractional/runtype-memory/obj136heel.png	n/a	n/a
18.154	1.034	memory	study	study	n/a	task-fractional/runtype-memory/obj264shark.png	n/a	n/a
20.205	1.034	memory	study	study	n/a	task-fractional/runtype-memory/obj230priest.png	n/a	n/a
22.256	1.034	memory	study	study	n/a	task-fractional/runtype-memory/obj310tractor.png	n/a	n/a
24.306	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj340windmill.png	n/a	n/a
26.357	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj067comb.png	n/a	n/a
28.408	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj020bat.png	n/a	n/a
30.459	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj053cat.png	n/a	n/a
32.493	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj139highchair.png	n/a	n/a
34.527	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj199onion.png	n/a	n/a
36.561	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj147iron.png	n/a	n/a
38.595	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj152jumprope.png	n/a	n/a
40.629	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj282spatula.png	n/a	n/a
42.663	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj291swing.png	n/a	n/a
44.697	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj275slingshot.png	n/a	n/a
46.731	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj125guitar.png	n/a	n/a
48.765	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj339wig.png	n/a	n/a
50.8	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj335wheelbarrow.png	n/a	n/a
52.834	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj312tree.png	n/a	n/a
54.868	1.017	memory	dummy	study_dummy	n/a	task-fractional/runtype-memory/obj204palmtree.png	n/a	n/a
56.902	1.017	memory	dummy	study_dummy	n/a	task-fractional/runtype-memory/obj207pants.png	n/a	n/a
58.936	1.017	memory	dummy	study_dummy	n/a	task-fractional/runtype-memory/obj225pizza.png	n/a	n/a
71.09	25.0	memory	distraction_math	math	n/a	n/a	n/a	n/a
99.151	25.0	memory	distraction_math	math	n/a	n/a	n/a	n/a
127.211	25.0	memory	distraction_math	math	n/a	n/a	n/a	n/a
155.272	25.0	memory	distraction_math	math	n/a	n/a	n/a	n/a
188.668	0.957	memory	test	test_old	correct	task-fractional/runtype-memory/obj067comb.png	old	n/a
191.669	0.672	memory	test	test_old	correct	task-fractional/runtype-memory/obj152jumprope.png	old	n/a
194.253	0.628	memory	test	test_old	correct	task-fractional/runtype-memory/obj275slingshot.png	old	n/a
196.987	0.591	memory	test	test_old	correct	task-fractional/runtype-memory/obj199onion.png	old	n/a
199.538	0.621	memory	test	test_old	correct	task-fractional/runtype-memory/obj188mountain.png	old	n/a
202.106	0.621	memory	test	test_old	incorrect	task-fractional/runtype-memory/obj125guitar.png	new	n/a
204.674	0.55	memory	test	test_old	correct	task-fractional/runtype-memory/obj020bat.png	old	n/a
207.475	0.676	memory	test	test_new	correct	task-fractional/runtype-memory/obj111fork.png	new	n/a
210.209	0.701	memory	test	test_new	correct	task-fractional/runtype-memory/obj325vest.png	new	n/a
213.127	0.559	memory	test	test_old	correct	task-fractional/runtype-memory/obj053cat.png	old	n/a
216.028	0.676	memory	test	test_new	correct	task-fractional/runtype-memory/obj165leopard.png	new	n/a
218.846	0.79	memory	test	test_new	correct	task-fractional/runtype-memory/obj346yoyo.png	new	n/a
221.447	0.697	memory	test	test_new	correct	task-fractional/runtype-memory/obj296telephone.png	new	n/a
224.114	0.594	memory	test	test_old	correct	task-fractional/runtype-memory/obj310tractor.png	old	n/a
226.899	0.876	memory	test	test_old	correct	task-fractional/runtype-memory/obj147iron.png	old	n/a
229.733	0.651	memory	test	test_new	correct	task-fractional/runtype-memory/obj333whale.png	new	n/a
232.451	0.603	memory	test	test_new	correct	task-fractional/runtype-memory/obj316turkey.png	new	n/a
235.435	0.687	memory	test	test_new	correct	task-fractional/runtype-memory/obj342wing.png	new	n/a
237.986	0.581	memory	test	test_new	correct	task-fractional/runtype-memory/obj128hamburger.png	new	n/a
240.804	0.639	memory	test	test_new	correct	task-fractional/runtype-memory/obj203paintbrush.png	new	n/a
243.705	0.831	memory	test	test_old	incorrect	task-fractional/runtype-memory/obj230priest.png	new	n/a
246.523	0.587	memory	test	test_new	correct	task-fractional/runtype-memory/obj043cage.png	new	n/a
249.124	0.63	memory	test	test_new	correct	task-fractional/runtype-memory/obj096eskimo.png	new	n/a
251.858	0.74	memory	test	test_old	correct	task-fractional/runtype-memory/obj282spatula.png	old	n/a
254.876	0.633	memory	test	test_old	correct	task-fractional/runtype-memory/obj264shark.png	old	n/a
257.793	0.704	memory	test	test_old	correct	task-fractional/runtype-memory/obj291swing.png	old	n/a
260.594	0.71	memory	test	test_old	correct	task-fractional/runtype-memory/obj340windmill.png	old	n/a
263.396	0.597	memory	test	test_old	correct	task-fractional/runtype-memory/obj335wheelbarrow.png	old	n/a
265.98	0.656	memory	test	test_new	correct	task-fractional/runtype-memory/obj106flashlight.png	new	n/a
268.764	0.699	memory	test	test_new	correct	task-fractional/runtype-memory/obj244rock.png	new	n/a
271.582	0.63	memory	test	test_new	correct	task-fractional/runtype-memory/obj124grapes.png	new	n/a
274.316	0.774	memory	test	test_new	incorrect	task-fractional/runtype-memory/obj110football.png	old	n/a
277.001	0.818	memory	test	test_new	correct	task-fractional/runtype-memory/obj270skeleton.png	new	n/a
279.802	0.774	memory	test	test_old	correct	task-fractional/runtype-memory/obj139highchair.png	old	n/a
282.553	0.656	memory	test	test_old	correct	task-fractional/runtype-memory/obj136heel.png	old	n/a
285.57	0.716	memory	test	test_new	correct	task-fractional/runtype-memory/obj010baby.png	new	n/a
288.422	0.648	memory	test	test_old	correct	task-fractional/runtype-memory/obj312tree.png	old	n/a
291.356	0.671	memory	test	test_new	correct	task-fractional/runtype-memory/obj003alligator.png	new	n/a
294.09	0.848	memory	test	test_new	correct	task-fractional/runtype-memory/obj338whistle.png	new	n/a
296.975	0.675	memory	test	test_old	correct	task-fractional/runtype-memory/obj339wig.png	old	n/a
308.229	1.017	memory	dummy	study_dummy	n/a	task-fractional/runtype-memory/obj021bed.png	n/a	n/a
310.263	1.017	memory	dummy	study_dummy	n/a	task-fractional/runtype-memory/obj113fox.png	n/a	n/a
312.297	1.017	memory	dummy	study_dummy	n/a	task-fractional/runtype-memory/obj240razor.png	n/a	n/a
314.331	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj037bridge.png	n/a	n/a
316.365	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj238rain.png	n/a	n/a
318.399	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj092ear.png	n/a	n/a
