onset	duration	trial_type	response_angle	response_label	block_condition	mentalizing_level	stim_file
2.799	3.144	cue	n/a	n/a	likeability	n/a	n/a
5.943	6.85	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-04_content-unefille.mp4
12.887	3.435	rating	84.88	Very-strong	likeability	n/a	n/a
13.637	2.685	rating_mouse_trajectory	84.88	Very-strong	likeability	n/a	n/a
18.004	5.19	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-09_content-knifegame.mp4
23.259	1.919	rating	19.96	Moderate	likeability	n/a	n/a
23.592	1.586	rating_mouse_trajectory	19.96	Moderate	likeability	n/a	n/a
28.34	5.791	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-16_content-huggingpets.mp4
34.197	2.868	rating	104.36	Strongest-possible	likeability	n/a	n/a
35.214	1.852	rating_mouse_trajectory	104.36	Strongest-possible	likeability	n/a	n/a
39.216	3.137	cue	n/a	n/a	similarity	n/a	n/a
42.353	6.194	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-08_content-dancewithdeath.mp4
48.604	4.443	rating	17.0	Moderate	similarity	n/a	n/a
49.421	3.627	rating_mouse_trajectory	17.0	Moderate	similarity	n/a	n/a
53.69	5.303	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-07_content-youth.mp4
59.076	4.489	rating	36.97	Strong	similarity	n/a	n/a
60.276	3.289	rating_mouse_trajectory	36.97	Strong	similarity	n/a	n/a
64.152	5.797	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-16_content-huggingpets.mp4
70.014	3.086	rating	50.26	Strong	similarity	n/a	n/a
70.798	2.302	rating_mouse_trajectory	50.26	Strong	similarity	n/a	n/a
75.033	3.114	cue	n/a	n/a	mentalizing	remember	n/a
78.147	5.224	video	n/a	n/a	mentalizing	remember	task-shortvideo/ses-03_run-01_order-10_content-captureflag.mp4
83.437	4.102	rating	19.96	Moderate	mentalizing	remember	n/a
85.337	2.202	rating_mouse_trajectory	19.96	Moderate	mentalizing	remember	n/a
88.541	5.561	video	n/a	n/a	mentalizing	remember	task-shortvideo/ses-03_run-01_order-11_content-menrunning.mp4
94.159	2.976	rating	34.09	Strong	mentalizing	remember	n/a
95.126	2.009	rating_mouse_trajectory	34.09	Strong	mentalizing	remember	n/a
99.237	5.499	video	n/a	n/a	mentalizing	remember	task-shortvideo/ses-03_run-01_order-15_content-giving.mp4
104.798	3.955	rating	18.43	Moderate	mentalizing	remember	n/a
106.381	2.372	rating_mouse_trajectory	18.43	Moderate	mentalizing	remember	n/a
109.817	3.153	cue	n/a	n/a	likeability	n/a	n/a
112.97	4.084	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-05_content-parkour.mp4
117.137	3.085	rating	24.46	Moderate	likeability	n/a	n/a
117.987	2.235	rating_mouse_trajectory	24.46	Moderate	likeability	n/a	n/a
122.254	6.339	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-17_content-freesolo.mp4
128.659	3.535	rating	15.78	Moderate	likeability	n/a	n/a
129.892	2.302	rating_mouse_trajectory	15.78	Moderate	likeability	n/a	n/a
133.734	5.505	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-15_content-giving.mp4
139.297	3.392	rating	30.27	Strong	likeability	n/a	n/a
140.664	2.026	rating_mouse_trajectory	30.27	Strong	likeability	n/a	n/a
144.333	3.19	cue	n/a	n/a	mentalizing	danger	n/a
147.524	5.117	video	n/a	n/a	mentalizing	danger	task-shortvideo/ses-03_run-01_order-06_content-war.mp4
152.704	3.938	rating	85.6	Very-strong	mentalizing	danger	n/a
153.737	2.904	rating_mouse_trajectory	85.6	Very-strong	mentalizing	danger	n/a
157.797	5.295	video	n/a	n/a	mentalizing	danger	task-shortvideo/ses-03_run-01_order-07_content-youth.mp4
163.159	1.768	rating	16.04	Moderate	mentalizing	danger	n/a
163.659	1.268	rating_mouse_trajectory	16.04	Moderate	mentalizing	danger	n/a
168.272	6.342	video	n/a	n/a	mentalizing	danger	task-shortvideo/ses-03_run-01_order-17_content-freesolo.mp4
174.681	2.918	rating	35.43	Strong	mentalizing	danger	n/a
175.448	2.152	rating_mouse_trajectory	35.43	Strong	mentalizing	danger	n/a
179.7	3.136	cue	n/a	n/a	likeability	n/a	n/a
182.836	5.559	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-11_content-menrunning.mp4
188.471	2.858	rating	30.71	Strong	likeability	n/a	n/a
189.704	1.624	rating_mouse_trajectory	30.71	Strong	likeability	n/a	n/a
193.588	5.021	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-21_content-iceblock.mp4
198.676	3.787	rating	8.1	Weak	likeability	n/a	n/a
200.009	2.454	rating_mouse_trajectory	8.1	Weak	likeability	n/a	n/a
203.777	5.037	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-01_content-visswar.mp4
208.881	2.618	rating	25.38	Moderate	likeability	n/a	n/a
209.997	1.501	rating_mouse_trajectory	25.38	Moderate	likeability	n/a	n/a
213.9	3.16	cue	n/a	n/a	similarity	n/a	n/a
217.06	5.178	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-13_content-wanderers.mp4
222.304	3.885	rating	49.65	Strong	similarity	n/a	n/a
223.72	2.469	rating_mouse_trajectory	49.65	Strong	similarity	n/a	n/a
227.405	5.838	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-03_content-bestfriendsweating.mp4
233.309	2.558	rating	6.7	Weak	similarity	n/a	n/a
234.359	1.508	rating_mouse_trajectory	6.7	Weak	similarity	n/a	n/a
238.423	6.345	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-17_content-freesolo.mp4
244.831	2.52	rating	0.0	No-sensation	similarity	n/a	n/a
246.031	1.32	rating_mouse_trajectory	0.0	No-sensation	similarity	n/a	n/a
249.85	3.162	cue	n/a	n/a	mentalizing	tired	n/a
253.013	5.559	video	n/a	n/a	mentalizing	tired	task-shortvideo/ses-03_run-01_order-20_content-cupstacking.mp4
258.638	3.769	rating	2.6	Barely-detectable	mentalizing	tired	n/a
260.338	2.069	rating_mouse_trajectory	2.6	Barely-detectable	mentalizing	tired	n/a
263.726	6.194	video	n/a	n/a	mentalizing	tired	task-shortvideo/ses-03_run-01_order-08_content-dancewithdeath.mp4
269.976	3.794	rating	42.92	Strong	mentalizing	tired	n/a
271.41	2.361	rating_mouse_trajectory	42.92	Strong	mentalizing	tired	n/a
275.077	5.01	video	n/a	n/a	mentalizing	tired	task-shortvideo/ses-03_run-01_order-12_content-photography.mp4
280.165	4.807	rating	56.67	Strong	mentalizing	tired	n/a
281.581	3.39	rating_mouse_trajectory	56.67	Strong	mentalizing	tired	n/a
285.517	3.155	cue	n/a	n/a	similarity	n/a	n/a
288.672	5.183	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-09_content-knifegame.mp4
293.921	3.685	rating	0.0	No-sensation	similarity	n/a	n/a
294.805	2.802	rating_mouse_trajectory	0.0	No-sensation	similarity	n/a	n/a
299.036	5.557	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-11_content-menrunning.mp4
304.676	4.586	rating	23.77	Moderate	similarity	n/a	n/a
306.01	3.252	rating_mouse_trajectory	23.77	Moderate	similarity	n/a	n/a
309.859	5.39	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-19_content-beatbox.mp4
315.315	4.65	rating	36.62	Strong	similarity	n/a	n/a
317.231	2.733	rating_mouse_trajectory	36.62	Strong	similarity	n/a	n/a
320.351	3.152	cue	n/a	n/a	mentalizing	heights	n/a
323.502	5.19	video	n/a	n/a	mentalizing	heights	task-shortvideo/ses-03_run-01_order-09_content-knifegame.mp4
328.755	4.983	rating	28.74	Moderate	mentalizing	heights	n/a
330.088	3.65	rating_mouse_trajectory	28.74	Moderate	mentalizing	heights	n/a
333.863	5.014	video	n/a	n/a	mentalizing	heights	task-shortvideo/ses-03_run-01_order-21_content-iceblock.mp4
338.959	3.485	rating	14.93	Moderate	mentalizing	heights	n/a
339.976	2.469	rating_mouse_trajectory	14.93	Moderate	mentalizing	heights	n/a
