onset	duration	trial_type	response_value	stim_file_TODO
2.767	116.366	video	n/a	task-alignvideo/ses-02_run-03_order-01_content-unefille.mp4
121.05	1.867	rating_relevance	15.31	task-alignvideo/ses-02_run-03_order-01_content-unefille.mp4
126.635	2.433	rating_happy	10.42	task-alignvideo/ses-02_run-03_order-01_content-unefille.mp4
131.137	1.917	rating_sad	28.96	task-alignvideo/ses-02_run-03_order-01_content-unefille.mp4
137.406	3.167	rating_afraid	7.71	task-alignvideo/ses-02_run-03_order-01_content-unefille.mp4
140.891	1.633	rating_disgusted	45.21	task-alignvideo/ses-02_run-03_order-01_content-unefille.mp4
146.376	2.1	rating_warm	20.1	task-alignvideo/ses-02_run-03_order-01_content-unefille.mp4
151.394	2.1	rating_engaged	37.6	task-alignvideo/ses-02_run-03_order-01_content-unefille.mp4
154.331	179.349	video	n/a	task-alignvideo/ses-02_run-03_order-02_content-captureflag.mp4
335.346	1.624	rating_relevance	4.48	task-alignvideo/ses-02_run-03_order-02_content-captureflag.mp4
340.648	1.916	rating_happy	4.58	task-alignvideo/ses-02_run-03_order-02_content-captureflag.mp4
345.717	1.967	rating_sad	6.67	task-alignvideo/ses-02_run-03_order-02_content-captureflag.mp4
350.802	2.033	rating_afraid	14.9	task-alignvideo/ses-02_run-03_order-02_content-captureflag.mp4
356.271	2.484	rating_disgusted	45.52	task-alignvideo/ses-02_run-03_order-02_content-captureflag.mp4
360.839	2.032	rating_warm	3.75	task-alignvideo/ses-02_run-03_order-02_content-captureflag.mp4
365.441	1.617	rating_engaged	10.94	task-alignvideo/ses-02_run-03_order-02_content-captureflag.mp4
368.855	26.864	video	n/a	task-alignvideo/ses-02_run-03_order-03_content-tornado.mp4
398.587	2.829	rating_relevance	22.92	task-alignvideo/ses-02_run-03_order-03_content-tornado.mp4
402.471	1.699	rating_happy	4.38	task-alignvideo/ses-02_run-03_order-03_content-tornado.mp4
407.79	2.0	rating_sad	37.29	task-alignvideo/ses-02_run-03_order-03_content-tornado.mp4
412.075	1.266	rating_afraid	16.35	task-alignvideo/ses-02_run-03_order-03_content-tornado.mp4
417.327	1.501	rating_disgusted	22.29	task-alignvideo/ses-02_run-03_order-03_content-tornado.mp4
423.963	3.117	rating_warm	28.54	task-alignvideo/ses-02_run-03_order-03_content-tornado.mp4
427.814	1.95	rating_engaged	26.77	task-alignvideo/ses-02_run-03_order-03_content-tornado.mp4
430.896	62.844	video	n/a	task-alignvideo/ses-02_run-03_order-04_content-war.mp4
495.539	1.761	rating_relevance	28.12	task-alignvideo/ses-02_run-03_order-04_content-war.mp4
501.325	2.533	rating_happy	0.0	task-alignvideo/ses-02_run-03_order-04_content-war.mp4
507.477	3.667	rating_sad	35.31	task-alignvideo/ses-02_run-03_order-04_content-war.mp4
511.045	2.217	rating_afraid	82.92	task-alignvideo/ses-02_run-03_order-04_content-war.mp4
517.848	4.0	rating_disgusted	88.65	task-alignvideo/ses-02_run-03_order-04_content-war.mp4
522.316	3.45	rating_warm	0.0	task-alignvideo/ses-02_run-03_order-04_content-war.mp4
526.684	2.801	rating_engaged	67.08	task-alignvideo/ses-02_run-03_order-04_content-war.mp4
