onset	duration	trial_type	response_value	stim_file
2.779	51.933	video	n/a	task-alignvideo/ses-01_run-01_order-01_content-idiots.mp4
58.759	3.971	rating_relevance	45.0	n/a
64.328	n/a	rating_happy	n/a	n/a
69.363	n/a	rating_sad	n/a	n/a
74.398	n/a	rating_afraid	n/a	n/a
79.434	n/a	rating_disgusted	n/a	n/a
84.469	n/a	rating_warm	n/a	n/a
89.487	n/a	rating_engaged	n/a	n/a
90.077	198.204	video	n/a	task-alignvideo/ses-01_run-01_order-02_content-wanderers.mp4
292.231	3.904	rating_relevance	53.33	n/a
297.849	n/a	rating_happy	n/a	n/a
302.885	n/a	rating_sad	n/a	n/a
307.92	n/a	rating_afraid	n/a	n/a
312.939	n/a	rating_disgusted	n/a	n/a
317.974	n/a	rating_warm	n/a	n/a
322.992	n/a	rating_engaged	n/a	n/a
323.551	60.881	video	n/a	task-alignvideo/ses-01_run-01_order-03_content-lioncubs.mp4
388.984	n/a	rating_relevance	n/a	n/a
394.019	n/a	rating_happy	n/a	n/a
399.038	n/a	rating_sad	n/a	n/a
404.073	n/a	rating_afraid	n/a	n/a
409.108	n/a	rating_disgusted	n/a	n/a
414.127	n/a	rating_warm	n/a	n/a
419.162	n/a	rating_engaged	n/a	n/a
419.711	38.766	video	n/a	task-alignvideo/ses-01_run-01_order-04_content-parkour.mp4
463.029	n/a	rating_relevance	n/a	n/a
468.064	n/a	rating_happy	n/a	n/a
473.099	n/a	rating_sad	n/a	n/a
478.118	n/a	rating_afraid	n/a	n/a
483.153	n/a	rating_disgusted	n/a	n/a
488.188	n/a	rating_warm	n/a	n/a
493.223	n/a	rating_engaged	n/a	n/a
