onset	duration	trial_type	response_value	stim_file
2.767	47.314	video	n/a	task-alignvideo/ses-02_run-04_order-01_content-forestfire.mp4
53.232	3.107	rating_relevance	8.23	n/a
56.816	1.668	rating_happy	0.94	n/a
63.052	2.882	rating_sad	17.92	n/a
67.804	2.617	rating_afraid	39.17	n/a
71.822	1.616	rating_disgusted	0.73	n/a
76.941	1.716	rating_warm	0.73	n/a
82.626	2.384	rating_engaged	33.54	n/a
85.278	47.759	video	n/a	task-alignvideo/ses-02_run-04_order-02_content-iceblock.mp4
136.029	2.944	rating_relevance	7.81	n/a
141.048	2.949	rating_happy	58.75	n/a
146.767	3.655	rating_sad	1.04	n/a
149.584	1.449	rating_afraid	0.83	n/a
155.287	2.133	rating_disgusted	0.42	n/a
159.605	1.433	rating_warm	0.62	n/a
166.157	2.967	rating_engaged	74.48	n/a
168.223	146.085	video	n/a	task-alignvideo/ses-02_run-04_order-03_content-alwaysafamily.mp4
316.263	1.918	rating_relevance	17.81	n/a
323.099	3.732	rating_happy	5.21	n/a
326.317	1.932	rating_sad	47.71	n/a
331.019	1.614	rating_afraid	0.94	n/a
336.854	2.434	rating_disgusted	0.62	n/a
341.056	1.616	rating_warm	11.25	n/a
346.458	2.0	rating_engaged	31.04	n/a
349.493	32.979	video	n/a	task-alignvideo/ses-02_run-04_order-04_content-visswar.mp4
385.239	2.719	rating_relevance	22.08	n/a
390.141	2.603	rating_happy	2.19	n/a
394.959	2.406	rating_sad	9.58	n/a
400.044	2.474	rating_afraid	1.25	n/a
404.263	1.682	rating_disgusted	0.83	n/a
408.814	1.214	rating_warm	1.56	n/a
414.016	1.393	rating_engaged	23.44	n/a
