onset	duration	trial_type	response_value	stim_file
2.776	50.489	video	n/a	task-alignvideo/ses-04_run-01_order-01_content-universe.mp4
56.299	2.957	rating_relevance	46.46	n/a
60.167	1.815	rating_happy	56.56	n/a
65.753	2.383	rating_sad	31.67	n/a
69.838	1.449	rating_afraid	22.81	n/a
74.739	1.334	rating_disgusted	4.48	n/a
80.242	1.816	rating_warm	41.67	n/a
85.01	1.566	rating_engaged	35.42	n/a
88.538	179.443	video	n/a	task-alignvideo/ses-04_run-01_order-02_content-gockskumara.mp4
271.213	3.192	rating_relevance	68.12	n/a
275.764	2.732	rating_happy	87.5	n/a
279.899	1.85	rating_sad	21.04	n/a
284.118	1.049	rating_afraid	5.31	n/a
289.903	1.816	rating_disgusted	4.17	n/a
295.122	2.017	rating_warm	78.23	n/a
299.823	1.7	rating_engaged	69.58	n/a
303.181	56.916	video	n/a	task-alignvideo/ses-04_run-01_order-03_content-skiing.mp4
362.597	2.463	rating_relevance	85.0	n/a
367.265	2.116	rating_happy	77.29	n/a
371.433	1.266	rating_sad	2.08	n/a
377.086	1.9	rating_afraid	50.21	n/a
381.921	1.717	rating_disgusted	3.85	n/a
387.439	2.216	rating_warm	17.5	n/a
393.208	2.973	rating_engaged	58.75	n/a
395.291	147.757	video	n/a	task-alignvideo/ses-04_run-01_order-04_content-cyclegraphics.mp4
545.298	2.214	rating_relevance	25.94	n/a
550.033	1.933	rating_happy	20.62	n/a
554.302	1.183	rating_sad	26.04	n/a
560.371	2.234	rating_afraid	33.75	n/a
565.106	1.95	rating_disgusted	47.6	n/a
570.341	2.173	rating_warm	41.15	n/a
575.56	2.371	rating_engaged	63.75	n/a
