onset	duration	subtask_type	event_type	value	response_accuracy	stim_file	trial_index
12.056	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/4b_story.txt	1
23.027	0.029	tomsaxe	response	falsebelief	incorrect	task-tomsaxe/4b_question.txt	1
41.583	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/4p_story.txt	2
52.554	2.833	tomsaxe	response	falsephoto	correct	task-tomsaxe/4p_question.txt	2
71.078	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/1p_story.txt	3
82.065	3.273	tomsaxe	response	falsephoto	correct	task-tomsaxe/1p_question.txt	3
100.589	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/1b_story.txt	4
111.576	2.508	tomsaxe	response	falsebelief	correct	task-tomsaxe/1b_question.txt	4
130.1	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/6p_story.txt	5
141.087	2.445	tomsaxe	response	falsephoto	correct	task-tomsaxe/6p_question.txt	5
159.628	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/6b_story.txt	6
170.615	2.745	tomsaxe	response	falsebelief	correct	task-tomsaxe/6b_question.txt	6
189.155	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/3p_story.txt	7
200.143	2.273	tomsaxe	response	falsephoto	correct	task-tomsaxe/3p_question.txt	7
218.666	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/3b_story.txt	8
229.654	2.9	tomsaxe	response	falsebelief	correct	task-tomsaxe/3b_question.txt	8
248.177	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/8b_story.txt	9
259.165	3.163	tomsaxe	response	falsebelief	correct	task-tomsaxe/8b_question.txt	9
277.688	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/8p_story.txt	10
288.676	1.831	tomsaxe	response	falsephoto	correct	task-tomsaxe/8p_question.txt	10
307.199	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/7p_story.txt	11
318.187	1.924	tomsaxe	response	falsephoto	correct	task-tomsaxe/7p_question.txt	11
336.71	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/7b_story.txt	12
347.698	3.61	tomsaxe	response	falsebelief	correct	task-tomsaxe/7b_question.txt	12
366.221	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/10p_story.txt	13
377.209	2.768	tomsaxe	response	falsephoto	correct	task-tomsaxe/10p_question.txt	13
395.732	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/10b_story.txt	14
406.72	2.217	tomsaxe	response	falsebelief	correct	task-tomsaxe/10b_question.txt	14
425.243	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/9b_story.txt	15
436.231	0.007	tomsaxe	response	falsebelief	correct	task-tomsaxe/9b_question.txt	15
454.754	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/9p_story.txt	16
465.742	2.219	tomsaxe	response	falsephoto	correct	task-tomsaxe/9p_question.txt	16
484.265	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/5p_story.txt	17
495.253	1.723	tomsaxe	response	falsephoto	correct	task-tomsaxe/5p_question.txt	17
513.776	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/5b_story.txt	18
524.764	1.737	tomsaxe	response	falsebelief	correct	task-tomsaxe/5b_question.txt	18
543.287	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/2p_story.txt	19
554.275	3.09	tomsaxe	response	falsephoto	correct	task-tomsaxe/2p_question.txt	19
572.798	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/2b_story.txt	20
583.786	2.502	tomsaxe	response	falsebelief	correct	task-tomsaxe/2b_question.txt	20
