onset	duration	trial_type	response_value	stim_file
2.769	38.903	video	n/a	task-alignvideo/ses-04_run-02_order-01_content-dogdance.mp4
43.889	2.187	rating_relevance	77.19	n/a
49.191	2.466	rating_happy	90.52	n/a
54.243	2.5	rating_sad	32.81	n/a
57.594	0.833	rating_afraid	3.23	n/a
63.313	1.538	rating_disgusted	1.25	n/a
69.699	2.903	rating_warm	63.75	n/a
73.533	1.716	rating_engaged	75.42	n/a
76.854	74.575	video	n/a	task-alignvideo/ses-04_run-02_order-02_content-littleboat.mp4
155.114	3.656	rating_relevance	55.21	n/a
158.498	2.019	rating_happy	41.15	n/a
163.934	2.433	rating_sad	63.96	n/a
168.485	1.967	rating_afraid	34.69	n/a
173.137	1.6	rating_disgusted	2.6	n/a
177.789	1.233	rating_warm	51.15	n/a
183.674	2.099	rating_engaged	81.46	n/a
186.607	138.878	video	n/a	task-alignvideo/ses-04_run-02_order-03_content-gangan.mp4
328.345	2.832	rating_relevance	74.17	n/a
333.48	2.947	rating_happy	46.35	n/a
337.248	1.699	rating_sad	77.92	n/a
342.734	2.166	rating_afraid	22.81	n/a
346.819	1.233	rating_disgusted	0.73	n/a
353.221	2.617	rating_warm	71.35	n/a
357.356	1.732	rating_engaged	72.08	n/a
360.654	27.047	video	n/a	task-alignvideo/ses-04_run-02_order-04_content-tornado.mp4
389.885	2.149	rating_relevance	25.42	n/a
393.786	1.032	rating_happy	4.17	n/a
400.055	2.283	rating_sad	53.65	n/a
405.44	2.65	rating_afraid	71.25	n/a
408.825	1.016	rating_disgusted	5.62	n/a
414.677	1.849	rating_warm	5.73	n/a
419.379	1.539	rating_engaged	66.88	n/a
