onset	duration	trial_type	response_value	rating_type	expression	sex	race	age	stim_file_TODO
3.84	1.344	face	n/a	sex	disgust	female	African	old	task-faces/4Disgust_Model5_1Female_3African_2Old.mp4
5.184	1.4	rating	0.0736	sex	disgust	female	African	old	n/a
5.601	0.983	rating_mouse_trajectory	0.0736	sex	disgust	female	African	old	n/a
7.215	1.32	face	n/a	sex	disgust	male	WC	old	task-faces/4Disgust_Model2_2Male_1WC_2Old.mp4
8.535	1.773	rating	0.2043	sex	disgust	male	WC	old	n/a
8.885	1.423	rating_mouse_trajectory	0.2043	sex	disgust	male	WC	old	n/a
10.477	1.326	face	n/a	sex	fear	male	African	old	task-faces/3Fear_Model1_2Male_3African_2Old.mp4
11.803	1.122	rating	0.0918	sex	fear	male	African	old	n/a
12.087	0.839	rating_mouse_trajectory	0.0918	sex	fear	male	African	old	n/a
14.744	2.061	face	n/a	sex	pleasure	male	EA	old	task-faces/8Pleasure_Model5_2Male_2EA_2Old.mp4
16.805	1.136	rating	0.2314	sex	pleasure	male	EA	old	n/a
17.105	0.836	rating_mouse_trajectory	0.2314	sex	pleasure	male	EA	old	n/a
18.729	1.344	face	n/a	sex	sad	male	WC	old	task-faces/6Sad_Model2_2Male_1WC_2Old.mp4
20.073	1.468	rating	0.2577	sex	sad	male	WC	old	n/a
20.756	0.785	rating_mouse_trajectory	0.2577	sex	sad	male	WC	old	n/a
26.014	1.312	face	n/a	sex	fear	male	EA	young	task-faces/3Fear_Model4_2Male_2EA_1Young.mp4
27.326	0.968	rating	0.284	sex	fear	male	EA	young	n/a
27.626	0.668	rating_mouse_trajectory	0.284	sex	fear	male	EA	young	n/a
29.249	1.312	face	n/a	sex	disgust	male	EA	young	task-faces/4Disgust_Model4_2Male_2EA_1Young.mp4
30.56	1.152	rating	0.2617	sex	disgust	male	EA	young	n/a
30.994	0.719	rating_mouse_trajectory	0.2617	sex	disgust	male	EA	young	n/a
32.464	1.331	face	n/a	sex	fear	female	EA	young	task-faces/3Fear_Model1_1Female_2EA_1Young.mp4
33.795	1.852	rating	0.729	sex	fear	female	EA	young	n/a
34.228	1.418	rating_mouse_trajectory	0.729	sex	fear	female	EA	young	n/a
