onset	duration	trial_type	response_value	rating_type	expression	sex	race	age	stim_file
3.84	1.333	face	n/a	age	disgust	female	WC	young	task-faces/4Disgust_Model4_1Female_1WC_1Young.mp4
5.173	1.8	rating	0.1404	age	disgust	female	WC	young	n/a
6.206	0.767	rating_mouse_trajectory	0.1404	age	disgust	female	WC	young	n/a
7.235	1.306	face	n/a	age	anger	female	WC	old	task-faces/5Anger_Model2_1Female_1WC_2Old.mp4
8.541	1.117	rating	0.7492	age	anger	female	WC	old	n/a
9.007	0.65	rating_mouse_trajectory	0.7492	age	anger	female	WC	old	n/a
10.485	1.308	face	n/a	age	disgust	male	WC	old	task-faces/4Disgust_Model1_2Male_1WC_2Old.mp4
11.792	1.05	rating	0.6602	age	disgust	male	WC	old	n/a
12.259	0.583	rating_mouse_trajectory	0.6602	age	disgust	male	WC	old	n/a
14.718	1.309	face	n/a	age	anger	female	African	old	task-faces/5Anger_Model4_1Female_3African_2Old.mp4
16.027	1.15	rating	0.5975	age	anger	female	African	old	n/a
16.627	0.55	rating_mouse_trajectory	0.5975	age	anger	female	African	old	n/a
17.955	1.307	face	n/a	age	surprise	male	African	young	task-faces/2Surprise_Model2_2Male_3African_1Young.mp4
19.261	1.75	rating	0.3932	age	surprise	male	African	young	n/a
19.761	1.25	rating_mouse_trajectory	0.3932	age	surprise	male	African	young	n/a
25.202	1.312	face	n/a	age	sad	male	WC	young	task-faces/6Sad_Model4_2Male_1WC_1Young.mp4
26.514	1.383	rating	0.3244	age	sad	male	WC	young	n/a
27.064	0.833	rating_mouse_trajectory	0.3244	age	sad	male	WC	young	n/a
28.435	1.314	face	n/a	age	fear	male	EA	young	task-faces/3Fear_Model5_2Male_2EA_1Young.mp4
29.749	0.983	rating	0.3588	age	fear	male	EA	young	n/a
30.299	0.433	rating_mouse_trajectory	0.3588	age	fear	male	EA	young	n/a
31.667	1.316	face	n/a	age	fear	male	African	old	task-faces/3Fear_Model3_2Male_3African_2Old.mp4
32.983	1.033	rating	0.5429	age	fear	male	African	old	n/a
33.517	0.5	rating_mouse_trajectory	0.5429	age	fear	male	African	old	n/a
34.887	1.314	face	n/a	age	surprise	male	EA	young	task-faces/2Surprise_Model3_2Male_2EA_1Young.mp4
36.201	1.35	rating	0.3952	age	surprise	male	EA	young	n/a
36.951	0.6	rating_mouse_trajectory	0.3952	age	surprise	male	EA	young	n/a
38.125	1.31	face	n/a	age	anger	male	EA	young	task-faces/5Anger_Model4_2Male_2EA_1Young.mp4
39.436	1.8	rating	0.3305	age	anger	male	EA	young	n/a
40.986	0.25	rating_mouse_trajectory	0.3305	age	anger	male	EA	young	n/a
43.351	2.037	face	n/a	age	pleasure	female	WC	young	task-faces/8Pleasure_Model2_1Female_1WC_1Young.mp4
45.388	1.833	rating	0.3345	age	pleasure	female	WC	young	n/a
45.838	1.383	rating_mouse_trajectory	0.3345	age	pleasure	female	WC	young	n/a
48.311	1.312	face	n/a	age	happy	male	African	old	task-faces/1Happy_Model2_2Male_3African_2Old.mp4
49.623	0.9	rating	0.7047	age	happy	male	African	old	n/a
50.056	0.467	rating_mouse_trajectory	0.7047	age	happy	male	African	old	n/a
53.546	1.312	face	n/a	age	happy	male	WC	young	task-faces/1Happy_Model4_2Male_1WC_1Young.mp4
54.858	1.133	rating	0.3184	age	happy	male	WC	young	n/a
55.291	0.7	rating_mouse_trajectory	0.3184	age	happy	male	WC	young	n/a
57.782	1.311	face	n/a	age	disgust	male	WC	young	task-faces/4Disgust_Model1_2Male_1WC_1Young.mp4
59.093	0.933	rating	0.373	age	disgust	male	WC	young	n/a
59.593	0.433	rating_mouse_trajectory	0.373	age	disgust	male	WC	young	n/a
62.017	1.311	face	n/a	age	fear	female	EA	young	task-faces/3Fear_Model5_1Female_2EA_1Young.mp4
63.328	1.0	rating	0.0635	age	fear	female	EA	young	n/a
63.695	0.633	rating_mouse_trajectory	0.0635	age	fear	female	EA	young	n/a
66.234	1.312	face	n/a	age	disgust	female	EA	young	task-faces/4Disgust_Model3_1Female_2EA_1Young.mp4
67.546	1.817	rating	0.1323	age	disgust	female	EA	young	n/a
67.88	1.483	rating_mouse_trajectory	0.1323	age	disgust	female	EA	young	n/a
70.453	1.311	face	n/a	age	disgust	male	African	young	task-faces/4Disgust_Model3_2Male_3African_1Young.mp4
71.764	0.95	rating	0.2961	age	disgust	male	African	young	n/a
72.098	0.617	rating_mouse_trajectory	0.2961	age	disgust	male	African	young	n/a
74.685	1.314	face	n/a	age	sad	female	WC	young	task-faces/6Sad_Model3_1Female_1WC_1Young.mp4
75.999	0.8	rating	0.2718	age	sad	female	WC	young	n/a
76.533	0.267	rating_mouse_trajectory	0.2718	age	sad	female	WC	young	n/a
80.918	2.05	face	n/a	age	pain	female	African	young	task-faces/7Pain_Model2_1Female_3African_1Young.mp4
82.969	1.183	rating	0.2132	age	pain	female	African	young	n/a
83.335	0.817	rating_mouse_trajectory	0.2132	age	pain	female	African	young	n/a
84.884	1.303	face	n/a	age	disgust	female	African	old	task-faces/4Disgust_Model1_1Female_3African_2Old.mp4
86.186	1.7	rating	0.5489	age	disgust	female	African	old	n/a
86.67	1.217	rating_mouse_trajectory	0.5489	age	disgust	female	African	old	n/a
89.094	2.045	face	n/a	age	pain	male	EA	young	task-faces/7Pain_Model5_2Male_2EA_1Young.mp4
91.138	1.367	rating	0.2091	age	pain	male	EA	young	n/a
91.505	1.0	rating_mouse_trajectory	0.2091	age	pain	male	EA	young	n/a
93.061	2.045	face	n/a	age	pleasure	male	EA	young	task-faces/8Pleasure_Model5_2Male_2EA_1Young.mp4
95.106	0.817	rating	0.2193	age	pleasure	male	EA	young	n/a
95.49	0.433	rating_mouse_trajectory	0.2193	age	pleasure	male	EA	young	n/a
98.036	1.306	face	n/a	age	fear	female	WC	young	task-faces/3Fear_Model1_1Female_1WC_1Young.mp4
99.341	1.867	rating	0.1849	age	fear	female	WC	young	n/a
99.775	1.433	rating_mouse_trajectory	0.1849	age	fear	female	WC	young	n/a
102.265	1.311	face	n/a	age	happy	female	WC	old	task-faces/1Happy_Model3_1Female_1WC_2Old.mp4
103.576	1.867	rating	0.5631	age	happy	female	WC	old	n/a
104.343	1.1	rating_mouse_trajectory	0.5631	age	happy	female	WC	old	n/a
106.5	1.311	face	n/a	age	fear	male	WC	young	task-faces/3Fear_Model2_2Male_1WC_1Young.mp4
107.811	0.733	rating	0.2658	age	fear	male	WC	young	n/a
108.128	0.417	rating_mouse_trajectory	0.2658	age	fear	male	WC	young	n/a
109.715	2.047	face	n/a	age	pain	male	WC	old	task-faces/7Pain_Model5_2Male_1WC_2Old.mp4
111.763	1.633	rating	0.553	age	pain	male	WC	old	n/a
112.363	1.033	rating_mouse_trajectory	0.553	age	pain	male	WC	old	n/a
113.669	1.311	face	n/a	age	happy	male	African	young	task-faces/1Happy_Model2_2Male_3African_1Young.mp4
114.981	0.9	rating	0.3568	age	happy	male	African	young	n/a
115.481	0.4	rating_mouse_trajectory	0.3568	age	happy	male	African	young	n/a
116.901	1.314	face	n/a	age	fear	male	WC	old	task-faces/3Fear_Model2_2Male_1WC_2Old.mp4
118.215	0.917	rating	0.6744	age	fear	male	WC	old	n/a
118.698	0.433	rating_mouse_trajectory	0.6744	age	fear	male	WC	old	n/a
121.135	2.049	face	n/a	age	pain	female	African	old	task-faces/7Pain_Model4_1Female_3African_2Old.mp4
123.184	1.867	rating	0.3568	age	pain	female	African	old	n/a
124.234	0.817	rating_mouse_trajectory	0.3568	age	pain	female	African	old	n/a
126.102	1.317	face	n/a	age	sad	male	WC	old	task-faces/6Sad_Model5_2Male_1WC_2Old.mp4
127.418	0.883	rating	0.6764	age	sad	male	WC	old	n/a
127.818	0.483	rating_mouse_trajectory	0.6764	age	sad	male	WC	old	n/a
