onset	duration	trial_type	response_value	rating_type	expression	sex	race	age	stim_file
3.851	1.322	face	n/a	sex	surprise	female	African	old	task-faces/2Surprise_Model4_1Female_3African_2Old.mp4
5.173	1.317	rating	0.0	sex	surprise	female	African	old	n/a
6.256	0.233	rating_mouse_trajectory	0.0	sex	surprise	female	African	old	n/a
7.216	1.342	face	n/a	sex	disgust	male	EA	young	task-faces/4Disgust_Model4_2Male_2EA_1Young.mp4
8.557	1.117	rating	0.1525	sex	disgust	male	EA	young	n/a
8.957	0.717	rating_mouse_trajectory	0.1525	sex	disgust	male	EA	young	n/a
10.5	1.325	face	n/a	sex	sad	female	WC	young	task-faces/6Sad_Model4_1Female_1WC_1Young.mp4
11.825	1.667	rating	0.3548	sex	sad	female	WC	young	n/a
12.759	0.733	rating_mouse_trajectory	0.3548	sex	sad	female	WC	young	n/a
14.751	2.059	face	n/a	sex	pleasure	male	EA	old	task-faces/8Pleasure_Model5_2Male_2EA_2Old.mp4
16.81	0.5	rating	0.0	sex	pleasure	male	EA	old	n/a
17.177	0.133	rating_mouse_trajectory	0.0	sex	pleasure	male	EA	old	n/a
18.732	2.063	face	n/a	sex	pain	male	EA	young	task-faces/7Pain_Model1_2Male_2EA_1Young.mp4
20.795	0.633	rating	0.2354	sex	pain	male	EA	young	n/a
21.162	0.267	rating_mouse_trajectory	0.2354	sex	pain	male	EA	young	n/a
26.736	2.046	face	n/a	sex	pleasure	female	African	young	task-faces/8Pleasure_Model1_1Female_3African_1Young.mp4
28.782	1.217	rating	0.29	sex	pleasure	female	African	young	n/a
29.265	0.733	rating_mouse_trajectory	0.29	sex	pleasure	female	African	young	n/a
30.705	1.311	face	n/a	sex	surprise	female	EA	young	task-faces/2Surprise_Model5_1Female_2EA_1Young.mp4
32.016	1.4	rating	0.7006	sex	surprise	female	EA	young	n/a
32.449	0.967	rating_mouse_trajectory	0.7006	sex	surprise	female	EA	young	n/a
33.934	1.317	face	n/a	sex	disgust	female	African	old	task-faces/4Disgust_Model5_1Female_3African_2Old.mp4
35.251	0.417	rating	0.0	sex	disgust	female	African	old	n/a
35.484	0.183	rating_mouse_trajectory	0.0	sex	disgust	female	African	old	n/a
37.169	1.316	face	n/a	sex	fear	female	African	young	task-faces/3Fear_Model2_1Female_3African_1Young.mp4
38.485	0.883	rating	0.0	sex	fear	female	African	young	n/a
38.969	0.4	rating_mouse_trajectory	0.0	sex	fear	female	African	young	n/a
40.403	2.05	face	n/a	sex	pain	female	EA	old	task-faces/7Pain_Model2_1Female_2EA_2Old.mp4
42.453	1.15	rating	0.2435	sex	pain	female	EA	old	n/a
42.737	0.867	rating_mouse_trajectory	0.2435	sex	pain	female	EA	old	n/a
46.361	1.311	face	n/a	sex	fear	female	WC	young	task-faces/3Fear_Model5_1Female_1WC_1Young.mp4
47.672	1.417	rating	0.7087	sex	fear	female	WC	young	n/a
48.055	1.033	rating_mouse_trajectory	0.7087	sex	fear	female	WC	young	n/a
50.606	1.317	face	n/a	sex	happy	female	EA	young	task-faces/1Happy_Model5_1Female_2EA_1Young.mp4
51.924	1.483	rating	0.9009	sex	happy	female	EA	young	n/a
52.374	1.033	rating_mouse_trajectory	0.9009	sex	happy	female	EA	young	n/a
55.851	2.042	face	n/a	sex	pain	female	African	old	task-faces/7Pain_Model5_1Female_3African_2Old.mp4
57.892	0.983	rating	0.6582	sex	pain	female	African	old	n/a
58.492	0.383	rating_mouse_trajectory	0.6582	sex	pain	female	African	old	n/a
60.818	1.309	face	n/a	sex	disgust	female	African	young	task-faces/4Disgust_Model5_1Female_3African_1Young.mp4
62.127	0.883	rating	0.5955	sex	disgust	female	African	young	n/a
62.661	0.35	rating_mouse_trajectory	0.5955	sex	disgust	female	African	young	n/a
65.038	1.308	face	n/a	sex	surprise	male	WC	old	task-faces/2Surprise_Model2_2Male_1WC_2Old.mp4
66.346	1.7	rating	0.1517	sex	surprise	male	WC	old	n/a
66.612	1.433	rating_mouse_trajectory	0.1517	sex	surprise	male	WC	old	n/a
69.269	1.311	face	n/a	sex	sad	female	African	old	task-faces/6Sad_Model1_1Female_3African_2Old.mp4
70.581	1.5	rating	0.7512	sex	sad	female	African	old	n/a
71.031	1.05	rating_mouse_trajectory	0.7512	sex	sad	female	African	old	n/a
73.503	2.046	face	n/a	sex	pleasure	female	WC	old	task-faces/8Pleasure_Model3_1Female_1WC_2Old.mp4
75.549	0.85	rating	0.1586	sex	pleasure	female	WC	old	n/a
75.916	0.483	rating_mouse_trajectory	0.1586	sex	pleasure	female	WC	old	n/a
78.468	1.316	face	n/a	sex	surprise	male	African	old	task-faces/2Surprise_Model2_2Male_3African_2Old.mp4
79.784	1.417	rating	0.1869	sex	surprise	male	African	old	n/a
80.184	1.017	rating_mouse_trajectory	0.1869	sex	surprise	male	African	old	n/a
84.701	1.318	face	n/a	sex	disgust	male	EA	old	task-faces/4Disgust_Model2_2Male_2EA_2Old.mp4
86.02	1.85	rating	0.5368	sex	disgust	male	EA	old	n/a
86.57	1.3	rating_mouse_trajectory	0.5368	sex	disgust	male	EA	old	n/a
87.926	1.329	face	n/a	sex	happy	female	African	young	task-faces/1Happy_Model3_1Female_3African_1Young.mp4
89.254	1.867	rating	0.6885	sex	happy	female	African	young	n/a
89.988	1.133	rating_mouse_trajectory	0.6885	sex	happy	female	African	young	n/a
92.181	1.308	face	n/a	sex	fear	female	African	old	task-faces/3Fear_Model3_1Female_3African_2Old.mp4
93.489	1.633	rating	0.6663	sex	fear	female	African	old	n/a
93.956	1.167	rating_mouse_trajectory	0.6663	sex	fear	female	African	old	n/a
95.412	1.311	face	n/a	sex	fear	male	WC	old	task-faces/3Fear_Model3_2Male_1WC_2Old.mp4
96.724	0.717	rating	0.193	sex	fear	male	WC	old	n/a
97.19	0.25	rating_mouse_trajectory	0.193	sex	fear	male	WC	old	n/a
99.647	1.311	face	n/a	sex	disgust	male	African	young	task-faces/4Disgust_Model1_2Male_3African_1Young.mp4
100.959	1.117	rating	0.2091	sex	disgust	male	African	young	n/a
