onset	duration	trial_type	response_value	stim_file
2.767	106.343	video	n/a	task-alignvideo/ses-01_run-03_order-01_content-huggingpets.mp4
111.644	2.485	rating_relevance	64.17	n/a
116.346	2.165	rating_happy	100.0	n/a
120.864	1.666	rating_sad	10.52	n/a
126.4	2.184	rating_afraid	1.15	n/a
130.818	1.583	rating_disgusted	1.98	n/a
136.387	2.133	rating_warm	100.0	n/a
141.339	2.067	rating_engaged	100.0	n/a
144.303	59.178	video	n/a	task-alignvideo/ses-01_run-03_order-02_content-bestfriendsweating.mp4
206.73	3.215	rating_relevance	5.62	n/a
210.298	1.766	rating_happy	2.5	n/a
216.25	2.7	rating_sad	12.4	n/a
220.535	1.967	rating_afraid	8.23	n/a
225.537	1.95	rating_disgusted	100.0	n/a
230.722	2.117	rating_warm	3.12	n/a
236.858	3.234	rating_engaged	45.42	n/a
238.655	20.945	video	n/a	task-alignvideo/ses-01_run-03_order-03_content-cupstacking.mp4
261.85	2.209	rating_relevance	4.9	n/a
267.202	2.55	rating_happy	100.0	n/a
270.77	1.099	rating_sad	3.12	n/a
277.356	2.666	rating_afraid	8.33	n/a
282.791	3.09	rating_disgusted	5.31	n/a
286.876	2.153	rating_warm	81.67	n/a
292.945	3.199	rating_engaged	94.48	n/a
294.778	136.719	video	n/a	task-alignvideo/ses-01_run-03_order-04_content-dancewithdeath.mp4
434.498	2.966	rating_relevance	10.31	n/a
440.884	4.334	rating_happy	21.98	n/a
443.068	1.5	rating_sad	4.79	n/a
450.437	3.85	rating_afraid	10.21	n/a
455.322	3.717	rating_disgusted	25.52	n/a
458.874	2.25	rating_warm	1.46	n/a
465.66	4.021	rating_engaged	80.1	n/a
