onset	duration	trial_type	response_value	stim_file
2.765	142.357	video	n/a	task-alignvideo/ses-01_run-04_order-01_content-beatbox.mp4
147.647	2.489	rating_relevance	49.38	n/a
152.065	1.898	rating_happy	66.56	n/a
156.583	1.399	rating_sad	3.23	n/a
162.335	2.133	rating_afraid	0.83	n/a
166.72	1.499	rating_disgusted	3.65	n/a
172.956	2.716	rating_warm	35.1	n/a
177.358	2.1	rating_engaged	98.44	n/a
180.292	339.063	video	n/a	task-alignvideo/ses-01_run-04_order-02_content-angrygrandpa.mp4
521.586	2.197	rating_relevance	29.06	n/a
526.271	1.866	rating_happy	100.0	n/a
531.59	2.167	rating_sad	71.56	n/a
535.791	1.35	rating_afraid	3.02	n/a
540.827	1.367	rating_disgusted	2.81	n/a
546.995	2.517	rating_warm	100.0	n/a
552.231	2.733	rating_engaged	89.48	n/a
