onset	duration	subtask_type	event_type	value	response_accuracy	stim_file	participant_response	reaction_time
7.997	1.034	memory	dummy	study_dummy	n/a	task-fractional/runtype-memory/obj032boot.png	n/a	n/a
10.064	1.017	memory	dummy	study_dummy	n/a	task-fractional/runtype-memory/obj108flute.png	n/a	n/a
12.115	1.017	memory	dummy	study_dummy	n/a	task-fractional/runtype-memory/obj118giraffe.png	n/a	n/a
14.149	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj137helicopter.png	n/a	n/a
16.183	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj109fly.png	n/a	n/a
18.217	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj087dragon.png	n/a	n/a
20.251	1.034	memory	study	study	n/a	task-fractional/runtype-memory/obj266shovel.png	n/a	n/a
22.302	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj151puzzle.png	n/a	n/a
24.336	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj281spaghetti.png	n/a	n/a
26.37	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj197nurse.png	n/a	n/a
28.404	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj219pillow.png	n/a	n/a
30.438	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj018barrel.png	n/a	n/a
32.472	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj076cup.png	n/a	n/a
34.507	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj161lamp.png	n/a	n/a
36.557	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj234queen.png	n/a	n/a
38.591	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj160ladder.png	n/a	n/a
40.625	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj173lock.png	n/a	n/a
42.66	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj265shoe.png	n/a	n/a
44.71	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj126gun.png	n/a	n/a
46.761	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj030bone.png	n/a	n/a
48.795	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj273sled.png	n/a	n/a
50.829	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj307tomato.png	n/a	n/a
52.863	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj252ruler.png	n/a	n/a
54.897	1.017	memory	dummy	study_dummy	n/a	task-fractional/runtype-memory/obj152jumprope.png	n/a	n/a
56.932	1.017	memory	dummy	study_dummy	n/a	task-fractional/runtype-memory/obj179match.png	n/a	n/a
58.966	1.017	memory	dummy	study_dummy	n/a	task-fractional/runtype-memory/obj243robot.png	n/a	n/a
71.304	25.0	memory	distraction_math	math	n/a	n/a	n/a	n/a
99.364	25.0	memory	distraction_math	math	n/a	n/a	n/a	n/a
127.425	25.0	memory	distraction_math	math	n/a	n/a	n/a	n/a
155.485	25.0	memory	distraction_math	math	n/a	n/a	n/a	n/a
189.131	1.177	memory	test	test_old	correct	task-fractional/runtype-memory/obj076cup.png	old	n/a
191.749	1.291	memory	test	test_new	correct	task-fractional/runtype-memory/obj346yoyo.png	new	n/a
194.616	1.631	memory	test	test_old	correct	task-fractional/runtype-memory/obj307tomato.png	old	n/a
197.384	1.117	memory	test	test_old	correct	task-fractional/runtype-memory/obj161lamp.png	old	n/a
200.102	1.279	memory	test	test_old	incorrect	task-fractional/runtype-memory/obj265shoe.png	new	n/a
203.119	1.066	memory	test	test_new	correct	task-fractional/runtype-memory/obj235rabbit.png	new	n/a
205.837	1.375	memory	test	test_new	correct	task-fractional/runtype-memory/obj279sock.png	new	n/a
208.722	2.0	memory	test	test_new	correct	task-fractional/runtype-memory/obj186mop.png	n/a	n/a
211.306	0.005	memory	test	test_new	incorrect	task-fractional/runtype-memory/obj314truck.png	old	n/a
213.94	2.0	memory	test	test_new	correct	task-fractional/runtype-memory/obj171lizard.png	n/a	n/a
216.574	0.863	memory	test	test_new	incorrect	task-fractional/runtype-memory/obj056cheese.png	old	n/a
219.576	1.018	memory	test	test_old	incorrect	task-fractional/runtype-memory/obj173lock.png	new	n/a
222.227	1.058	memory	test	test_new	correct	task-fractional/runtype-memory/obj324vase.png	new	n/a
225.144	1.293	memory	test	test_new	correct	task-fractional/runtype-memory/obj001accordion.png	new	n/a
227.895	1.559	memory	test	test_new	correct	task-fractional/runtype-memory/obj174magnet.png	new	n/a
230.663	0.842	memory	test	test_old	correct	task-fractional/runtype-memory/obj126gun.png	old	n/a
