onset	duration	trial_type	response_value	stim_file
2.775	51.94	video	n/a	task-alignvideo/ses-01_run-01_order-01_content-idiots.mp4
58.299	3.508	rating_relevance	35.62	n/a
62.851	3.05	rating_happy	19.69	n/a
67.236	2.417	rating_sad	36.77	n/a
72.554	2.717	rating_afraid	57.81	n/a
77.056	2.202	rating_disgusted	30.0	n/a
83.008	3.132	rating_warm	25.52	n/a
88.06	3.166	rating_engaged	58.54	n/a
89.993	198.205	video	n/a	task-alignvideo/ses-01_run-01_order-02_content-wanderers.mp4
291.219	2.985	rating_relevance	34.38	n/a
296.555	3.3	rating_happy	53.85	n/a
300.573	2.3	rating_sad	16.98	n/a
305.575	2.289	rating_afraid	43.44	n/a
310.243	1.937	rating_disgusted	18.23	n/a
315.745	2.419	rating_warm	43.54	n/a
322.181	3.833	rating_engaged	61.15	n/a
323.403	60.885	video	n/a	task-alignvideo/ses-01_run-01_order-03_content-lioncubs.mp4
388.155	3.835	rating_relevance	35.1	n/a
392.374	3.034	rating_happy	78.02	n/a
396.175	1.816	rating_sad	11.77	n/a
401.344	1.966	rating_afraid	43.23	n/a
406.012	1.616	rating_disgusted	9.9	n/a
411.931	2.516	rating_warm	61.46	n/a
417.516	3.084	rating_engaged	52.92	n/a
419.477	38.755	video	n/a	task-alignvideo/ses-01_run-01_order-04_content-parkour.mp4
461.533	3.251	rating_relevance	18.75	n/a
465.501	2.2	rating_happy	20.0	n/a
470.353	2.034	rating_sad	18.12	n/a
475.038	1.709	rating_afraid	58.96	n/a
480.04	1.683	rating_disgusted	18.75	n/a
485.258	1.888	rating_warm	14.06	n/a
491.294	2.903	rating_engaged	71.56	n/a
