onset	duration	trial_type	response_value	rating_type	expression	sex	race	age	stim_file_TODO
3.838	1.313	face	n/a	intensity	surprise	male	WC	old	task-faces/2Surprise_Model5_2Male_1WC_2Old.mp4
5.152	1.833	rating	0.553	intensity	surprise	male	WC	old	n/a
6.202	0.783	rating_mouse_trajectory	0.553	intensity	surprise	male	WC	old	n/a
7.131	1.305	face	n/a	intensity	happy	male	EA	old	task-faces/1Happy_Model1_2Male_2EA_2Old.mp4
8.436	0.674	rating	0.5934	intensity	happy	male	EA	old	n/a
8.736	0.374	rating_mouse_trajectory	0.5934	intensity	happy	male	EA	old	n/a
10.379	1.308	face	n/a	intensity	anger	male	EA	old	task-faces/5Anger_Model3_2Male_2EA_2Old.mp4
11.687	1.055	rating	0.3871	intensity	anger	male	EA	old	n/a
11.971	0.772	rating_mouse_trajectory	0.3871	intensity	anger	male	EA	old	n/a
14.625	1.314	face	n/a	intensity	happy	female	EA	old	task-faces/1Happy_Model5_1Female_2EA_2Old.mp4
15.939	0.737	rating	0.466	intensity	happy	female	EA	old	n/a
16.572	0.104	rating_mouse_trajectory	0.466	intensity	happy	female	EA	old	n/a
17.862	2.045	face	n/a	intensity	pain	male	WC	old	task-faces/7Pain_Model1_2Male_1WC_2Old.mp4
19.907	0.685	rating	0.6481	intensity	pain	male	WC	old	n/a
19.957	0.635	rating_mouse_trajectory	0.6481	intensity	pain	male	WC	old	n/a
25.846	1.314	face	n/a	intensity	happy	female	EA	young	task-faces/1Happy_Model4_1Female_2EA_1Young.mp4
27.16	1.168	rating	0.2597	intensity	happy	female	EA	young	n/a
27.51	0.818	rating_mouse_trajectory	0.2597	intensity	happy	female	EA	young	n/a
29.079	1.298	face	n/a	intensity	sad	male	WC	young	task-faces/6Sad_Model5_2Male_1WC_1Young.mp4
30.378	0.935	rating	0.379	intensity	sad	male	WC	young	n/a
30.711	0.602	rating_mouse_trajectory	0.379	intensity	sad	male	WC	young	n/a
32.295	1.317	face	n/a	intensity	sad	female	WC	young	task-faces/6Sad_Model5_1Female_1WC_1Young.mp4
33.612	0.517	rating	0.5611	intensity	sad	female	WC	young	n/a
33.696	0.434	rating_mouse_trajectory	0.5611	intensity	sad	female	WC	young	n/a
35.529	1.301	face	n/a	intensity	disgust	male	EA	old	task-faces/4Disgust_Model4_2Male_2EA_2Old.mp4
36.83	0.717	rating	0.7067	intensity	disgust	male	EA	old	n/a
36.98	0.567	rating_mouse_trajectory	0.7067	intensity	disgust	male	EA	old	n/a
38.751	1.313	face	n/a	intensity	sad	male	EA	young	task-faces/6Sad_Model4_2Male_2EA_1Young.mp4
40.065	0.968	rating	0.2132	intensity	sad	male	EA	young	n/a
40.331	0.701	rating_mouse_trajectory	0.2132	intensity	sad	male	EA	young	n/a
43.97	1.313	face	n/a	intensity	anger	male	EA	young	task-faces/5Anger_Model3_2Male_2EA_1Young.mp4
45.283	0.517	rating	0.64	intensity	anger	male	EA	young	n/a
45.383	0.417	rating_mouse_trajectory	0.64	intensity	anger	male	EA	young	n/a
48.196	1.305	face	n/a	intensity	surprise	female	WC	young	task-faces/2Surprise_Model2_1Female_1WC_1Young.mp4
49.502	0.507	rating	0.555	intensity	surprise	female	WC	young	n/a
49.568	0.441	rating_mouse_trajectory	0.555	intensity	surprise	female	WC	young	n/a
53.423	2.047	face	n/a	intensity	pleasure	female	African	young	task-faces/8Pleasure_Model5_1Female_3African_1Young.mp4
55.471	0.672	rating	0.6036	intensity	pleasure	female	African	young	n/a
55.787	0.355	rating_mouse_trajectory	0.6036	intensity	pleasure	female	African	young	n/a
58.392	1.313	face	n/a	intensity	sad	female	African	old	task-faces/6Sad_Model4_1Female_3African_2Old.mp4
59.706	0.654	rating	0.2536	intensity	sad	female	African	old	n/a
59.789	0.57	rating_mouse_trajectory	0.2536	intensity	sad	female	African	old	n/a
62.627	1.313	face	n/a	intensity	surprise	male	EA	old	task-faces/2Surprise_Model1_2Male_2EA_2Old.mp4
63.94	1.652	rating	0.5712	intensity	surprise	male	EA	old	n/a
64.49	1.102	rating_mouse_trajectory	0.5712	intensity	surprise	male	EA	old	n/a
66.846	1.313	face	n/a	intensity	anger	male	WC	young	task-faces/5Anger_Model4_2Male_1WC_1Young.mp4
68.159	0.968	rating	0.7229	intensity	anger	male	WC	young	n/a
68.309	0.818	rating_mouse_trajectory	0.7229	intensity	anger	male	WC	young	n/a
71.064	1.313	face	n/a	intensity	happy	male	WC	old	task-faces/1Happy_Model1_2Male_1WC_2Old.mp4
72.377	1.018	rating	0.1768	intensity	happy	male	WC	old	n/a
72.627	0.768	rating_mouse_trajectory	0.1768	intensity	happy	male	WC	old	n/a
75.297	1.315	face	n/a	intensity	happy	female	African	young	task-faces/1Happy_Model4_1Female_3African_1Young.mp4
76.612	0.751	rating	0.5894	intensity	happy	female	African	young	n/a
76.912	0.451	rating_mouse_trajectory	0.5894	intensity	happy	female	African	young	n/a
81.53	1.301	face	n/a	intensity	fear	male	African	young	task-faces/3Fear_Model1_2Male_3African_1Young.mp4
82.831	0.884	rating	0.1646	intensity	fear	male	African	young	n/a
83.081	0.634	rating_mouse_trajectory	0.1646	intensity	fear	male	African	young	n/a
84.746	2.036	face	n/a	intensity	pain	female	African	young	task-faces/7Pain_Model3_1Female_3African_1Young.mp4
86.782	0.96	rating	0.818	intensity	pain	female	African	young	n/a
86.982	0.76	rating_mouse_trajectory	0.818	intensity	pain	female	African	young	n/a
89.687	1.313	face	n/a	intensity	surprise	male	WC	young	task-faces/2Surprise_Model3_2Male_1WC_1Young.mp4
91.001	0.701	rating	0.3265	intensity	surprise	male	WC	young	n/a
91.217	0.484	rating_mouse_trajectory	0.3265	intensity	surprise	male	WC	young	n/a
92.905	2.047	face	n/a	intensity	pain	female	WC	old	task-faces/7Pain_Model5_1Female_1WC_2Old.mp4
94.952	0.491	rating	0.5469	intensity	pain	female	WC	old	n/a
95.019	0.424	rating_mouse_trajectory	0.5469	intensity	pain	female	WC	old	n/a
97.874	1.313	face	n/a	intensity	disgust	female	EA	young	task-faces/4Disgust_Model5_1Female_2EA_1Young.mp4
99.187	1.856	rating	0.464	intensity	disgust	female	EA	young	n/a
99.537	1.506	rating_mouse_trajectory	0.464	intensity	disgust	female	EA	young	n/a
102.109	1.313	face	n/a	intensity	sad	female	EA	old	task-faces/6Sad_Model1_1Female_2EA_2Old.mp4
103.422	0.821	rating	0.1161	intensity	sad	female	EA	old	n/a
103.689	0.554	rating_mouse_trajectory	0.1161	intensity	sad	female	EA	old	n/a
106.347	1.31	face	n/a	intensity	sad	female	WC	old	task-faces/6Sad_Model1_1Female_1WC_2Old.mp4
107.657	0.769	rating	0.1383	intensity	sad	female	WC	old	n/a
107.99	0.436	rating_mouse_trajectory	0.1383	intensity	sad	female	WC	old	n/a
109.561	1.314	face	n/a	intensity	disgust	female	African	young	task-faces/4Disgust_Model4_1Female_3African_1Young.mp4
110.875	0.551	rating	0.5388	intensity	disgust	female	African	young	n/a
111.075	0.351	rating_mouse_trajectory	0.5388	intensity	disgust	female	African	young	n/a
112.778	1.298	face	n/a	intensity	fear	female	WC	young	task-faces/3Fear_Model2_1Female_1WC_1Young.mp4
114.076	0.534	rating	0.5287	intensity	fear	female	WC	young	n/a
114.209	0.401	rating_mouse_trajectory	0.5287	intensity	fear	female	WC	young	n/a
115.996	1.315	face	n/a	intensity	sad	male	EA	old	task-faces/6Sad_Model2_2Male_2EA_2Old.mp4
117.311	0.801	rating	0.2011	intensity	sad	male	EA	old	n/a
117.611	0.501	rating_mouse_trajectory	0.2011	intensity	sad	male	EA	old	n/a
120.215	1.314	face	n/a	intensity	happy	female	African	old	task-faces/1Happy_Model4_1Female_3African_2Old.mp4
121.529	0.817	rating	0.3447	intensity	happy	female	African	old	n/a
121.812	0.534	rating_mouse_trajectory	0.3447	intensity	happy	female	African	old	n/a
124.446	1.301	face	n/a	intensity	anger	female	WC	old	task-faces/5Anger_Model1_1Female_1WC_2Old.mp4
125.747	1.151	rating	0.642	intensity	anger	female	WC	old	n/a
125.797	1.101	rating_mouse_trajectory	0.642	intensity	anger	female	WC	old	n/a
128.652	2.047	face	n/a	intensity	pleasure	male	EA	old	task-faces/8Pleasure_Model4_2Male_2EA_2Old.mp4
130.699	0.517	rating	0.6541	intensity	pleasure	male	EA	old	n/a
130.749	0.467	rating_mouse_trajectory	0.6541	intensity	pleasure	male	EA	old	n/a
132.613	1.304	face	n/a	intensity	fear	female	WC	old	task-faces/3Fear_Model3_1Female_1WC_2Old.mp4
133.917	0.526	rating	0.2193	intensity	fear	female	WC	old	n/a
133.967	0.476	rating_mouse_trajectory	0.2193	intensity	fear	female	WC	old	n/a
135.822	2.047	face	n/a	intensity	pain	male	African	old	task-faces/7Pain_Model4_2Male_3African_2Old.mp4
137.868	0.651	rating	0.193	intensity	pain	male	African	old	n/a
138.102	0.417	rating_mouse_trajectory	0.193	intensity	pain	male	African	old	n/a
140.79	1.313	face	n/a	intensity	disgust	female	African	old	task-faces/4Disgust_Model3_1Female_3African_2Old.mp4
142.103	0.706	rating	0.1849	intensity	disgust	female	African	old	n/a
142.337	0.473	rating_mouse_trajectory	0.1849	intensity	disgust	female	African	old	n/a
144.024	2.03	face	n/a	intensity	pain	female	WC	young	task-faces/7Pain_Model2_1Female_1WC_1Young.mp4
146.055	0.921	rating	0.6642	intensity	pain	female	WC	young	n/a
146.105	0.871	rating_mouse_trajectory	0.6642	intensity	pain	female	WC	young	n/a
147.976	1.314	face	n/a	intensity	sad	female	EA	young	task-faces/6Sad_Model3_1Female_2EA_1Young.mp4
149.289	1.504	rating	0.2354	intensity	sad	female	EA	young	n/a
149.556	1.237	rating_mouse_trajectory	0.2354	intensity	sad	female	EA	young	n/a
153.211	2.047	face	n/a	intensity	pleasure	male	WC	young	task-faces/8Pleasure_Model5_2Male_1WC_1Young.mp4
155.258	1.068	rating	0.5712	intensity	pleasure	male	WC	young	n/a
155.458	0.868	rating_mouse_trajectory	0.5712	intensity	pleasure	male	WC	young	n/a
159.163	1.314	face	n/a	intensity	fear	male	WC	old	task-faces/3Fear_Model1_2Male_1WC_2Old.mp4
160.477	0.684	rating	0.1788	intensity	fear	male	WC	old	n/a
160.727	0.434	rating_mouse_trajectory	0.1788	intensity	fear	male	WC	old	n/a
165.397	2.049	face	n/a	intensity	pain	male	EA	young	task-faces/7Pain_Model3_2Male_2EA_1Young.mp4
167.446	1.868	rating	0.7836	intensity	pain	male	EA	young	n/a
167.746	1.568	rating_mouse_trajectory	0.7836	intensity	pain	male	EA	young	n/a
170.363	2.035	face	n/a	intensity	pain	male	African	young	task-faces/7Pain_Model4_2Male_3African_1Young.mp4
172.398	1.412	rating	0.6258	intensity	pain	male	African	young	n/a
172.648	1.162	rating_mouse_trajectory	0.6258	intensity	pain	male	African	young	n/a
175.314	1.303	face	n/a	intensity	sad	male	WC	old	task-faces/6Sad_Model1_2Male_1WC_2Old.mp4
176.616	0.677	rating	0.0756	intensity	sad	male	WC	old	n/a
176.883	0.41	rating_mouse_trajectory	0.0756	intensity	sad	male	WC	old	n/a
178.521	1.314	face	n/a	intensity	surprise	male	EA	young	task-faces/2Surprise_Model2_2Male_2EA_1Young.mp4
179.834	0.651	rating	0.2294	intensity	surprise	male	EA	young	n/a
180.068	0.417	rating_mouse_trajectory	0.2294	intensity	surprise	male	EA	young	n/a
182.74	1.313	face	n/a	intensity	disgust	male	African	young	task-faces/4Disgust_Model2_2Male_3African_1Young.mp4
184.053	0.607	rating	0.5975	intensity	disgust	male	African	young	n/a
184.119	0.541	rating_mouse_trajectory	0.5975	intensity	disgust	male	African	young	n/a
185.974	1.313	face	n/a	intensity	sad	male	African	old	task-faces/6Sad_Model2_2Male_3African_2Old.mp4
187.287	0.673	rating	0.1383	intensity	sad	male	African	old	n/a
187.57	0.389	rating_mouse_trajectory	0.1383	intensity	sad	male	African	old	n/a
191.209	1.314	face	n/a	intensity	fear	female	African	young	task-faces/3Fear_Model5_1Female_3African_1Young.mp4
192.522	0.988	rating	0.5105	intensity	fear	female	African	young	n/a
192.572	0.938	rating_mouse_trajectory	0.5105	intensity	fear	female	African	young	n/a
196.444	1.314	face	n/a	intensity	surprise	male	African	young	task-faces/2Surprise_Model4_2Male_3African_1Young.mp4
197.758	0.636	rating	0.6258	intensity	surprise	male	African	young	n/a
198.074	0.319	rating_mouse_trajectory	0.6258	intensity	surprise	male	African	young	n/a
200.681	1.312	face	n/a	intensity	happy	male	African	young	task-faces/1Happy_Model5_2Male_3African_1Young.mp4
201.993	1.084	rating	0.2435	intensity	happy	male	African	young	n/a
202.209	0.867	rating_mouse_trajectory	0.2435	intensity	happy	male	African	young	n/a
204.897	1.314	face	n/a	intensity	sad	male	African	young	task-faces/6Sad_Model2_2Male_3African_1Young.mp4
206.211	0.834	rating	0.0574	intensity	sad	male	African	young	n/a
206.478	0.567	rating_mouse_trajectory	0.0574	intensity	sad	male	African	young	n/a
209.131	2.049	face	n/a	intensity	pleasure	female	African	old	task-faces/8Pleasure_Model4_1Female_3African_2Old.mp4
211.179	0.684	rating	0.0777	intensity	pleasure	female	African	old	n/a
211.413	0.451	rating_mouse_trajectory	0.0777	intensity	pleasure	female	African	old	n/a
214.097	1.301	face	n/a	intensity	disgust	male	African	old	task-faces/4Disgust_Model1_2Male_3African_2Old.mp4
215.398	0.501	rating	0.4094	intensity	disgust	male	African	old	n/a
215.481	0.417	rating_mouse_trajectory	0.4094	intensity	disgust	male	African	old	n/a
218.303	1.297	face	n/a	intensity	surprise	female	African	young	task-faces/2Surprise_Model4_1Female_3African_1Young.mp4
219.599	0.684	rating	0.5894	intensity	surprise	female	African	young	n/a
219.833	0.451	rating_mouse_trajectory	0.5894	intensity	surprise	female	African	young	n/a
222.505	1.313	face	n/a	intensity	disgust	female	WC	old	task-faces/4Disgust_Model2_1Female_1WC_2Old.mp4
223.818	1.101	rating	0.0574	intensity	disgust	female	WC	old	n/a
224.084	0.834	rating_mouse_trajectory	0.0574	intensity	disgust	female	WC	old	n/a
226.722	1.297	face	n/a	intensity	anger	female	EA	young	task-faces/5Anger_Model1_1Female_2EA_1Young.mp4
228.019	1.008	rating	0.7371	intensity	anger	female	EA	young	n/a
228.069	0.958	rating_mouse_trajectory	0.7371	intensity	anger	female	EA	young	n/a
229.94	1.313	face	n/a	intensity	anger	male	WC	old	task-faces/5Anger_Model3_2Male_1WC_2Old.mp4
231.254	1.407	rating	0.6197	intensity	anger	male	WC	old	n/a
231.437	1.223	rating_mouse_trajectory	0.6197	intensity	anger	male	WC	old	n/a
233.176	1.312	face	n/a	intensity	happy	female	WC	old	task-faces/1Happy_Model5_1Female_1WC_2Old.mp4
234.488	1.472	rating	0.1586	intensity	happy	female	WC	old	n/a
234.705	1.255	rating_mouse_trajectory	0.1586	intensity	happy	female	WC	old	n/a
238.414	1.309	face	n/a	intensity	fear	male	EA	young	task-faces/3Fear_Model1_2Male_2EA_1Young.mp4
239.724	1.053	rating	0.0	intensity	fear	male	EA	young	n/a
240.09	0.687	rating_mouse_trajectory	0.0	intensity	fear	male	EA	young	n/a
241.645	1.313	face	n/a	intensity	anger	male	African	old	task-faces/5Anger_Model5_2Male_3African_2Old.mp4
242.958	1.035	rating	0.4094	intensity	anger	male	African	old	n/a
243.008	0.985	rating_mouse_trajectory	0.4094	intensity	anger	male	African	old	n/a
248.864	1.314	face	n/a	intensity	anger	male	African	young	task-faces/5Anger_Model1_2Male_3African_1Young.mp4
250.178	1.6	rating	0.8159	intensity	anger	male	African	young	n/a
250.428	1.35	rating_mouse_trajectory	0.8159	intensity	anger	male	African	young	n/a
252.082	1.314	face	n/a	intensity	happy	male	EA	young	task-faces/1Happy_Model2_2Male_2EA_1Young.mp4
253.395	1.034	rating	0.4923	intensity	happy	male	EA	young	n/a
253.445	0.984	rating_mouse_trajectory	0.4923	intensity	happy	male	EA	young	n/a
256.314	1.299	face	n/a	intensity	happy	male	African	old	task-faces/1Happy_Model3_2Male_3African_2Old.mp4
257.614	0.551	rating	0.6177	intensity	happy	male	African	old	n/a
257.847	0.317	rating_mouse_trajectory	0.6177	intensity	happy	male	African	old	n/a
260.531	1.301	face	n/a	intensity	fear	female	EA	young	task-faces/3Fear_Model2_1Female_2EA_1Young.mp4
261.832	0.617	rating	0.5065	intensity	fear	female	EA	young	n/a
261.932	0.517	rating_mouse_trajectory	0.5065	intensity	fear	female	EA	young	n/a
264.737	2.047	face	n/a	intensity	pleasure	male	African	old	task-faces/8Pleasure_Model2_2Male_3African_2Old.mp4
266.784	0.634	rating	0.1889	intensity	pleasure	male	African	old	n/a
266.834	0.584	rating_mouse_trajectory	0.1889	intensity	pleasure	male	African	old	n/a
268.697	1.305	face	n/a	intensity	anger	female	WC	young	task-faces/5Anger_Model5_1Female_1WC_1Young.mp4
