onset	duration	trial_type	response_value	stim_file_TODO
2.777	26.759	video	n/a	task-alignvideo/ses-02_run-01_order-01_content-knifegame.mp4
33.187	3.565	rating_relevance	14.58	task-alignvideo/ses-02_run-01_order-01_content-knifegame.mp4
36.955	2.324	rating_happy	4.06	task-alignvideo/ses-02_run-01_order-01_content-knifegame.mp4
42.007	2.356	rating_sad	7.92	task-alignvideo/ses-02_run-01_order-01_content-knifegame.mp4
47.909	3.237	rating_afraid	68.75	task-alignvideo/ses-02_run-01_order-01_content-knifegame.mp4
52.278	2.574	rating_disgusted	5.62	task-alignvideo/ses-02_run-01_order-01_content-knifegame.mp4
56.813	2.099	rating_warm	0.0	task-alignvideo/ses-02_run-01_order-01_content-knifegame.mp4
63.732	4.0	rating_engaged	46.77	task-alignvideo/ses-02_run-01_order-01_content-knifegame.mp4
64.851	71.492	video	n/a	task-alignvideo/ses-02_run-01_order-02_content-freesolo.mp4
140.06	3.677	rating_relevance	23.12	task-alignvideo/ses-02_run-01_order-02_content-freesolo.mp4
144.445	3.053	rating_happy	1.46	task-alignvideo/ses-02_run-01_order-02_content-freesolo.mp4
148.747	2.332	rating_sad	1.67	task-alignvideo/ses-02_run-01_order-02_content-freesolo.mp4
154.232	2.8	rating_afraid	71.67	task-alignvideo/ses-02_run-01_order-02_content-freesolo.mp4
160.134	3.684	rating_disgusted	0.42	task-alignvideo/ses-02_run-01_order-02_content-freesolo.mp4
162.952	1.483	rating_warm	0.0	task-alignvideo/ses-02_run-01_order-02_content-freesolo.mp4
170.605	4.117	rating_engaged	56.67	task-alignvideo/ses-02_run-01_order-02_content-freesolo.mp4
171.541	111.123	video	n/a	task-alignvideo/ses-02_run-01_order-03_content-youth.mp4
287.232	n/a	rating_relevance	n/a	task-alignvideo/ses-02_run-01_order-03_content-youth.mp4
292.267	n/a	rating_happy	n/a	task-alignvideo/ses-02_run-01_order-03_content-youth.mp4
297.286	n/a	rating_sad	n/a	task-alignvideo/ses-02_run-01_order-03_content-youth.mp4
302.321	n/a	rating_afraid	n/a	task-alignvideo/ses-02_run-01_order-03_content-youth.mp4
307.339	n/a	rating_disgusted	n/a	task-alignvideo/ses-02_run-01_order-03_content-youth.mp4
312.358	n/a	rating_warm	n/a	task-alignvideo/ses-02_run-01_order-03_content-youth.mp4
317.393	n/a	rating_engaged	n/a	task-alignvideo/ses-02_run-01_order-03_content-youth.mp4
317.94	30.582	video	n/a	task-alignvideo/ses-02_run-01_order-04_content-deer.mp4
353.073	n/a	rating_relevance	n/a	task-alignvideo/ses-02_run-01_order-04_content-deer.mp4
357.141	3.556	rating_happy	54.06	task-alignvideo/ses-02_run-01_order-04_content-deer.mp4
362.11	3.504	rating_sad	0.0	task-alignvideo/ses-02_run-01_order-04_content-deer.mp4
366.461	2.835	rating_afraid	12.81	task-alignvideo/ses-02_run-01_order-04_content-deer.mp4
371.03	2.382	rating_disgusted	0.0	task-alignvideo/ses-02_run-01_order-04_content-deer.mp4
377.082	3.417	rating_warm	35.31	task-alignvideo/ses-02_run-01_order-04_content-deer.mp4
383.184	n/a	rating_engaged	n/a	task-alignvideo/ses-02_run-01_order-04_content-deer.mp4
