onset	duration	trial_type	response_value	stim_file
2.766	142.359	video	n/a	task-alignvideo/ses-01_run-04_order-01_content-beatbox.mp4
147.409	2.249	rating_relevance	1.56	n/a
154.228	4.05	rating_happy	2.29	n/a
158.196	3.0	rating_sad	0.94	n/a
163.081	2.867	rating_afraid	0.62	n/a
168.367	3.14	rating_disgusted	66.15	n/a
172.635	2.388	rating_warm	0.94	n/a
178.354	3.086	rating_engaged	10.62	n/a
180.303	339.078	video	n/a	task-alignvideo/ses-01_run-04_order-02_content-angrygrandpa.mp4
522.999	3.572	rating_relevance	25.0	n/a
528.034	3.599	rating_happy	77.19	n/a
531.719	2.265	rating_sad	47.81	n/a
536.154	1.682	rating_afraid	1.15	n/a
543.19	3.7	rating_disgusted	3.96	n/a
547.491	2.983	rating_warm	88.23	n/a
552.06	2.533	rating_engaged	34.38	n/a
