onset	duration	trial_type	response_angle	response_label	block_condition	mentalizing_level	stim_file
2.806	3.17	cue	n/a	n/a	similarity	n/a	n/a
5.976	5.0	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-12_content-photography.mp4
11.076	2.768	rating	15.15	Moderate	similarity	n/a	n/a
11.493	2.351	rating_mouse_trajectory	15.15	Moderate	similarity	n/a	n/a
16.239	5.225	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-10_content-captureflag.mp4
21.53	2.168	rating	5.05	Weak	similarity	n/a	n/a
22.13	1.568	rating_mouse_trajectory	5.05	Weak	similarity	n/a	n/a
26.647	5.054	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-01_content-visswar.mp4
31.767	2.084	rating	5.95	Weak	similarity	n/a	n/a
32.15	1.701	rating_mouse_trajectory	5.95	Weak	similarity	n/a	n/a
36.802	3.121	cue	n/a	n/a	mentalizing	remember	n/a
39.924	5.218	video	n/a	n/a	mentalizing	remember	task-shortvideo/ses-03_run-01_order-10_content-captureflag.mp4
45.205	4.967	rating	25.32	Moderate	mentalizing	remember	n/a
45.972	4.2	rating_mouse_trajectory	25.32	Moderate	mentalizing	remember	n/a
50.292	5.501	video	n/a	n/a	mentalizing	remember	task-shortvideo/ses-03_run-01_order-15_content-giving.mp4
55.859	3.018	rating	104.93	Strongest-possible	mentalizing	remember	n/a
56.526	2.352	rating_mouse_trajectory	104.93	Strongest-possible	mentalizing	remember	n/a
60.988	5.559	video	n/a	n/a	mentalizing	remember	task-shortvideo/ses-03_run-01_order-11_content-menrunning.mp4
66.613	2.785	rating	25.63	Moderate	mentalizing	remember	n/a
67.48	1.918	rating_mouse_trajectory	25.63	Moderate	mentalizing	remember	n/a
71.649	3.136	cue	n/a	n/a	likeability	n/a	n/a
74.785	5.19	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-09_content-knifegame.mp4
80.035	3.207	rating	8.6	Weak	likeability	n/a	n/a
80.668	2.574	rating_mouse_trajectory	8.6	Weak	likeability	n/a	n/a
85.135	6.839	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-04_content-unefille.mp4
92.056	3.335	rating	34.55	Strong	likeability	n/a	n/a
92.856	2.535	rating_mouse_trajectory	34.55	Strong	likeability	n/a	n/a
97.135	5.792	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-16_content-huggingpets.mp4
102.994	1.834	rating	78.25	Very-strong	likeability	n/a	n/a
103.444	1.384	rating_mouse_trajectory	78.25	Very-strong	likeability	n/a	n/a
108.012	3.125	cue	n/a	n/a	similarity	n/a	n/a
111.137	6.188	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-08_content-dancewithdeath.mp4
117.382	3.092	rating	23.47	Moderate	similarity	n/a	n/a
118.116	2.359	rating_mouse_trajectory	23.47	Moderate	similarity	n/a	n/a
122.453	5.801	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-16_content-huggingpets.mp4
128.32	2.438	rating	24.44	Moderate	similarity	n/a	n/a
128.753	2.005	rating_mouse_trajectory	24.44	Moderate	similarity	n/a	n/a
133.395	5.296	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-07_content-youth.mp4
138.757	4.435	rating	38.42	Strong	similarity	n/a	n/a
139.724	3.469	rating_mouse_trajectory	38.42	Strong	similarity	n/a	n/a
143.792	3.164	cue	n/a	n/a	likeability	n/a	n/a
146.956	5.172	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-13_content-wanderers.mp4
152.195	3.018	rating	37.63	Strong	likeability	n/a	n/a
152.862	2.351	rating_mouse_trajectory	37.63	Strong	likeability	n/a	n/a
157.299	6.117	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-14_content-alwaysafamily.mp4
163.483	2.942	rating	58.25	Strong	likeability	n/a	n/a
164.183	2.242	rating_mouse_trajectory	58.25	Strong	likeability	n/a	n/a
168.574	5.835	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-03_content-bestfriendsweating.mp4
174.47	3.971	rating	29.66	Strong	likeability	n/a	n/a
175.22	3.221	rating_mouse_trajectory	29.66	Strong	likeability	n/a	n/a
179.489	3.17	cue	n/a	n/a	similarity	n/a	n/a
182.659	5.333	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-18_content-angrygrandpa.mp4
188.059	4.035	rating	3.65	Weak	similarity	n/a	n/a
189.092	3.002	rating_mouse_trajectory	3.65	Weak	similarity	n/a	n/a
193.177	5.569	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-20_content-cupstacking.mp4
198.813	2.151	rating	9.73	Weak	similarity	n/a	n/a
199.396	1.568	rating_mouse_trajectory	9.73	Weak	similarity	n/a	n/a
203.929	4.079	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-05_content-parkour.mp4
208.066	2.542	rating	8.26	Weak	similarity	n/a	n/a
208.633	1.975	rating_mouse_trajectory	8.26	Weak	similarity	n/a	n/a
213.085	3.152	cue	n/a	n/a	mentalizing	danger	n/a
216.237	6.352	video	n/a	n/a	mentalizing	danger	task-shortvideo/ses-03_run-01_order-17_content-freesolo.mp4
222.655	4.92	rating	42.24	Strong	mentalizing	danger	n/a
223.588	3.986	rating_mouse_trajectory	42.24	Strong	mentalizing	danger	n/a
228.174	5.302	video	n/a	n/a	mentalizing	danger	task-shortvideo/ses-03_run-01_order-07_content-youth.mp4
233.542	2.168	rating	2.08	Barely-detectable	mentalizing	danger	n/a
233.892	1.818	rating_mouse_trajectory	2.08	Barely-detectable	mentalizing	danger	n/a
238.679	5.117	video	n/a	n/a	mentalizing	danger	task-shortvideo/ses-03_run-01_order-06_content-war.mp4
243.863	2.751	rating	85.93	Very-strong	mentalizing	danger	n/a
244.38	2.235	rating_mouse_trajectory	85.93	Very-strong	mentalizing	danger	n/a
248.881	3.126	cue	n/a	n/a	likeability	n/a	n/a
252.008	5.301	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-07_content-youth.mp4
257.368	2.94	rating	45.85	Strong	likeability	n/a	n/a
257.751	2.557	rating_mouse_trajectory	45.85	Strong	likeability	n/a	n/a
262.514	6.661	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-02_content-HB.mp4
269.239	2.336	rating	2.54	Barely-detectable	likeability	n/a	n/a
269.989	1.586	rating_mouse_trajectory	2.54	Barely-detectable	likeability	n/a	n/a
274.316	5.227	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-10_content-captureflag.mp4
279.61	4.469	rating	8.75	Weak	likeability	n/a	n/a
280.793	3.285	rating_mouse_trajectory	8.75	Weak	likeability	n/a	n/a
284.628	3.141	cue	n/a	n/a	similarity	n/a	n/a
287.769	5.846	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-03_content-bestfriendsweating.mp4
293.681	3.385	rating	19.2	Moderate	similarity	n/a	n/a
294.265	2.802	rating_mouse_trajectory	19.2	Moderate	similarity	n/a	n/a
298.793	5.176	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-13_content-wanderers.mp4
304.035	2.785	rating	26.78	Moderate	similarity	n/a	n/a
304.735	2.085	rating_mouse_trajectory	26.78	Moderate	similarity	n/a	n/a
309.148	6.344	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-17_content-freesolo.mp4
315.556	2.068	rating	40.0	Strong	similarity	n/a	n/a
315.89	1.735	rating_mouse_trajectory	40.0	Strong	similarity	n/a	n/a
320.575	3.13	cue	n/a	n/a	mentalizing	tired	n/a
