onset	duration	subtask_type	event_type	response_accuracy	cue_location	target_location	participant_response	trial_index
6.265	0.2	posner	invalid_cue	correct	right	n/a	n/a	1
6.482	0.472	posner	target_response	correct	right	left	left	1
13.035	0.2	posner	invalid_cue	correct	right	n/a	n/a	2
13.235	0.484	posner	target_response	correct	right	left	left	2
22.522	0.2	posner	valid_cue	correct	left	n/a	n/a	3
22.722	0.614	posner	target_response	correct	left	left	left	3
31.908	0.2	posner	valid_cue	correct	right	n/a	n/a	4
32.108	0.683	posner	target_response	correct	right	right	right	4
35.276	0.2	posner	invalid_cue	correct	right	n/a	n/a	5
35.476	0.464	posner	target_response	correct	right	left	left	5
41.162	0.2	posner	invalid_cue	correct	right	n/a	n/a	6
41.362	0.475	posner	target_response	correct	right	left	left	6
44.33	0.2	posner	valid_cue	correct	left	n/a	n/a	7
44.53	0.515	posner	target_response	correct	left	left	left	7
47.998	0.2	posner	valid_cue	correct	right	n/a	n/a	8
48.198	0.596	posner	target_response	correct	right	right	right	8
52.166	0.2	posner	valid_cue	correct	right	n/a	n/a	9
52.366	0.405	posner	target_response	correct	right	right	right	9
55.334	0.2	posner	valid_cue	correct	left	n/a	n/a	10
55.534	0.391	posner	target_response	correct	left	left	left	10
59.102	0.2	posner	invalid_cue	correct	left	n/a	n/a	11
59.302	0.486	posner	target_response	correct	left	right	right	11
66.171	0.2	posner	valid_cue	correct	right	n/a	n/a	12
66.371	0.52	posner	target_response	correct	right	right	right	12
72.24	0.2	posner	valid_cue	correct	left	n/a	n/a	13
72.44	0.461	posner	target_response	correct	left	left	left	13
76.108	0.2	posner	invalid_cue	correct	right	n/a	n/a	14
76.308	0.465	posner	target_response	correct	right	left	left	14
80.276	0.2	posner	invalid_cue	correct	left	n/a	n/a	15
80.476	0.503	posner	target_response	correct	left	right	right	15
87.746	0.2	posner	valid_cue	correct	right	n/a	n/a	16
87.946	0.494	posner	target_response	correct	right	right	right	16
95.215	0.2	posner	invalid_cue	correct	left	n/a	n/a	17
95.415	0.488	posner	target_response	correct	left	right	right	17
99.083	0.2	posner	invalid_cue	correct	left	n/a	n/a	18
99.283	0.43	posner	target_response	correct	left	right	right	18
106.953	0.2	posner	valid_cue	correct	left	n/a	n/a	19
107.153	0.362	posner	target_response	correct	left	left	left	19
113.422	0.2	posner	invalid_cue	correct	left	n/a	n/a	20
113.622	0.481	posner	target_response	correct	left	right	right	20
116.59	0.2	posner	valid_cue	correct	left	n/a	n/a	21
116.79	0.504	posner	target_response	correct	left	left	left	21
124.059	0.2	posner	invalid_cue	correct	right	n/a	n/a	22
124.259	0.458	posner	target_response	correct	right	left	left	22
127.127	0.2	posner	valid_cue	correct	left	n/a	n/a	23
127.327	0.459	posner	target_response	correct	left	left	left	23
130.095	0.2	posner	invalid_cue	correct	right	n/a	n/a	24
130.295	0.417	posner	target_response	correct	right	left	left	24
133.463	0.2	posner	invalid_cue	correct	left	n/a	n/a	25
133.663	0.471	posner	target_response	correct	left	right	right	25
136.631	0.2	posner	valid_cue	correct	right	n/a	n/a	26
136.831	0.409	posner	target_response	correct	right	right	right	26
143.4	0.2	posner	invalid_cue	correct	right	n/a	n/a	27
143.6	0.381	posner	target_response	correct	right	left	left	27
150.069	0.2	posner	valid_cue	correct	right	n/a	n/a	28
150.269	0.364	posner	target_response	correct	right	right	right	28
154.037	0.2	posner	invalid_cue	correct	left	n/a	n/a	29
154.237	0.446	posner	target_response	correct	left	right	right	29
160.906	0.2	posner	invalid_cue	correct	left	n/a	n/a	30
161.107	0.5	posner	target_response	correct	left	right	right	30
165.275	0.2	posner	valid_cue	correct	left	n/a	n/a	31
165.475	0.53	posner	target_response	correct	left	left	left	31
172.744	0.2	posner	invalid_cue	correct	right	n/a	n/a	32
172.944	0.464	posner	target_response	correct	right	left	left	32
176.429	0.2	posner	invalid_cue	correct	right	n/a	n/a	33
176.629	0.47	posner	target_response	correct	right	left	left	33
180.297	0.2	posner	valid_cue	correct	right	n/a	n/a	34
180.497	0.417	posner	target_response	correct	right	right	right	34
183.365	0.2	posner	invalid_cue	correct	left	n/a	n/a	35
183.565	0.459	posner	target_response	correct	left	right	right	35
189.234	0.2	posner	valid_cue	correct	right	n/a	n/a	36
189.434	0.436	posner	target_response	correct	right	right	right	36
197.103	0.2	posner	invalid_cue	correct	left	n/a	n/a	37
197.303	0.474	posner	target_response	correct	left	right	right	37
203.372	0.2	posner	valid_cue	correct	left	n/a	n/a	38
203.572	0.362	posner	target_response	correct	left	left	left	38
206.74	0.2	posner	invalid_cue	correct	left	n/a	n/a	39
206.94	0.466	posner	target_response	correct	left	right	right	39
209.908	0.2	posner	valid_cue	correct	left	n/a	n/a	40
210.108	0.4	posner	target_response	correct	left	left	left	40
214.276	0.2	posner	valid_cue	correct	right	n/a	n/a	41
214.476	0.404	posner	target_response	correct	right	right	right	41
220.345	0.2	posner	invalid_cue	correct	left	n/a	n/a	42
220.545	0.486	posner	target_response	correct	left	right	right	42
223.513	0.2	posner	invalid_cue	correct	right	n/a	n/a	43
223.713	0.497	posner	target_response	correct	right	left	left	43
226.581	0.2	posner	invalid_cue	correct	left	n/a	n/a	44
226.781	0.456	posner	target_response	correct	left	right	right	44
231.049	0.2	posner	invalid_cue	correct	left	n/a	n/a	45
231.249	0.422	posner	target_response	correct	left	right	right	45
237.318	0.2	posner	invalid_cue	correct	right	n/a	n/a	46
237.518	0.373	posner	target_response	correct	right	left	left	46
241.086	0.2	posner	invalid_cue	correct	right	n/a	n/a	47
241.286	0.461	posner	target_response	correct	right	left	left	47
244.254	0.2	posner	invalid_cue	correct	left	n/a	n/a	48
244.454	0.393	posner	target_response	correct	left	right	right	48
247.322	0.2	posner	invalid_cue	correct	left	n/a	n/a	49
247.522	0.427	posner	target_response	correct	left	right	right	49
250.89	0.2	posner	valid_cue	correct	left	n/a	n/a	50
251.09	0.389	posner	target_response	correct	left	left	left	50
254.158	0.2	posner	valid_cue	correct	right	n/a	n/a	51
254.358	0.382	posner	target_response	correct	right	right	right	51
261.627	0.2	posner	valid_cue	correct	left	n/a	n/a	52
261.827	0.377	posner	target_response	correct	left	left	left	52
265.996	0.2	posner	valid_cue	correct	left	n/a	n/a	53
266.196	0.338	posner	target_response	correct	left	left	left	53
273.365	0.2	posner	valid_cue	correct	left	n/a	n/a	54
273.565	0.342	posner	target_response	correct	left	left	left	54
276.533	0.2	posner	valid_cue	correct	left	n/a	n/a	55
276.733	0.461	posner	target_response	correct	left	left	left	55
280.301	0.2	posner	invalid_cue	correct	right	n/a	n/a	56
280.501	0.396	posner	target_response	correct	right	left	left	56
284.869	0.2	posner	invalid_cue	correct	right	n/a	n/a	57
285.069	0.375	posner	target_response	correct	right	left	left	57
288.637	0.2	posner	valid_cue	correct	left	n/a	n/a	58
288.837	0.397	posner	target_response	correct	left	left	left	58
292.005	0.2	posner	invalid_cue	correct	left	n/a	n/a	59
292.205	0.493	posner	target_response	correct	left	right	right	59
298.374	0.2	posner	valid_cue	correct	right	n/a	n/a	60
298.574	0.489	posner	target_response	correct	right	right	right	60
302.042	0.2	posner	invalid_cue	correct	left	n/a	n/a	61
302.242	0.585	posner	target_response	correct	left	right	right	61
308.311	0.2	posner	invalid_cue	correct	right	n/a	n/a	62
308.511	0.384	posner	target_response	correct	right	left	left	62
311.679	0.2	posner	valid_cue	correct	left	n/a	n/a	63
311.879	0.428	posner	target_response	correct	left	left	left	63
315.748	0.2	posner	valid_cue	correct	right	n/a	n/a	64
315.948	0.453	posner	target_response	correct	right	right	right	64
323.217	0.2	posner	valid_cue	correct	right	n/a	n/a	65
323.417	0.548	posner	target_response	correct	right	right	right	65
329.386	0.2	posner	valid_cue	correct	left	n/a	n/a	66
329.586	0.315	posner	target_response	correct	left	left	left	66
333.854	0.2	posner	valid_cue	correct	left	n/a	n/a	67
334.054	0.36	posner	target_response	correct	left	left	left	67
336.822	0.2	posner	valid_cue	correct	right	n/a	n/a	68
337.022	0.348	posner	target_response	correct	right	right	right	68
341.791	0.2	posner	valid_cue	correct	left	n/a	n/a	69
341.991	0.27	posner	target_response	correct	left	left	left	69
351.261	0.2	posner	invalid_cue	correct	left	n/a	n/a	70
351.461	0.475	posner	target_response	correct	left	right	right	70
358.33	0.2	posner	valid_cue	correct	left	n/a	n/a	71
358.53	0.359	posner	target_response	correct	left	left	left	71
363.599	0.2	posner	valid_cue	correct	right	n/a	n/a	72
363.799	0.441	posner	target_response	correct	right	right	right	72
371.068	0.2	posner	valid_cue	correct	left	n/a	n/a	73
371.268	0.321	posner	target_response	correct	left	left	left	73
375.036	0.2	posner	valid_cue	correct	left	n/a	n/a	74
375.236	0.315	posner	target_response	correct	left	left	left	74
382.506	0.2	posner	valid_cue	correct	right	n/a	n/a	75
382.706	0.426	posner	target_response	correct	right	right	right	75
386.474	0.2	posner	invalid_cue	correct	left	n/a	n/a	76
386.674	0.546	posner	target_response	correct	left	right	right	76
390.342	0.2	posner	valid_cue	correct	right	n/a	n/a	77
390.542	0.411	posner	target_response	correct	right	right	right	77
393.51	0.2	posner	invalid_cue	correct	left	n/a	n/a	78
393.71	0.586	posner	target_response	correct	left	right	right	78
396.778	0.2	posner	valid_cue	correct	right	n/a	n/a	79
396.978	0.474	posner	target_response	correct	right	right	right	79
400.346	0.2	posner	valid_cue	correct	right	n/a	n/a	80
400.546	0.507	posner	target_response	correct	right	right	right	80
404.314	0.2	posner	valid_cue	correct	right	n/a	n/a	81
404.514	0.439	posner	target_response	correct	right	right	right	81
411.083	0.2	posner	valid_cue	correct	right	n/a	n/a	82
411.283	0.454	posner	target_response	correct	right	right	right	82
414.351	0.2	posner	invalid_cue	correct	left	n/a	n/a	83
414.551	0.58	posner	target_response	correct	left	right	right	83
417.519	0.2	posner	invalid_cue	correct	left	n/a	n/a	84
417.719	0.491	posner	target_response	correct	left	right	right	84
420.687	0.2	posner	valid_cue	correct	right	n/a	n/a	85
420.887	0.544	posner	target_response	correct	right	right	right	85
424.055	0.2	posner	invalid_cue	correct	right	n/a	n/a	86
424.255	0.426	posner	target_response	correct	right	left	left	86
431.524	0.2	posner	valid_cue	correct	right	n/a	n/a	87
431.724	0.481	posner	target_response	correct	right	right	right	87
438.993	0.2	posner	invalid_cue	correct	right	n/a	n/a	88
439.194	0.394	posner	target_response	correct	right	left	left	88
443.862	0.2	posner	valid_cue	correct	left	n/a	n/a	89
444.062	0.372	posner	target_response	correct	left	left	left	89
452.732	0.2	posner	valid_cue	correct	right	n/a	n/a	90
452.932	0.464	posner	target_response	correct	right	right	right	90
459.001	0.2	posner	valid_cue	correct	right	n/a	n/a	91
459.201	0.46	posner	target_response	correct	right	right	right	91
462.969	0.2	posner	invalid_cue	correct	left	n/a	n/a	92
463.169	0.532	posner	target_response	correct	left	right	right	92
466.437	0.2	posner	valid_cue	correct	left	n/a	n/a	93
466.637	0.438	posner	target_response	correct	left	left	left	93
470.205	0.2	posner	invalid_cue	correct	left	n/a	n/a	94
470.405	0.446	posner	target_response	correct	left	right	right	94
473.373	0.2	posner	invalid_cue	correct	right	n/a	n/a	95
473.573	0.424	posner	target_response	correct	right	left	left	95
477.441	0.2	posner	invalid_cue	correct	right	n/a	n/a	96
477.641	0.441	posner	target_response	correct	right	left	left	96
484.31	0.2	posner	valid_cue	correct	right	n/a	n/a	97
484.51	0.598	posner	target_response	correct	right	right	right	97
491.78	0.2	posner	valid_cue	correct	left	n/a	n/a	98
491.98	0.273	posner	target_response	correct	left	left	left	98
499.249	0.2	posner	valid_cue	correct	right	n/a	n/a	99
