onset	duration	trial_type	response_value	stim_file
2.765	105.984	video	n/a	task-alignvideo/ses-03_run-03_order-01_content-normativeprosocial2.mp4
110.949	2.143	rating_relevance	0	n/a
118.335	n/a	rating_happy	n/a	n/a
121.919	3.067	rating_sad	0	n/a
124.887	1.016	rating_afraid	0	n/a
131.773	2.882	rating_disgusted	0	n/a
138.409	n/a	rating_warm	n/a	n/a
143.427	n/a	rating_engaged	n/a	n/a
143.964	74.818	video	n/a	task-alignvideo/ses-03_run-03_order-02_content-normativeprosocial1.mp4
219.656	0.822	rating_relevance	0	n/a
228.376	n/a	rating_happy	n/a	n/a
230.243	1.355	rating_sad	0	n/a
234.511	0.604	rating_afraid	0	n/a
240.397	1.469	rating_disgusted	0	n/a
248.467	n/a	rating_warm	n/a	n/a
252.218	3.234	rating_engaged	3.125	n/a
254.017	196.926	video	n/a	task-alignvideo/ses-03_run-03_order-03_content-stardust.mp4
455.494	n/a	rating_relevance	n/a	n/a
459.329	3.316	rating_happy	0.625	n/a
465.548	n/a	rating_sad	n/a	n/a
467.965	1.899	rating_afraid	0	n/a
473.117	2.033	rating_disgusted	0	n/a
480.62	n/a	rating_warm	n/a	n/a
485.655	n/a	rating_engaged	n/a	n/a
