onset	duration	trial_type	response_angle	response_label	block_condition	mentalizing_level	stim_file
2.816	3.163	cue	n/a	n/a	likeability	n/a	n/a
5.979	5.041	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-01_content-visswar.mp4
11.136	2.896	rating	9.54	Weak	likeability	n/a	n/a
12.086	1.946	rating_mouse_trajectory	9.54	Weak	likeability	n/a	n/a
16.319	5.563	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-11_content-menrunning.mp4
21.957	2.352	rating	8.27	Weak	likeability	n/a	n/a
22.473	1.835	rating_mouse_trajectory	8.27	Weak	likeability	n/a	n/a
27.092	5.019	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-21_content-iceblock.mp4
32.177	1.938	rating	6.67	Weak	likeability	n/a	n/a
32.877	1.238	rating_mouse_trajectory	6.67	Weak	likeability	n/a	n/a
37.212	3.111	cue	n/a	n/a	mentalizing	remember	n/a
40.323	5.226	video	n/a	n/a	mentalizing	remember	task-shortvideo/ses-03_run-01_order-10_content-captureflag.mp4
45.615	3.218	rating	53.92	Strong	mentalizing	remember	n/a
46.715	2.118	rating_mouse_trajectory	53.92	Strong	mentalizing	remember	n/a
50.697	5.506	video	n/a	n/a	mentalizing	remember	task-shortvideo/ses-03_run-01_order-15_content-giving.mp4
56.269	3.268	rating	33.55	Strong	mentalizing	remember	n/a
58.003	1.535	rating_mouse_trajectory	33.55	Strong	mentalizing	remember	n/a
61.396	5.56	video	n/a	n/a	mentalizing	remember	task-shortvideo/ses-03_run-01_order-11_content-menrunning.mp4
67.023	1.902	rating	0.0	No sensation	mentalizing	remember	n/a
67.64	1.285	rating_mouse_trajectory	0.0	No sensation	mentalizing	remember	n/a
72.042	3.157	cue	n/a	n/a	similarity	n/a	n/a
75.199	4.083	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-05_content-parkour.mp4
79.345	1.987	rating	0.92	Barely detectable	similarity	n/a	n/a
80.028	1.304	rating_mouse_trajectory	0.92	Barely detectable	similarity	n/a	n/a
84.46	5.556	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-20_content-cupstacking.mp4
90.082	1.601	rating	0.0	No sensation	similarity	n/a	n/a
90.699	0.984	rating_mouse_trajectory	0.0	No sensation	similarity	n/a	n/a
95.199	5.32	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-18_content-angrygrandpa.mp4
100.586	2.334	rating	3.09	Weak	similarity	n/a	n/a
101.486	1.434	rating_mouse_trajectory	3.09	Weak	similarity	n/a	n/a
105.621	3.186	cue	n/a	n/a	mentalizing	danger	n/a
108.808	5.117	video	n/a	n/a	mentalizing	danger	task-shortvideo/ses-03_run-01_order-06_content-war.mp4
113.991	3.358	rating	29.9	Strong	mentalizing	danger	n/a
115.691	1.658	rating_mouse_trajectory	29.9	Strong	mentalizing	danger	n/a
119.069	5.296	video	n/a	n/a	mentalizing	danger	task-shortvideo/ses-03_run-01_order-07_content-youth.mp4
124.428	2.27	rating	8.86	Weak	mentalizing	danger	n/a
125.295	1.404	rating_mouse_trajectory	8.86	Weak	mentalizing	danger	n/a
129.534	6.349	video	n/a	n/a	mentalizing	danger	task-shortvideo/ses-03_run-01_order-17_content-freesolo.mp4
135.949	1.701	rating	0.0	No sensation	mentalizing	danger	n/a
136.416	1.234	rating_mouse_trajectory	0.0	No sensation	mentalizing	danger	n/a
140.984	3.119	cue	n/a	n/a	similarity	n/a	n/a
144.103	5.501	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-15_content-giving.mp4
149.671	1.451	rating	0.0	No sensation	similarity	n/a	n/a
150.171	0.951	rating_mouse_trajectory	0.0	No sensation	similarity	n/a	n/a
154.769	6.123	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-14_content-alwaysafamily.mp4
160.958	2.151	rating	0.0	No sensation	similarity	n/a	n/a
161.458	1.651	rating_mouse_trajectory	0.0	No sensation	similarity	n/a	n/a
166.064	5.018	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-21_content-iceblock.mp4
171.146	2.003	rating	0.0	No sensation	similarity	n/a	n/a
171.662	1.486	rating_mouse_trajectory	0.0	No sensation	similarity	n/a	n/a
176.164	3.129	cue	n/a	n/a	mentalizing	tired	n/a
179.293	6.191	video	n/a	n/a	mentalizing	tired	task-shortvideo/ses-03_run-01_order-08_content-dancewithdeath.mp4
185.551	2.868	rating	0.0	No sensation	mentalizing	tired	n/a
187.001	1.418	rating_mouse_trajectory	0.0	No sensation	mentalizing	tired	n/a
190.634	5.004	video	n/a	n/a	mentalizing	tired	task-shortvideo/ses-03_run-01_order-12_content-photography.mp4
195.705	1.551	rating	0.0	No sensation	mentalizing	tired	n/a
196.371	0.884	rating_mouse_trajectory	0.0	No sensation	mentalizing	tired	n/a
200.823	5.559	video	n/a	n/a	mentalizing	tired	task-shortvideo/ses-03_run-01_order-20_content-cupstacking.mp4
206.442	1.99	rating	0.0	No sensation	mentalizing	tired	n/a
206.925	1.507	rating_mouse_trajectory	0.0	No sensation	mentalizing	tired	n/a
211.461	3.118	cue	n/a	n/a	likeability	n/a	n/a
214.578	5.787	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-16_content-huggingpets.mp4
220.431	1.885	rating	32.03	Strong	likeability	n/a	n/a
221.281	1.035	rating_mouse_trajectory	32.03	Strong	likeability	n/a	n/a
