onset	duration	trial_type	response_value	rating_type	expression	sex	race	age	stim_file
3.938	1.466	face	n/a	sex	disgust	female	African	old	task-faces/4Disgust_Model5_1Female_3African_2Old.mp4
5.405	1.433	rating	0.2273	sex	disgust	female	African	old	n/a
6.505	0.333	rating_mouse_trajectory	0.2273	sex	disgust	female	African	old	n/a
7.548	1.325	face	n/a	sex	disgust	male	WC	old	task-faces/4Disgust_Model2_2Male_1WC_2Old.mp4
8.873	0.852	rating	0.0	sex	disgust	male	WC	old	n/a
9.306	0.419	rating_mouse_trajectory	0.0	sex	disgust	male	WC	old	n/a
10.821	1.32	face	n/a	sex	fear	male	African	old	task-faces/3Fear_Model1_2Male_3African_2Old.mp4
12.14	0.919	rating	0.0	sex	fear	male	African	old	n/a
12.44	0.619	rating_mouse_trajectory	0.0	sex	fear	male	African	old	n/a
15.068	2.074	face	n/a	sex	pleasure	male	EA	old	task-faces/8Pleasure_Model5_2Male_2EA_2Old.mp4
17.142	0.868	rating	0.0	sex	pleasure	male	EA	old	n/a
17.476	0.535	rating_mouse_trajectory	0.0	sex	pleasure	male	EA	old	n/a
19.063	1.331	face	n/a	sex	sad	male	WC	old	task-faces/6Sad_Model2_2Male_1WC_2Old.mp4
20.393	1.436	rating	0.0	sex	sad	male	WC	old	n/a
21.027	0.802	rating_mouse_trajectory	0.0	sex	sad	male	WC	old	n/a
26.346	1.334	face	n/a	sex	fear	male	EA	young	task-faces/3Fear_Model4_2Male_2EA_1Young.mp4
27.68	0.936	rating	0.0	sex	fear	male	EA	young	n/a
28.096	0.519	rating_mouse_trajectory	0.0	sex	fear	male	EA	young	n/a
29.595	1.319	face	n/a	sex	disgust	male	EA	young	task-faces/4Disgust_Model4_2Male_2EA_1Young.mp4
30.914	0.835	rating	0.0	sex	disgust	male	EA	young	n/a
31.247	0.502	rating_mouse_trajectory	0.0	sex	disgust	male	EA	young	n/a
32.824	1.324	face	n/a	sex	fear	female	EA	young	task-faces/3Fear_Model1_1Female_2EA_1Young.mp4
34.149	1.569	rating	0.5752	sex	fear	female	EA	young	n/a
34.749	0.969	rating_mouse_trajectory	0.5752	sex	fear	female	EA	young	n/a
36.065	1.318	face	n/a	sex	happy	female	EA	old	task-faces/1Happy_Model3_1Female_2EA_2Old.mp4
37.383	1.591	rating	0.6339	sex	happy	female	EA	old	n/a
37.75	1.224	rating_mouse_trajectory	0.6339	sex	happy	female	EA	old	n/a
39.306	1.311	face	n/a	sex	surprise	male	African	young	task-faces/2Surprise_Model5_2Male_3African_1Young.mp4
40.618	0.873	rating	0.0	sex	surprise	male	African	young	n/a
40.968	0.523	rating_mouse_trajectory	0.0	sex	surprise	male	African	young	n/a
44.545	2.042	face	n/a	sex	pleasure	female	WC	young	task-faces/8Pleasure_Model5_1Female_1WC_1Young.mp4
46.587	1.75	rating	0.729	sex	pleasure	female	WC	young	n/a
47.103	1.233	rating_mouse_trajectory	0.729	sex	pleasure	female	WC	young	n/a
49.51	2.062	face	n/a	sex	pain	female	EA	old	task-faces/7Pain_Model2_1Female_2EA_2Old.mp4
51.572	1.752	rating	0.2476	sex	pain	female	EA	old	n/a
52.455	0.869	rating_mouse_trajectory	0.2476	sex	pain	female	EA	old	n/a
55.479	1.311	face	n/a	sex	surprise	male	WC	old	task-faces/2Surprise_Model2_2Male_1WC_2Old.mp4
56.79	1.118	rating	0.004	sex	surprise	male	WC	old	n/a
57.357	0.552	rating_mouse_trajectory	0.004	sex	surprise	male	WC	old	n/a
59.727	1.332	face	n/a	sex	sad	female	EA	young	task-faces/6Sad_Model2_1Female_2EA_1Young.mp4
61.059	1.869	rating	0.7775	sex	sad	female	EA	young	n/a
61.692	1.235	rating_mouse_trajectory	0.7775	sex	sad	female	EA	young	n/a
63.986	1.307	face	n/a	sex	surprise	female	WC	old	task-faces/2Surprise_Model2_1Female_1WC_2Old.mp4
65.294	1.833	rating	0.3831	sex	surprise	female	WC	old	n/a
66.077	1.05	rating_mouse_trajectory	0.3831	sex	surprise	female	WC	old	n/a
68.218	2.045	face	n/a	sex	pain	female	WC	old	task-faces/7Pain_Model4_1Female_1WC_2Old.mp4
70.262	1.448	rating	0.3345	sex	pain	female	WC	old	n/a
70.745	0.965	rating_mouse_trajectory	0.3345	sex	pain	female	WC	old	n/a
73.186	1.311	face	n/a	sex	fear	female	African	young	task-faces/3Fear_Model2_1Female_3African_1Young.mp4
74.497	1.602	rating	0.085	sex	fear	female	African	young	n/a
74.864	1.235	rating_mouse_trajectory	0.085	sex	fear	female	African	young	n/a
77.416	1.333	face	n/a	sex	disgust	female	African	young	task-faces/4Disgust_Model5_1Female_3African_1Young.mp4
78.749	1.052	rating	0.1646	sex	disgust	female	African	young	n/a
79.199	0.602	rating_mouse_trajectory	0.1646	sex	disgust	female	African	young	n/a
83.677	1.323	face	n/a	sex	disgust	male	WC	young	task-faces/4Disgust_Model3_2Male_1WC_1Young.mp4
85.001	1.19	rating	0.199	sex	disgust	male	WC	young	n/a
85.568	0.623	rating_mouse_trajectory	0.199	sex	disgust	male	WC	young	n/a
86.925	1.327	face	n/a	sex	anger	female	EA	young	task-faces/5Anger_Model5_1Female_2EA_1Young.mp4
88.252	1.839	rating	0.2031	sex	anger	female	EA	young	n/a
88.752	1.339	rating_mouse_trajectory	0.2031	sex	anger	female	EA	young	n/a
91.18	2.041	face	n/a	sex	pain	female	African	old	task-faces/7Pain_Model5_1Female_3African_2Old.mp4
93.221	1.47	rating	0.1727	sex	pain	female	African	old	n/a
93.637	1.053	rating_mouse_trajectory	0.1727	sex	pain	female	African	old	n/a
95.126	1.313	face	n/a	sex	sad	female	African	old	task-faces/6Sad_Model1_1Female_3African_2Old.mp4
96.438	0.952	rating	0.1323	sex	sad	female	African	old	n/a
96.772	0.619	rating_mouse_trajectory	0.1323	sex	sad	female	African	old	n/a
99.363	1.311	face	n/a	sex	disgust	female	EA	old	task-faces/4Disgust_Model5_1Female_2EA_2Old.mp4
100.673	1.568	rating	0.1566	sex	disgust	female	EA	old	n/a
101.207	1.035	rating_mouse_trajectory	0.1566	sex	disgust	female	EA	old	n/a
103.603	1.305	face	n/a	sex	surprise	male	EA	old	task-faces/2Surprise_Model4_2Male_2EA_2Old.mp4
104.908	1.101	rating	0.1525	sex	surprise	male	EA	old	n/a
105.375	0.635	rating_mouse_trajectory	0.1525	sex	surprise	male	EA	old	n/a
107.834	1.309	face	n/a	sex	happy	male	EA	young	task-faces/1Happy_Model1_2Male_2EA_1Young.mp4
109.143	1.152	rating	0.5793	sex	happy	male	EA	young	n/a
109.56	0.735	rating_mouse_trajectory	0.5793	sex	happy	male	EA	young	n/a
111.062	1.299	face	n/a	sex	fear	male	African	young	task-faces/3Fear_Model5_2Male_3African_1Young.mp4
112.361	1.635	rating	0.2577	sex	fear	male	African	young	n/a
112.828	1.169	rating_mouse_trajectory	0.2577	sex	fear	male	African	young	n/a
114.278	2.068	face	n/a	sex	pain	male	WC	young	task-faces/7Pain_Model4_2Male_1WC_1Young.mp4
116.346	1.051	rating	0.0878	sex	pain	male	WC	young	n/a
116.713	0.685	rating_mouse_trajectory	0.0878	sex	pain	male	WC	young	n/a
118.262	1.302	face	n/a	sex	sad	female	African	young	task-faces/6Sad_Model3_1Female_3African_1Young.mp4
119.564	1.577	rating	0.1667	sex	sad	female	African	young	n/a
120.397	0.744	rating_mouse_trajectory	0.1667	sex	sad	female	African	young	n/a
122.471	1.311	face	n/a	sex	sad	female	WC	young	task-faces/6Sad_Model4_1Female_1WC_1Young.mp4
123.782	1.65	rating	0.2698	sex	sad	female	WC	young	n/a
124.282	1.15	rating_mouse_trajectory	0.2698	sex	sad	female	WC	young	n/a
126.708	2.043	face	n/a	sex	pleasure	female	WC	old	task-faces/8Pleasure_Model3_1Female_1WC_2Old.mp4
128.751	0.924	rating	0.0	sex	pleasure	female	WC	old	n/a
128.951	0.724	rating_mouse_trajectory	0.0	sex	pleasure	female	WC	old	n/a
131.679	1.307	face	n/a	sex	anger	female	African	old	task-faces/5Anger_Model2_1Female_3African_2Old.mp4
132.985	1.005	rating	0.0	sex	anger	female	African	old	n/a
133.452	0.539	rating_mouse_trajectory	0.0	sex	anger	female	African	old	n/a
134.896	2.041	face	n/a	sex	pain	male	WC	old	task-faces/7Pain_Model2_2Male_1WC_2Old.mp4
136.937	0.921	rating	0.0	sex	pain	male	WC	old	n/a
137.337	0.521	rating_mouse_trajectory	0.0	sex	pain	male	WC	old	n/a
138.844	2.044	face	n/a	sex	pain	male	African	old	task-faces/7Pain_Model1_2Male_3African_2Old.mp4
140.888	1.085	rating	0.0	sex	pain	male	African	old	n/a
141.355	0.619	rating_mouse_trajectory	0.0	sex	pain	male	African	old	n/a
143.798	1.308	face	n/a	sex	sad	female	EA	old	task-faces/6Sad_Model3_1Female_2EA_2Old.mp4
145.107	0.818	rating	0.0	sex	sad	female	EA	old	n/a
145.457	0.468	rating_mouse_trajectory	0.0	sex	sad	female	EA	old	n/a
147.031	1.31	face	n/a	sex	happy	male	WC	young	task-faces/1Happy_Model5_2Male_1WC_1Young.mp4
148.341	0.851	rating	0.004	sex	happy	male	WC	young	n/a
148.641	0.551	rating_mouse_trajectory	0.004	sex	happy	male	WC	young	n/a
150.263	1.312	face	n/a	sex	happy	female	African	old	task-faces/1Happy_Model3_1Female_3African_2Old.mp4
151.576	0.968	rating	0.0	sex	happy	female	African	old	n/a
152.009	0.535	rating_mouse_trajectory	0.0	sex	happy	female	African	old	n/a
155.496	1.315	face	n/a	sex	surprise	female	WC	young	task-faces/2Surprise_Model3_1Female_1WC_1Young.mp4
156.811	0.985	rating	0.0	sex	surprise	female	WC	young	n/a
157.228	0.568	rating_mouse_trajectory	0.0	sex	surprise	female	WC	young	n/a
160.735	1.311	face	n/a	sex	happy	male	EA	old	task-faces/1Happy_Model3_2Male_2EA_2Old.mp4
162.046	1.135	rating	0.0	sex	happy	male	EA	old	n/a
162.68	0.502	rating_mouse_trajectory	0.0	sex	happy	male	EA	old	n/a
166.954	1.312	face	n/a	sex	anger	female	WC	young	task-faces/5Anger_Model4_1Female_1WC_1Young.mp4
168.265	0.976	rating	0.0061	sex	anger	female	WC	young	n/a
168.749	0.492	rating_mouse_trajectory	0.0061	sex	anger	female	WC	young	n/a
171.193	1.308	face	n/a	sex	happy	female	WC	old	task-faces/1Happy_Model2_1Female_1WC_2Old.mp4
172.5	1.157	rating	0.1768	sex	happy	female	WC	old	n/a
172.984	0.674	rating_mouse_trajectory	0.1768	sex	happy	female	WC	old	n/a
175.424	1.311	face	n/a	sex	fear	male	EA	old	task-faces/3Fear_Model4_2Male_2EA_2Old.mp4
176.735	1.222	rating	0.1303	sex	fear	male	EA	old	n/a
176.918	1.039	rating_mouse_trajectory	0.1303	sex	fear	male	EA	old	n/a
178.658	1.312	face	n/a	sex	anger	male	African	old	task-faces/5Anger_Model3_2Male_3African_2Old.mp4
179.97	1.571	rating	0.1141	sex	anger	male	African	old	n/a
180.536	1.005	rating_mouse_trajectory	0.1141	sex	anger	male	African	old	n/a
182.893	1.311	face	n/a	sex	anger	male	EA	young	task-faces/5Anger_Model2_2Male_2EA_1Young.mp4
184.205	1.786	rating	0.1161	sex	anger	male	EA	young	n/a
184.738	1.253	rating_mouse_trajectory	0.1161	sex	anger	male	EA	young	n/a
186.11	1.312	face	n/a	sex	surprise	male	WC	young	task-faces/2Surprise_Model5_2Male_1WC_1Young.mp4
187.422	1.435	rating	0.2779	sex	surprise	male	WC	young	n/a
187.889	0.968	rating_mouse_trajectory	0.2779	sex	surprise	male	WC	young	n/a
191.329	1.312	face	n/a	sex	surprise	female	EA	old	task-faces/2Surprise_Model3_1Female_2EA_2Old.mp4
192.641	1.552	rating	0.1808	sex	surprise	female	EA	old	n/a
193.174	1.018	rating_mouse_trajectory	0.1808	sex	surprise	female	EA	old	n/a
196.563	1.313	face	n/a	sex	happy	male	African	old	task-faces/1Happy_Model5_2Male_3African_2Old.mp4
197.876	1.802	rating	0.0716	sex	happy	male	African	old	n/a
198.426	1.252	rating_mouse_trajectory	0.0716	sex	happy	male	African	old	n/a
200.796	2.048	face	n/a	sex	pain	female	EA	young	task-faces/7Pain_Model2_1Female_2EA_1Young.mp4
202.845	1.583	rating	0.6683	sex	pain	female	EA	young	n/a
203.395	1.033	rating_mouse_trajectory	0.6683	sex	pain	female	EA	young	n/a
205.763	1.317	face	n/a	sex	surprise	female	African	old	task-faces/2Surprise_Model4_1Female_3African_2Old.mp4
207.08	0.885	rating	0.0	sex	surprise	female	African	old	n/a
207.43	0.535	rating_mouse_trajectory	0.0	sex	surprise	female	African	old	n/a
209.987	1.311	face	n/a	sex	surprise	female	EA	young	task-faces/2Surprise_Model5_1Female_2EA_1Young.mp4
211.298	1.476	rating	0.6299	sex	surprise	female	EA	young	n/a
211.465	1.31	rating_mouse_trajectory	0.6299	sex	surprise	female	EA	young	n/a
214.205	1.311	face	n/a	sex	happy	male	African	young	task-faces/1Happy_Model1_2Male_3African_1Young.mp4
215.516	0.658	rating	0.466	sex	happy	male	African	young	n/a
n/a	n/a	rating_mouse_trajectory	0.466	sex	happy	male	African	young	n/a
218.441	1.31	face	n/a	sex	anger	male	WC	young	task-faces/5Anger_Model1_2Male_1WC_1Young.mp4
219.751	0.973	rating	0.0	sex	anger	male	WC	young	n/a
220.201	0.523	rating_mouse_trajectory	0.0	sex	anger	male	WC	young	n/a
222.675	2.044	face	n/a	sex	pleasure	female	African	old	task-faces/8Pleasure_Model5_1Female_3African_2Old.mp4
224.72	0.838	rating	0.0	sex	pleasure	female	African	old	n/a
225.036	0.521	rating_mouse_trajectory	0.0	sex	pleasure	female	African	old	n/a
227.644	2.045	face	n/a	sex	pain	male	EA	young	task-faces/7Pain_Model1_2Male_2EA_1Young.mp4
229.688	1.169	rating	0.0081	sex	pain	male	EA	young	n/a
230.272	0.586	rating_mouse_trajectory	0.0081	sex	pain	male	EA	young	n/a
231.592	1.314	face	n/a	sex	happy	female	EA	young	task-faces/1Happy_Model5_1Female_2EA_1Young.mp4
232.906	1.633	rating	0.644	sex	happy	female	EA	young	n/a
233.256	1.283	rating_mouse_trajectory	0.644	sex	happy	female	EA	young	n/a
234.81	2.048	face	n/a	sex	pleasure	female	EA	old	task-faces/8Pleasure_Model1_1Female_2EA_2Old.mp4
236.858	0.901	rating	0.0	sex	pleasure	female	EA	old	n/a
237.091	0.668	rating_mouse_trajectory	0.0	sex	pleasure	female	EA	old	n/a
240.764	1.312	face	n/a	sex	happy	male	WC	old	task-faces/1Happy_Model3_2Male_1WC_2Old.mp4
242.076	1.101	rating	0.0	sex	happy	male	WC	old	n/a
242.659	0.518	rating_mouse_trajectory	0.0	sex	happy	male	WC	old	n/a
244.0	1.311	face	n/a	sex	sad	male	EA	young	task-faces/6Sad_Model3_2Male_2EA_1Young.mp4
245.311	1.414	rating	0.0494	sex	sad	male	EA	young	n/a
245.961	0.764	rating_mouse_trajectory	0.0494	sex	sad	male	EA	young	n/a
251.23	2.05	face	n/a	sex	pain	female	WC	young	task-faces/7Pain_Model1_1Female_1WC_1Young.mp4
253.28	1.868	rating	0.6602	sex	pain	female	WC	young	n/a
253.797	1.352	rating_mouse_trajectory	0.6602	sex	pain	female	WC	young	n/a
255.194	1.304	face	n/a	sex	disgust	male	African	young	task-faces/4Disgust_Model1_2Male_3African_1Young.mp4
256.498	0.876	rating	0.0	sex	disgust	male	African	young	n/a
256.732	0.643	rating_mouse_trajectory	0.0	sex	disgust	male	African	young	n/a
259.422	1.311	face	n/a	sex	fear	female	WC	young	task-faces/3Fear_Model5_1Female_1WC_1Young.mp4
260.733	1.824	rating	0.5833	sex	fear	female	WC	young	n/a
261.583	0.974	rating_mouse_trajectory	0.5833	sex	fear	female	WC	young	n/a
263.645	1.306	face	n/a	sex	anger	male	African	young	task-faces/5Anger_Model5_2Male_3African_1Young.mp4
264.951	1.439	rating	0.2799	sex	anger	male	African	young	n/a
265.485	0.906	rating_mouse_trajectory	0.2799	sex	anger	male	African	young	n/a
267.875	1.311	face	n/a	sex	anger	female	WC	old	task-faces/5Anger_Model4_1Female_1WC_2Old.mp4
269.186	1.088	rating	0.2213	sex	anger	female	WC	old	n/a
269.62	0.654	rating_mouse_trajectory	0.2213	sex	anger	female	WC	old	n/a
271.109	1.311	face	n/a	sex	sad	male	African	young	task-faces/6Sad_Model4_2Male_3African_1Young.mp4
272.421	1.85	rating	0.2294	sex	sad	male	African	young	n/a
273.304	0.967	rating_mouse_trajectory	0.2294	sex	sad	male	African	young	n/a
275.328	1.311	face	n/a	sex	fear	female	African	old	task-faces/3Fear_Model3_1Female_3African_2Old.mp4
276.639	1.219	rating	0.2456	sex	fear	female	African	old	n/a
277.122	0.735	rating_mouse_trajectory	0.2456	sex	fear	female	African	old	n/a
278.562	2.046	face	n/a	sex	pain	female	African	young	task-faces/7Pain_Model4_1Female_3African_1Young.mp4
280.607	1.135	rating	0.2617	sex	pain	female	African	young	n/a
280.907	0.835	rating_mouse_trajectory	0.2617	sex	pain	female	African	young	n/a
283.514	1.312	face	n/a	sex	fear	female	EA	old	task-faces/3Fear_Model4_1Female_2EA_2Old.mp4
284.825	1.202	rating	0.0	sex	fear	female	EA	old	n/a
285.392	0.635	rating_mouse_trajectory	0.0	sex	fear	female	EA	old	n/a
287.746	2.048	face	n/a	sex	pleasure	female	EA	young	task-faces/8Pleasure_Model1_1Female_2EA_1Young.mp4
289.794	1.852	rating	0.8523	sex	pleasure	female	EA	young	n/a
290.244	1.402	rating_mouse_trajectory	0.8523	sex	pleasure	female	EA	young	n/a
291.711	1.301	face	n/a	sex	anger	male	EA	old	task-faces/5Anger_Model2_2Male_2EA_2Old.mp4
293.012	1.852	rating	0.6824	sex	anger	male	EA	old	n/a
293.328	1.535	rating_mouse_trajectory	0.6824	sex	anger	male	EA	old	n/a
296.929	1.301	face	n/a	sex	disgust	female	WC	young	task-faces/4Disgust_Model2_1Female_1WC_1Young.mp4
298.23	1.002	rating	0.553	sex	disgust	female	WC	young	n/a
298.58	0.652	rating_mouse_trajectory	0.553	sex	disgust	female	WC	young	n/a
301.146	1.319	face	n/a	sex	happy	female	African	young	task-faces/1Happy_Model3_1Female_3African_1Young.mp4
302.465	1.625	rating	0.3002	sex	happy	female	African	young	n/a
303.049	1.042	rating_mouse_trajectory	0.3002	sex	happy	female	African	young	n/a
305.389	2.045	face	n/a	sex	pleasure	male	African	old	task-faces/8Pleasure_Model3_2Male_3African_2Old.mp4
307.434	1.107	rating	0.0251	sex	pleasure	male	African	old	n/a
307.917	0.624	rating_mouse_trajectory	0.0251	sex	pleasure	male	African	old	n/a
309.358	1.311	face	n/a	sex	disgust	male	African	old	task-faces/4Disgust_Model5_2Male_3African_2Old.mp4
310.668	1.856	rating	0.1424	sex	disgust	male	African	old	n/a
311.085	1.439	rating_mouse_trajectory	0.1424	sex	disgust	male	African	old	n/a
312.592	2.045	face	n/a	sex	pain	male	EA	old	task-faces/7Pain_Model3_2Male_2EA_2Old.mp4
314.637	1.621	rating	0.1485	sex	pain	male	EA	old	n/a
315.02	1.238	rating_mouse_trajectory	0.1485	sex	pain	male	EA	old	n/a
317.546	1.309	face	n/a	sex	disgust	female	EA	young	task-faces/4Disgust_Model4_1Female_2EA_1Young.mp4
318.855	1.619	rating	0.5975	sex	disgust	female	EA	young	n/a
319.305	1.169	rating_mouse_trajectory	0.5975	sex	disgust	female	EA	young	n/a
321.761	1.312	face	n/a	sex	disgust	female	WC	old	task-faces/4Disgust_Model1_1Female_1WC_2Old.mp4
323.073	1.118	rating	0.5813	sex	disgust	female	WC	old	n/a
323.456	0.735	rating_mouse_trajectory	0.5813	sex	disgust	female	WC	old	n/a
325.996	1.312	face	n/a	sex	anger	female	EA	old	task-faces/5Anger_Model5_1Female_2EA_2Old.mp4
327.308	1.867	rating	0.5712	sex	anger	female	EA	old	n/a
327.991	1.183	rating_mouse_trajectory	0.5712	sex	anger	female	EA	old	n/a
329.228	1.314	face	n/a	sex	anger	female	African	young	task-faces/5Anger_Model1_1Female_3African_1Young.mp4
330.542	n/a	rating	n/a	sex	anger	female	African	young	n/a
n/a	n/a	rating_mouse_trajectory	n/a	sex	anger	female	African	young	n/a
334.463	2.048	face	n/a	sex	pleasure	male	WC	young	task-faces/8Pleasure_Model4_2Male_1WC_1Young.mp4
336.511	1.513	rating	0.1586	sex	pleasure	male	WC	young	n/a
336.845	1.18	rating_mouse_trajectory	0.1586	sex	pleasure	male	WC	young	n/a
339.429	2.035	face	n/a	sex	pleasure	female	African	young	task-faces/8Pleasure_Model1_1Female_3African_1Young.mp4
341.463	1.778	rating	0.199	sex	pleasure	female	African	young	n/a
