onset	duration	subtask_type	event_type	response_accuracy	cue_location	target_location	participant_response	trial_index
9.978	0.2	posner	invalid_cue	incorrect	right	n/a	n/a	1
10.194	n/a	posner	target_response	incorrect	right	left	n/a	1
14.396	0.2	posner	valid_cue	incorrect	left	n/a	n/a	2
14.596	n/a	posner	target_response	incorrect	left	left	n/a	2
17.497	0.2	posner	invalid_cue	incorrect	left	n/a	n/a	3
17.697	n/a	posner	target_response	incorrect	left	right	n/a	3
20.482	0.2	posner	invalid_cue	incorrect	left	n/a	n/a	4
20.682	n/a	posner	target_response	incorrect	left	right	n/a	4
23.666	0.2	posner	valid_cue	incorrect	right	n/a	n/a	5
23.866	n/a	posner	target_response	incorrect	right	right	n/a	5
28.485	0.2	posner	invalid_cue	incorrect	left	n/a	n/a	6
28.685	n/a	posner	target_response	incorrect	left	right	n/a	6
31.452	0.2	posner	valid_cue	incorrect	left	n/a	n/a	7
31.652	n/a	posner	target_response	incorrect	left	left	n/a	7
38.922	0.2	posner	invalid_cue	incorrect	right	n/a	n/a	8
39.122	n/a	posner	target_response	incorrect	right	left	n/a	8
42.39	0.2	posner	valid_cue	incorrect	left	n/a	n/a	9
42.59	n/a	posner	target_response	incorrect	left	left	n/a	9
45.758	0.2	posner	invalid_cue	incorrect	right	n/a	n/a	10
45.958	n/a	posner	target_response	incorrect	right	left	n/a	10
50.526	0.2	posner	invalid_cue	incorrect	left	n/a	n/a	11
50.726	n/a	posner	target_response	incorrect	left	right	n/a	11
53.794	0.2	posner	valid_cue	incorrect	right	n/a	n/a	12
53.994	n/a	posner	target_response	incorrect	right	right	n/a	12
57.662	0.2	posner	invalid_cue	incorrect	right	n/a	n/a	13
57.862	n/a	posner	target_response	incorrect	right	left	n/a	13
61.03	0.2	posner	valid_cue	incorrect	left	n/a	n/a	14
61.23	n/a	posner	target_response	incorrect	left	left	n/a	14
64.098	0.2	posner	invalid_cue	incorrect	right	n/a	n/a	15
64.298	n/a	posner	target_response	incorrect	right	left	n/a	15
67.366	0.2	posner	valid_cue	incorrect	right	n/a	n/a	16
67.566	n/a	posner	target_response	incorrect	right	right	n/a	16
70.934	0.2	posner	invalid_cue	incorrect	right	n/a	n/a	17
71.134	n/a	posner	target_response	incorrect	right	left	n/a	17
76.202	0.2	posner	invalid_cue	incorrect	right	n/a	n/a	18
76.402	n/a	posner	target_response	incorrect	right	left	n/a	18
80.671	0.2	posner	invalid_cue	incorrect	left	n/a	n/a	19
80.871	n/a	posner	target_response	incorrect	left	right	n/a	19
88.14	0.2	posner	valid_cue	incorrect	left	n/a	n/a	20
88.34	n/a	posner	target_response	incorrect	left	left	n/a	20
92.909	0.2	posner	valid_cue	incorrect	right	n/a	n/a	21
93.109	n/a	posner	target_response	incorrect	right	right	n/a	21
97.877	0.2	posner	valid_cue	incorrect	right	n/a	n/a	22
98.077	n/a	posner	target_response	incorrect	right	right	n/a	22
101.845	0.2	posner	valid_cue	incorrect	left	n/a	n/a	23
102.045	n/a	posner	target_response	incorrect	left	left	n/a	23
106.414	0.2	posner	valid_cue	incorrect	right	n/a	n/a	24
106.614	n/a	posner	target_response	incorrect	right	right	n/a	24
113.883	0.2	posner	valid_cue	incorrect	left	n/a	n/a	25
114.083	n/a	posner	target_response	incorrect	left	left	n/a	25
116.951	0.2	posner	valid_cue	incorrect	left	n/a	n/a	26
117.151	n/a	posner	target_response	incorrect	left	left	n/a	26
120.019	0.2	posner	invalid_cue	incorrect	left	n/a	n/a	27
120.219	n/a	posner	target_response	incorrect	left	right	n/a	27
124.987	0.2	posner	valid_cue	incorrect	right	n/a	n/a	28
125.187	n/a	posner	target_response	incorrect	right	right	n/a	28
131.756	0.2	posner	invalid_cue	incorrect	right	n/a	n/a	29
131.956	n/a	posner	target_response	incorrect	right	left	n/a	29
136.825	0.2	posner	valid_cue	incorrect	right	n/a	n/a	30
137.025	n/a	posner	target_response	incorrect	right	right	n/a	30
144.294	0.2	posner	valid_cue	incorrect	right	n/a	n/a	31
144.494	n/a	posner	target_response	incorrect	right	right	n/a	31
147.962	0.2	posner	valid_cue	incorrect	right	n/a	n/a	32
148.162	n/a	posner	target_response	incorrect	right	right	n/a	32
150.93	0.2	posner	valid_cue	incorrect	right	n/a	n/a	33
151.13	n/a	posner	target_response	incorrect	right	right	n/a	33
155.899	0.2	posner	invalid_cue	incorrect	right	n/a	n/a	34
156.099	n/a	posner	target_response	incorrect	right	left	n/a	34
163.168	0.2	posner	invalid_cue	incorrect	left	n/a	n/a	35
163.368	n/a	posner	target_response	incorrect	left	right	n/a	35
167.036	0.2	posner	invalid_cue	incorrect	left	n/a	n/a	36
167.236	n/a	posner	target_response	incorrect	left	right	n/a	36
173.505	0.2	posner	valid_cue	incorrect	left	n/a	n/a	37
173.705	n/a	posner	target_response	incorrect	left	left	n/a	37
177.073	0.2	posner	invalid_cue	incorrect	right	n/a	n/a	38
177.273	n/a	posner	target_response	incorrect	right	left	n/a	38
180.141	0.2	posner	valid_cue	incorrect	right	n/a	n/a	39
180.341	n/a	posner	target_response	incorrect	right	right	n/a	39
187.21	0.2	posner	invalid_cue	incorrect	left	n/a	n/a	40
187.41	n/a	posner	target_response	incorrect	left	right	n/a	40
196.581	0.2	posner	invalid_cue	incorrect	left	n/a	n/a	41
196.781	n/a	posner	target_response	incorrect	left	right	n/a	41
203.65	0.2	posner	valid_cue	incorrect	right	n/a	n/a	42
203.85	n/a	posner	target_response	incorrect	right	right	n/a	42
211.119	0.2	posner	invalid_cue	incorrect	right	n/a	n/a	43
211.319	n/a	posner	target_response	incorrect	right	left	n/a	43
218.589	0.2	posner	invalid_cue	incorrect	right	n/a	n/a	44
218.789	n/a	posner	target_response	incorrect	right	left	n/a	44
223.657	0.2	posner	valid_cue	incorrect	left	n/a	n/a	45
223.857	n/a	posner	target_response	incorrect	left	left	n/a	45
232.527	0.2	posner	invalid_cue	incorrect	right	n/a	n/a	46
232.727	n/a	posner	target_response	incorrect	right	left	n/a	46
235.795	0.2	posner	valid_cue	incorrect	right	n/a	n/a	47
235.995	n/a	posner	target_response	incorrect	right	right	n/a	47
239.063	0.2	posner	invalid_cue	incorrect	right	n/a	n/a	48
239.263	n/a	posner	target_response	incorrect	right	left	n/a	48
242.631	0.2	posner	invalid_cue	incorrect	right	n/a	n/a	49
242.831	n/a	posner	target_response	incorrect	right	left	n/a	49
245.999	0.2	posner	valid_cue	incorrect	left	n/a	n/a	50
246.199	n/a	posner	target_response	incorrect	left	left	n/a	50
250.967	0.2	posner	valid_cue	incorrect	right	n/a	n/a	51
251.168	n/a	posner	target_response	incorrect	right	right	n/a	51
256.136	0.2	posner	valid_cue	incorrect	left	n/a	n/a	52
256.336	n/a	posner	target_response	incorrect	left	left	n/a	52
259.304	0.2	posner	valid_cue	incorrect	left	n/a	n/a	53
259.504	n/a	posner	target_response	incorrect	left	left	n/a	53
262.672	0.2	posner	valid_cue	incorrect	left	n/a	n/a	54
262.872	n/a	posner	target_response	incorrect	left	left	n/a	54
266.74	0.2	posner	valid_cue	incorrect	left	n/a	n/a	55
266.94	n/a	posner	target_response	incorrect	left	left	n/a	55
272.109	0.2	posner	valid_cue	incorrect	right	n/a	n/a	56
272.309	n/a	posner	target_response	incorrect	right	right	n/a	56
279.578	0.2	posner	valid_cue	incorrect	left	n/a	n/a	57
279.778	n/a	posner	target_response	incorrect	left	left	n/a	57
283.846	0.2	posner	valid_cue	incorrect	left	n/a	n/a	58
284.046	n/a	posner	target_response	incorrect	left	left	n/a	58
289.115	0.2	posner	invalid_cue	incorrect	right	n/a	n/a	59
289.315	n/a	posner	target_response	incorrect	right	left	n/a	59
296.584	0.2	posner	invalid_cue	incorrect	left	n/a	n/a	60
296.785	n/a	posner	target_response	incorrect	left	right	n/a	60
302.753	0.2	posner	invalid_cue	incorrect	left	n/a	n/a	61
302.954	n/a	posner	target_response	incorrect	left	right	n/a	61
306.021	0.2	posner	invalid_cue	incorrect	left	n/a	n/a	62
306.221	n/a	posner	target_response	incorrect	left	right	n/a	62
310.69	0.2	posner	invalid_cue	incorrect	left	n/a	n/a	63
310.89	n/a	posner	target_response	incorrect	left	right	n/a	63
314.158	0.2	posner	invalid_cue	incorrect	right	n/a	n/a	64
314.358	n/a	posner	target_response	incorrect	right	left	n/a	64
321.027	0.2	posner	valid_cue	incorrect	left	n/a	n/a	65
321.227	n/a	posner	target_response	incorrect	left	left	n/a	65
327.496	0.2	posner	invalid_cue	incorrect	right	n/a	n/a	66
327.696	n/a	posner	target_response	incorrect	right	left	n/a	66
336.866	0.2	posner	valid_cue	incorrect	right	n/a	n/a	67
337.066	n/a	posner	target_response	incorrect	right	right	n/a	67
341.935	0.2	posner	valid_cue	incorrect	left	n/a	n/a	68
342.135	n/a	posner	target_response	incorrect	left	left	n/a	68
345.403	0.2	posner	invalid_cue	incorrect	right	n/a	n/a	69
345.603	n/a	posner	target_response	incorrect	right	left	n/a	69
350.371	0.2	posner	valid_cue	incorrect	right	n/a	n/a	70
350.571	n/a	posner	target_response	incorrect	right	right	n/a	70
354.039	0.2	posner	valid_cue	incorrect	left	n/a	n/a	71
354.239	n/a	posner	target_response	incorrect	left	left	n/a	71
360.308	0.2	posner	valid_cue	incorrect	right	n/a	n/a	72
360.508	n/a	posner	target_response	incorrect	right	right	n/a	72
363.276	0.2	posner	invalid_cue	incorrect	left	n/a	n/a	73
363.476	n/a	posner	target_response	incorrect	left	right	n/a	73
368.845	0.2	posner	valid_cue	incorrect	right	n/a	n/a	74
369.045	n/a	posner	target_response	incorrect	right	right	n/a	74
372.613	0.2	posner	valid_cue	incorrect	left	n/a	n/a	75
372.813	n/a	posner	target_response	incorrect	left	left	n/a	75
375.881	0.2	posner	valid_cue	incorrect	right	n/a	n/a	76
376.081	n/a	posner	target_response	incorrect	right	right	n/a	76
383.35	0.2	posner	invalid_cue	incorrect	left	n/a	n/a	77
383.55	n/a	posner	target_response	incorrect	left	right	n/a	77
386.318	0.2	posner	valid_cue	incorrect	left	n/a	n/a	78
386.518	n/a	posner	target_response	incorrect	left	left	n/a	78
392.187	0.2	posner	invalid_cue	incorrect	right	n/a	n/a	79
392.387	n/a	posner	target_response	incorrect	right	left	n/a	79
398.656	0.2	posner	invalid_cue	incorrect	right	n/a	n/a	80
398.856	n/a	posner	target_response	incorrect	right	left	n/a	80
403.324	0.2	posner	invalid_cue	incorrect	left	n/a	n/a	81
403.524	n/a	posner	target_response	incorrect	left	right	n/a	81
406.792	0.2	posner	valid_cue	incorrect	right	n/a	n/a	82
406.992	n/a	posner	target_response	incorrect	right	right	n/a	82
410.26	0.2	posner	invalid_cue	incorrect	left	n/a	n/a	83
410.46	n/a	posner	target_response	incorrect	left	right	n/a	83
415.029	0.2	posner	invalid_cue	incorrect	left	n/a	n/a	84
415.229	n/a	posner	target_response	incorrect	left	right	n/a	84
421.598	0.2	posner	invalid_cue	incorrect	left	n/a	n/a	85
421.798	n/a	posner	target_response	incorrect	left	right	n/a	85
426.866	0.2	posner	invalid_cue	incorrect	left	n/a	n/a	86
427.066	n/a	posner	target_response	incorrect	left	right	n/a	86
430.034	0.2	posner	valid_cue	incorrect	left	n/a	n/a	87
430.234	n/a	posner	target_response	incorrect	left	left	n/a	87
435.303	0.2	posner	valid_cue	incorrect	left	n/a	n/a	88
435.503	n/a	posner	target_response	incorrect	left	left	n/a	88
442.772	0.2	posner	invalid_cue	incorrect	right	n/a	n/a	89
442.972	n/a	posner	target_response	incorrect	right	left	n/a	89
446.34	0.2	posner	invalid_cue	incorrect	left	n/a	n/a	90
446.54	n/a	posner	target_response	incorrect	left	right	n/a	90
449.308	0.2	posner	valid_cue	incorrect	right	n/a	n/a	91
449.508	n/a	posner	target_response	incorrect	right	right	n/a	91
453.776	0.2	posner	valid_cue	incorrect	right	n/a	n/a	92
453.977	n/a	posner	target_response	incorrect	right	right	n/a	92
461.046	0.2	posner	invalid_cue	incorrect	left	n/a	n/a	93
461.246	n/a	posner	target_response	incorrect	left	right	n/a	93
468.515	0.2	posner	invalid_cue	incorrect	right	n/a	n/a	94
468.715	n/a	posner	target_response	incorrect	right	left	n/a	94
472.083	0.2	posner	invalid_cue	incorrect	left	n/a	n/a	95
472.283	n/a	posner	target_response	incorrect	left	right	n/a	95
476.552	0.2	posner	invalid_cue	incorrect	right	n/a	n/a	96
476.752	n/a	posner	target_response	incorrect	right	left	n/a	96
480.32	0.2	posner	invalid_cue	correct	left	n/a	n/a	97
480.52	1.422	posner	target_response	correct	left	right	right	97
483.988	0.2	posner	invalid_cue	incorrect	left	n/a	n/a	98
484.188	n/a	posner	target_response	incorrect	left	right	n/a	98
488.056	0.2	posner	invalid_cue	incorrect	left	n/a	n/a	99
488.256	n/a	posner	target_response	incorrect	left	right	n/a	99
491.424	0.2	posner	invalid_cue	incorrect	right	n/a	n/a	100
491.624	n/a	posner	target_response	incorrect	right	left	n/a	100
496.092	0.2	posner	valid_cue	incorrect	right	n/a	n/a	101
496.292	n/a	posner	target_response	incorrect	right	right	n/a	101
499.56	0.2	posner	valid_cue	incorrect	right	n/a	n/a	102
499.76	n/a	posner	target_response	incorrect	right	right	n/a	102
507.03	0.2	posner	invalid_cue	incorrect	right	n/a	n/a	103
507.23	n/a	posner	target_response	incorrect	right	left	n/a	103
515.399	0.2	posner	invalid_cue	incorrect	right	n/a	n/a	104
515.599	n/a	posner	target_response	incorrect	right	left	n/a	104
522.869	0.2	posner	invalid_cue	incorrect	right	n/a	n/a	105
523.069	n/a	posner	target_response	incorrect	right	left	n/a	105
530.138	0.2	posner	invalid_cue	incorrect	left	n/a	n/a	106
530.338	n/a	posner	target_response	incorrect	left	right	n/a	106
534.006	0.2	posner	invalid_cue	incorrect	right	n/a	n/a	107
534.206	n/a	posner	target_response	incorrect	right	left	n/a	107
540.375	0.2	posner	valid_cue	incorrect	left	n/a	n/a	108
540.575	n/a	posner	target_response	incorrect	left	left	n/a	108
543.643	0.2	posner	valid_cue	incorrect	right	n/a	n/a	109
543.843	n/a	posner	target_response	incorrect	right	right	n/a	109
550.012	0.2	posner	valid_cue	incorrect	left	n/a	n/a	110
550.212	n/a	posner	target_response	incorrect	left	left	n/a	110
554.281	0.2	posner	valid_cue	incorrect	left	n/a	n/a	111
554.481	n/a	posner	target_response	incorrect	left	left	n/a	111
557.348	0.2	posner	invalid_cue	incorrect	left	n/a	n/a	112
557.548	n/a	posner	target_response	incorrect	left	right	n/a	112
560.416	0.2	posner	invalid_cue	incorrect	left	n/a	n/a	113
560.616	n/a	posner	target_response	incorrect	left	right	n/a	113
563.484	0.2	posner	invalid_cue	incorrect	right	n/a	n/a	114
563.684	n/a	posner	target_response	incorrect	right	left	n/a	114
567.452	0.2	posner	invalid_cue	incorrect	left	n/a	n/a	115
567.652	n/a	posner	target_response	incorrect	left	right	n/a	115
572.221	0.2	posner	invalid_cue	incorrect	right	n/a	n/a	116
572.421	n/a	posner	target_response	incorrect	right	left	n/a	116
575.288	0.2	posner	invalid_cue	incorrect	left	n/a	n/a	117
575.488	n/a	posner	target_response	incorrect	left	right	n/a	117
582.858	0.2	posner	invalid_cue	incorrect	right	n/a	n/a	118
583.058	n/a	posner	target_response	incorrect	right	left	n/a	118
590.327	0.2	posner	valid_cue	incorrect	right	n/a	n/a	119
590.527	n/a	posner	target_response	incorrect	right	right	n/a	119
599.698	0.2	posner	invalid_cue	incorrect	right	n/a	n/a	120
599.898	n/a	posner	target_response	incorrect	right	left	n/a	120
