onset	duration	trial_type	response_value	stim_file_TODO
2.781	50.51	video	n/a	task-alignvideo/ses-04_run-01_order-01_content-universe.mp4
56.992	3.623	rating_relevance	75.73	task-alignvideo/ses-04_run-01_order-01_content-universe.mp4
61.493	3.105	rating_happy	27.5	task-alignvideo/ses-04_run-01_order-01_content-universe.mp4
65.962	2.557	rating_sad	20.42	task-alignvideo/ses-04_run-01_order-01_content-universe.mp4
71.281	2.865	rating_afraid	67.71	task-alignvideo/ses-04_run-01_order-01_content-universe.mp4
75.249	1.805	rating_disgusted	0.42	task-alignvideo/ses-04_run-01_order-01_content-universe.mp4
80.634	2.182	rating_warm	18.02	task-alignvideo/ses-04_run-01_order-01_content-universe.mp4
86.754	3.275	rating_engaged	88.85	task-alignvideo/ses-04_run-01_order-01_content-universe.mp4
88.566	179.461	video	n/a	task-alignvideo/ses-04_run-01_order-02_content-gockskumara.mp4
270.511	2.44	rating_relevance	13.75	task-alignvideo/ses-04_run-01_order-02_content-gockskumara.mp4
275.846	2.767	rating_happy	91.56	task-alignvideo/ses-04_run-01_order-02_content-gockskumara.mp4
281.032	2.934	rating_sad	5.62	task-alignvideo/ses-04_run-01_order-02_content-gockskumara.mp4
286.0	2.883	rating_afraid	0.21	task-alignvideo/ses-04_run-01_order-02_content-gockskumara.mp4
290.102	1.966	rating_disgusted	0.73	task-alignvideo/ses-04_run-01_order-02_content-gockskumara.mp4
295.938	2.789	rating_warm	100.0	task-alignvideo/ses-04_run-01_order-02_content-gockskumara.mp4
301.607	3.437	rating_engaged	72.5	task-alignvideo/ses-04_run-01_order-02_content-gockskumara.mp4
303.226	56.921	video	n/a	task-alignvideo/ses-04_run-01_order-03_content-skiing.mp4
363.632	3.449	rating_relevance	42.19	task-alignvideo/ses-04_run-01_order-03_content-skiing.mp4
368.817	3.617	rating_happy	25.42	task-alignvideo/ses-04_run-01_order-03_content-skiing.mp4
373.169	2.95	rating_sad	15.42	task-alignvideo/ses-04_run-01_order-03_content-skiing.mp4
378.204	2.967	rating_afraid	61.67	task-alignvideo/ses-04_run-01_order-03_content-skiing.mp4
382.322	2.067	rating_disgusted	1.25	task-alignvideo/ses-04_run-01_order-03_content-skiing.mp4
388.458	3.189	rating_warm	4.79	task-alignvideo/ses-04_run-01_order-03_content-skiing.mp4
392.36	2.069	rating_engaged	60.21	task-alignvideo/ses-04_run-01_order-03_content-skiing.mp4
395.336	147.765	video	n/a	task-alignvideo/ses-04_run-01_order-04_content-cyclegraphics.mp4
546.572	3.432	rating_relevance	15.52	task-alignvideo/ses-04_run-01_order-04_content-cyclegraphics.mp4
551.107	2.95	rating_happy	9.48	task-alignvideo/ses-04_run-01_order-04_content-cyclegraphics.mp4
555.275	2.1	rating_sad	49.9	task-alignvideo/ses-04_run-01_order-04_content-cyclegraphics.mp4
561.294	3.099	rating_afraid	25.21	task-alignvideo/ses-04_run-01_order-04_content-cyclegraphics.mp4
567.28	4.072	rating_disgusted	4.58	task-alignvideo/ses-04_run-01_order-04_content-cyclegraphics.mp4
570.681	2.454	rating_warm	6.88	task-alignvideo/ses-04_run-01_order-04_content-cyclegraphics.mp4
575.633	2.384	rating_engaged	62.29	task-alignvideo/ses-04_run-01_order-04_content-cyclegraphics.mp4
