onset	duration	trial_type	response_angle	response_label	block_condition	mentalizing_level	stim_file_TODO
2.802	3.211	cue	n/a	n/a	likeability	n/a	n/a
6.014	5.116	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-06_content-war.mp4
11.205	3.218	rating	16.26	Moderate	likeability	n/a	n/a
12.172	2.251	rating_mouse_trajectory	16.26	Moderate	likeability	n/a	n/a
16.304	6.192	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-08_content-dancewithdeath.mp4
22.56	3.27	rating	42.48	Strong	likeability	n/a	n/a
23.626	2.203	rating_mouse_trajectory	42.48	Strong	likeability	n/a	n/a
27.68	5.568	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-20_content-cupstacking.mp4
33.314	2.051	rating	59.26	Strong	likeability	n/a	n/a
33.914	1.451	rating_mouse_trajectory	59.26	Strong	likeability	n/a	n/a
38.332	3.15	cue	n/a	n/a	similarity	n/a	n/a
41.482	6.12	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-14_content-alwaysafamily.mp4
47.669	3.335	rating	19.96	Moderate	similarity	n/a	n/a
48.302	2.701	rating_mouse_trajectory	19.96	Moderate	similarity	n/a	n/a
52.776	5.014	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-21_content-iceblock.mp4
67.86	3.786	rating	26.78	Moderate	similarity	n/a	n/a
69.127	2.519	rating_mouse_trajectory	26.78	Moderate	similarity	n/a	n/a
73.0	5.498	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-15_content-giving.mp4
78.564	3.986	rating	23.23	Moderate	similarity	n/a	n/a
79.414	3.136	rating_mouse_trajectory	23.23	Moderate	similarity	n/a	n/a
83.582	3.135	cue	n/a	n/a	mentalizing	remember	n/a
86.718	5.551	video	n/a	n/a	mentalizing	remember	task-shortvideo/ses-03_run-01_order-11_content-menrunning.mp4
92.336	4.302	rating	60.37	Strong	mentalizing	remember	n/a
93.836	2.802	rating_mouse_trajectory	60.37	Strong	mentalizing	remember	n/a
97.408	5.504	video	n/a	n/a	mentalizing	remember	task-shortvideo/ses-03_run-01_order-15_content-giving.mp4
102.973	2.59	rating	160.31	Strongest possible	mentalizing	remember	n/a
103.456	2.106	rating_mouse_trajectory	160.31	Strongest possible	mentalizing	remember	n/a
108.047	5.216	video	n/a	n/a	mentalizing	remember	task-shortvideo/ses-03_run-01_order-10_content-captureflag.mp4
113.327	3.402	rating	27.3	Moderate	mentalizing	remember	n/a
114.31	2.419	rating_mouse_trajectory	27.3	Moderate	mentalizing	remember	n/a
118.345	3.148	cue	n/a	n/a	similarity	n/a	n/a
121.493	5.006	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-12_content-photography.mp4
126.565	3.301	rating	15.32	Moderate	similarity	n/a	n/a
127.282	2.585	rating_mouse_trajectory	15.32	Moderate	similarity	n/a	n/a
131.665	5.054	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-01_content-visswar.mp4
136.786	2.001	rating	0.0	No sensation	similarity	n/a	n/a
137.586	1.201	rating_mouse_trajectory	0.0	No sensation	similarity	n/a	n/a
141.855	5.224	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-10_content-captureflag.mp4
147.139	2.573	rating	19.85	Moderate	similarity	n/a	n/a
147.823	1.89	rating_mouse_trajectory	19.85	Moderate	similarity	n/a	n/a
152.175	3.18	cue	n/a	n/a	mentalizing	danger	n/a
155.354	5.123	video	n/a	n/a	mentalizing	danger	task-shortvideo/ses-03_run-01_order-06_content-war.mp4
160.544	3.802	rating	76.02	Very strong	mentalizing	danger	n/a
