onset	duration	trial_type	response_value	rating_type	expression	sex	race	age	stim_file_TODO
3.895	1.368	face	n/a	sex	happy	male	WC	old	task-faces/1Happy_Model3_2Male_1WC_2Old.mp4
5.263	1.869	rating	0.0	sex	happy	male	WC	old	n/a
6.563	0.569	rating_mouse_trajectory	0.0	sex	happy	male	WC	old	n/a
7.373	2.041	face	n/a	sex	pleasure	female	EA	young	task-faces/8Pleasure_Model1_1Female_2EA_1Young.mp4
9.414	1.029	rating	0.3143	sex	pleasure	female	EA	young	n/a
9.731	0.712	rating_mouse_trajectory	0.3143	sex	pleasure	female	EA	young	n/a
11.363	1.319	face	n/a	sex	disgust	male	African	old	task-faces/4Disgust_Model5_2Male_3African_2Old.mp4
12.682	1.044	rating	0.0332	sex	disgust	male	African	old	n/a
13.199	0.527	rating_mouse_trajectory	0.0332	sex	disgust	male	African	old	n/a
15.615	2.053	face	n/a	sex	pain	male	WC	old	task-faces/7Pain_Model2_2Male_1WC_2Old.mp4
17.667	1.574	rating	0.0231	sex	pain	male	WC	old	n/a
18.001	1.241	rating_mouse_trajectory	0.0231	sex	pain	male	WC	old	n/a
19.614	1.338	face	n/a	sex	anger	male	African	old	task-faces/5Anger_Model3_2Male_3African_2Old.mp4
20.952	1.54	rating	0.1626	sex	anger	male	African	old	n/a
21.369	1.123	rating_mouse_trajectory	0.1626	sex	anger	male	African	old	n/a
26.914	1.307	face	n/a	sex	happy	male	African	young	task-faces/1Happy_Model1_2Male_3African_1Young.mp4
28.221	1.537	rating	0.0979	sex	happy	male	African	young	n/a
28.688	1.071	rating_mouse_trajectory	0.0979	sex	happy	male	African	young	n/a
30.147	1.309	face	n/a	sex	disgust	male	African	young	task-faces/4Disgust_Model1_2Male_3African_1Young.mp4
31.456	1.603	rating	0.0756	sex	disgust	male	African	young	n/a
31.756	1.303	rating_mouse_trajectory	0.0756	sex	disgust	male	African	young	n/a
33.38	1.311	face	n/a	sex	fear	male	African	old	task-faces/3Fear_Model1_2Male_3African_2Old.mp4
34.69	1.469	rating	0.0716	sex	fear	male	African	old	n/a
34.99	1.169	rating_mouse_trajectory	0.0716	sex	fear	male	African	old	n/a
36.614	1.311	face	n/a	sex	fear	female	African	young	task-faces/3Fear_Model2_1Female_3African_1Young.mp4
37.925	1.085	rating	0.5732	sex	fear	female	African	young	n/a
38.558	0.452	rating_mouse_trajectory	0.5732	sex	fear	female	African	young	n/a
39.849	1.311	face	n/a	sex	happy	male	EA	young	task-faces/1Happy_Model1_2Male_2EA_1Young.mp4
41.159	1.502	rating	0.11	sex	happy	male	EA	young	n/a
41.493	1.169	rating_mouse_trajectory	0.11	sex	happy	male	EA	young	n/a
45.082	1.313	face	n/a	sex	fear	male	WC	old	task-faces/3Fear_Model3_2Male_1WC_2Old.mp4
46.395	1.052	rating	0.106	sex	fear	male	WC	old	n/a
46.778	0.669	rating_mouse_trajectory	0.106	sex	fear	male	WC	old	n/a
49.321	2.043	face	n/a	sex	pain	female	African	young	task-faces/7Pain_Model4_1Female_3African_1Young.mp4
51.363	1.002	rating	0.729	sex	pain	female	African	young	n/a
51.613	0.752	rating_mouse_trajectory	0.729	sex	pain	female	African	young	n/a
55.271	2.061	face	n/a	sex	pain	male	African	young	task-faces/7Pain_Model3_2Male_3African_1Young.mp4
57.332	1.576	rating	0.1545	sex	pain	male	African	young	n/a
