onset	duration	subtask_type	event_type	response_accuracy	cue_location	target_location	participant_response	trial_index
8.177	0.2	posner	invalid_cue	correct	right	n/a	n/a	1
8.377	0.573	posner	target_response	correct	right	left	left	1
12.462	0.2	posner	valid_cue	correct	right	n/a	n/a	2
12.662	0.553	posner	target_response	correct	right	right	right	2
19.931	0.2	posner	invalid_cue	correct	left	n/a	n/a	3
20.131	0.512	posner	target_response	correct	left	right	right	3
27.401	0.2	posner	invalid_cue	correct	right	n/a	n/a	4
27.601	0.529	posner	target_response	correct	right	left	left	4
30.569	0.2	posner	invalid_cue	correct	right	n/a	n/a	5
30.769	0.467	posner	target_response	correct	right	left	left	5
34.437	0.2	posner	valid_cue	correct	left	n/a	n/a	6
34.637	0.415	posner	target_response	correct	left	left	left	6
38.005	0.2	posner	valid_cue	correct	right	n/a	n/a	7
38.205	0.479	posner	target_response	correct	right	right	right	7
41.373	0.2	posner	valid_cue	correct	right	n/a	n/a	8
41.573	0.353	posner	target_response	correct	right	right	right	8
45.241	0.2	posner	valid_cue	correct	left	n/a	n/a	9
45.441	0.566	posner	target_response	correct	left	left	left	9
52.71	0.2	posner	invalid_cue	correct	left	n/a	n/a	10
52.91	0.419	posner	target_response	correct	left	right	right	10
55.878	0.2	posner	valid_cue	correct	right	n/a	n/a	11
56.078	0.439	posner	target_response	correct	right	right	right	11
63.348	0.2	posner	invalid_cue	correct	right	n/a	n/a	12
63.548	0.437	posner	target_response	correct	right	left	left	12
66.516	0.2	posner	valid_cue	correct	left	n/a	n/a	13
66.716	0.357	posner	target_response	correct	left	left	left	13
69.783	0.2	posner	valid_cue	correct	right	n/a	n/a	14
69.984	0.504	posner	target_response	correct	right	right	right	14
77.053	0.2	posner	valid_cue	correct	right	n/a	n/a	15
77.253	0.5	posner	target_response	correct	right	right	right	15
84.522	0.2	posner	valid_cue	correct	left	n/a	n/a	16
84.722	0.486	posner	target_response	correct	left	left	left	16
88.39	0.2	posner	valid_cue	correct	right	n/a	n/a	17
88.591	0.352	posner	target_response	correct	right	right	right	17
95.86	0.2	posner	valid_cue	correct	right	n/a	n/a	18
96.06	0.438	posner	target_response	correct	right	right	right	18
103.329	0.2	posner	invalid_cue	correct	left	n/a	n/a	19
103.53	0.408	posner	target_response	correct	left	right	right	19
109.899	0.2	posner	invalid_cue	correct	left	n/a	n/a	20
110.099	0.352	posner	target_response	correct	left	right	right	20
118.268	0.2	posner	invalid_cue	correct	right	n/a	n/a	21
118.469	0.406	posner	target_response	correct	right	left	left	21
122.037	0.2	posner	invalid_cue	correct	right	n/a	n/a	22
122.237	0.446	posner	target_response	correct	right	left	left	22
125.805	0.2	posner	invalid_cue	correct	left	n/a	n/a	23
126.005	0.391	posner	target_response	correct	left	right	right	23
128.872	0.2	posner	invalid_cue	correct	left	n/a	n/a	24
129.073	0.404	posner	target_response	correct	left	right	right	24
135.942	0.2	posner	valid_cue	correct	right	n/a	n/a	25
136.142	0.501	posner	target_response	correct	right	right	right	25
140.71	0.2	posner	valid_cue	correct	right	n/a	n/a	26
140.91	0.33	posner	target_response	correct	right	right	right	26
144.879	0.2	posner	valid_cue	correct	right	n/a	n/a	27
145.079	0.391	posner	target_response	correct	right	right	right	27
151.748	0.2	posner	invalid_cue	correct	right	n/a	n/a	28
151.948	0.442	posner	target_response	correct	right	left	left	28
155.216	0.2	posner	valid_cue	correct	right	n/a	n/a	29
155.416	0.514	posner	target_response	correct	right	right	right	29
160.785	0.2	posner	invalid_cue	correct	right	n/a	n/a	30
160.985	0.373	posner	target_response	correct	right	left	left	30
164.236	0.2	posner	valid_cue	correct	right	n/a	n/a	31
164.436	0.403	posner	target_response	correct	right	right	right	31
167.504	0.2	posner	valid_cue	correct	left	n/a	n/a	32
167.704	0.446	posner	target_response	correct	left	left	left	32
171.672	0.2	posner	invalid_cue	correct	right	n/a	n/a	33
171.872	0.488	posner	target_response	correct	right	left	left	33
178.841	0.2	posner	valid_cue	correct	left	n/a	n/a	34
179.041	0.45	posner	target_response	correct	left	left	left	34
181.909	0.2	posner	invalid_cue	correct	left	n/a	n/a	35
182.109	0.453	posner	target_response	correct	left	right	right	35
185.377	0.2	posner	valid_cue	correct	right	n/a	n/a	36
185.577	0.364	posner	target_response	correct	right	right	right	36
188.345	0.2	posner	valid_cue	correct	right	n/a	n/a	37
188.545	0.392	posner	target_response	correct	right	right	right	37
193.013	0.2	posner	valid_cue	correct	left	n/a	n/a	38
193.213	0.407	posner	target_response	correct	left	left	left	38
200.483	0.2	posner	invalid_cue	correct	left	n/a	n/a	39
200.683	0.412	posner	target_response	correct	left	right	right	39
207.352	0.2	posner	valid_cue	correct	right	n/a	n/a	40
207.552	0.363	posner	target_response	correct	right	right	right	40
211.52	0.2	posner	invalid_cue	correct	right	n/a	n/a	41
211.72	0.447	posner	target_response	correct	right	left	left	41
217.889	0.2	posner	invalid_cue	correct	left	n/a	n/a	42
218.09	0.359	posner	target_response	correct	left	right	right	42
225.359	0.2	posner	valid_cue	correct	left	n/a	n/a	43
225.559	0.337	posner	target_response	correct	left	left	left	43
