onset	duration	trial_type	response_x	response_y	situation	context	modality	stim_file
4.818	54.285	narrative_presentation	n/a	n/a	Deliverance	prison	Audio	task-narratives/Narrative7Situation1.mp3
59.103	3.833	rating_feeling	703	481	Deliverance	prison	Audio	task-narratives/Narrative7Situation1.mp3
60.553	2.383	feeling_mouse_trajectory	703	481	Deliverance	prison	Audio	task-narratives/Narrative7Situation1.mp3
63.134	0.2	rating_expectation	954	700	Deliverance	prison	Audio	task-narratives/Narrative7Situation1.mp3
63.167	0.167	expectation_mouse_trajectory	954	700	Deliverance	prison	Audio	task-narratives/Narrative7Situation1.mp3
70.273	5.953	narrative_presentation	n/a	n/a	Abduction	town	Audio	task-narratives/Narrative7Situation2.mp3
76.225	3.317	rating_feeling	703	481	Abduction	town	Audio	task-narratives/Narrative7Situation2.mp3
77.792	1.75	feeling_mouse_trajectory	703	481	Abduction	town	Audio	task-narratives/Narrative7Situation2.mp3
80.257	0.075	rating_expectation	954	700	Abduction	town	Audio	task-narratives/Narrative7Situation2.mp3
80.74	-0.409	expectation_mouse_trajectory	954	700	Abduction	town	Audio	task-narratives/Narrative7Situation2.mp3
92.331	7.443	narrative_presentation	n/a	n/a	Pursuit	prison	Audio	task-narratives/Narrative7Situation3.mp3
99.774	3.6	rating_feeling	703	481	Pursuit	prison	Audio	task-narratives/Narrative7Situation3.mp3
101.974	1.4	feeling_mouse_trajectory	703	481	Pursuit	prison	Audio	task-narratives/Narrative7Situation3.mp3
103.816	3.017	rating_expectation	954	700	Pursuit	prison	Audio	task-narratives/Narrative7Situation3.mp3
105.099	1.733	expectation_mouse_trajectory	954	700	Pursuit	prison	Audio	task-narratives/Narrative7Situation3.mp3
110.887	11.504	narrative_presentation	n/a	n/a	Obtaining	city	Audio	task-narratives/Narrative7Situation4.mp3
122.391	2.633	rating_feeling	703	481	Obtaining	city	Audio	task-narratives/Narrative7Situation4.mp3
123.407	1.617	feeling_mouse_trajectory	703	481	Obtaining	city	Audio	task-narratives/Narrative7Situation4.mp3
126.431	3.467	rating_expectation	954	700	Obtaining	city	Audio	task-narratives/Narrative7Situation4.mp3
126.931	2.967	expectation_mouse_trajectory	954	700	Obtaining	city	Audio	task-narratives/Narrative7Situation4.mp3
135.52	7.978	narrative_presentation	n/a	n/a	Recovery of a lost one	park	Audio	task-narratives/Narrative7Situation5.mp3
143.499	3.983	rating_feeling	703	481	Recovery of a lost one	park	Audio	task-narratives/Narrative7Situation5.mp3
144.249	3.233	feeling_mouse_trajectory	703	481	Recovery of a lost one	park	Audio	task-narratives/Narrative7Situation5.mp3
147.534	3.15	rating_expectation	954	700	Recovery of a lost one	park	Audio	task-narratives/Narrative7Situation5.mp3
147.567	3.117	expectation_mouse_trajectory	954	700	Recovery of a lost one	park	Audio	task-narratives/Narrative7Situation5.mp3
154.636	8.777	narrative_presentation	n/a	n/a	Rivalry of kin	city	Audio	task-narratives/Narrative7Situation6.mp3
163.413	3.717	rating_feeling	703	481	Rivalry of kin	city	Audio	task-narratives/Narrative7Situation6.mp3
164.98	2.15	feeling_mouse_trajectory	703	481	Rivalry of kin	city	Audio	task-narratives/Narrative7Situation6.mp3
167.439	3.95	rating_expectation	954	700	Rivalry of kin	city	Audio	task-narratives/Narrative7Situation6.mp3
167.472	3.917	expectation_mouse_trajectory	954	700	Rivalry of kin	city	Audio	task-narratives/Narrative7Situation6.mp3
176.511	16.646	narrative_presentation	n/a	n/a	Involuntary crimes of love	hospital	Audio	task-narratives/Narrative7Situation7.mp3
193.158	3.983	rating_feeling	703	481	Involuntary crimes of love	hospital	Audio	task-narratives/Narrative7Situation7.mp3
195.924	1.217	feeling_mouse_trajectory	703	481	Involuntary crimes of love	hospital	Audio	task-narratives/Narrative7Situation7.mp3
197.2	3.483	rating_expectation	954	700	Involuntary crimes of love	hospital	Audio	task-narratives/Narrative7Situation7.mp3
197.367	3.317	expectation_mouse_trajectory	954	700	Involuntary crimes of love	hospital	Audio	task-narratives/Narrative7Situation7.mp3
203.254	8.786	narrative_presentation	n/a	n/a	Rivalry of superior versus inferior	beach	Audio	task-narratives/Narrative7Situation8.mp3
212.039	3.983	rating_feeling	703	481	Rivalry of superior versus inferior	beach	Audio	task-narratives/Narrative7Situation8.mp3
212.889	3.133	feeling_mouse_trajectory	703	481	Rivalry of superior versus inferior	beach	Audio	task-narratives/Narrative7Situation8.mp3
216.08	3.033	rating_expectation	954	700	Rivalry of superior versus inferior	beach	Audio	task-narratives/Narrative7Situation8.mp3
216.114	3.0	expectation_mouse_trajectory	954	700	Rivalry of superior versus inferior	beach	Audio	task-narratives/Narrative7Situation8.mp3
222.161	7.979	narrative_presentation	n/a	n/a	Ambition	hospital	Audio	task-narratives/Narrative7Situation9.mp3
230.14	3.967	rating_feeling	703	481	Ambition	hospital	Audio	task-narratives/Narrative7Situation9.mp3
232.074	2.033	feeling_mouse_trajectory	703	481	Ambition	hospital	Audio	task-narratives/Narrative7Situation9.mp3
234.181	2.133	rating_expectation	954	700	Ambition	hospital	Audio	task-narratives/Narrative7Situation9.mp3
234.914	1.4	expectation_mouse_trajectory	954	700	Ambition	hospital	Audio	task-narratives/Narrative7Situation9.mp3
243.253	15.328	narrative_presentation	n/a	n/a	Deliverance	prison	Audio	task-narratives/Narrative8Situation1.mp3
258.581	2.033	rating_feeling	703	481	Deliverance	prison	Audio	task-narratives/Narrative8Situation1.mp3
259.098	1.517	feeling_mouse_trajectory	703	481	Deliverance	prison	Audio	task-narratives/Narrative8Situation1.mp3
262.614	1.55	rating_expectation	954	700	Deliverance	prison	Audio	task-narratives/Narrative8Situation1.mp3
262.947	1.217	expectation_mouse_trajectory	954	700	Deliverance	prison	Audio	task-narratives/Narrative8Situation1.mp3
269.696	8.777	narrative_presentation	n/a	n/a	Abduction	town	Audio	task-narratives/Narrative8Situation2.mp3
278.473	3.45	rating_feeling	703	481	Abduction	town	Audio	task-narratives/Narrative8Situation2.mp3
279.39	2.533	feeling_mouse_trajectory	703	481	Abduction	town	Audio	task-narratives/Narrative8Situation2.mp3
282.498	1.25	rating_expectation	954	700	Abduction	town	Audio	task-narratives/Narrative8Situation2.mp3
282.931	0.817	expectation_mouse_trajectory	954	700	Abduction	town	Audio	task-narratives/Narrative8Situation2.mp3
290.554	22.152	narrative_presentation	n/a	n/a	Pursuit	prison	Audio	task-narratives/Narrative8Situation3.mp3
312.705	2.433	rating_feeling	703	481	Pursuit	prison	Audio	task-narratives/Narrative8Situation3.mp3
313.105	2.033	feeling_mouse_trajectory	703	481	Pursuit	prison	Audio	task-narratives/Narrative8Situation3.mp3
316.73	2.95	rating_expectation	954	700	Pursuit	prison	Audio	task-narratives/Narrative8Situation3.mp3
317.314	2.367	expectation_mouse_trajectory	954	700	Pursuit	prison	Audio	task-narratives/Narrative8Situation3.mp3
323.783	12.612	narrative_presentation	n/a	n/a	Obtaining	city	Audio	task-narratives/Narrative8Situation4.mp3
336.395	2.55	rating_feeling	703	481	Obtaining	city	Audio	task-narratives/Narrative8Situation4.mp3
337.245	1.7	feeling_mouse_trajectory	703	481	Obtaining	city	Audio	task-narratives/Narrative8Situation4.mp3
340.42	1.9	rating_expectation	954	700	Obtaining	city	Audio	task-narratives/Narrative8Situation4.mp3
340.786	1.533	expectation_mouse_trajectory	954	700	Obtaining	city	Audio	task-narratives/Narrative8Situation4.mp3
346.474	6.617	narrative_presentation	n/a	n/a	Recovery of a lost one	park	Audio	task-narratives/Narrative8Situation5.mp3
353.091	2.083	rating_feeling	703	481	Recovery of a lost one	park	Audio	task-narratives/Narrative8Situation5.mp3
354.025	1.15	feeling_mouse_trajectory	703	481	Recovery of a lost one	park	Audio	task-narratives/Narrative8Situation5.mp3
357.131	1.8	rating_expectation	954	700	Recovery of a lost one	park	Audio	task-narratives/Narrative8Situation5.mp3
357.681	1.25	expectation_mouse_trajectory	954	700	Recovery of a lost one	park	Audio	task-narratives/Narrative8Situation5.mp3
363.203	5.989	narrative_presentation	n/a	n/a	Rivalry of kin	city	Audio	task-narratives/Narrative8Situation6.mp3
369.192	3.283	rating_feeling	703	481	Rivalry of kin	city	Audio	task-narratives/Narrative8Situation6.mp3
370.075	2.4	feeling_mouse_trajectory	703	481	Rivalry of kin	city	Audio	task-narratives/Narrative8Situation6.mp3
373.215	3.667	rating_expectation	954	700	Rivalry of kin	city	Audio	task-narratives/Narrative8Situation6.mp3
373.282	3.6	expectation_mouse_trajectory	954	700	Rivalry of kin	city	Audio	task-narratives/Narrative8Situation6.mp3
380.271	10.778	narrative_presentation	n/a	n/a	Involuntary crimes of love	hospital	Audio	task-narratives/Narrative8Situation7.mp3
391.048	3.15	rating_feeling	703	481	Involuntary crimes of love	hospital	Audio	task-narratives/Narrative8Situation7.mp3
391.832	2.367	feeling_mouse_trajectory	703	481	Involuntary crimes of love	hospital	Audio	task-narratives/Narrative8Situation7.mp3
395.08	2.717	rating_expectation	954	700	Involuntary crimes of love	hospital	Audio	task-narratives/Narrative8Situation7.mp3
395.463	2.333	expectation_mouse_trajectory	954	700	Involuntary crimes of love	hospital	Audio	task-narratives/Narrative8Situation7.mp3
402.162	11.282	narrative_presentation	n/a	n/a	Rivalry of superior versus inferior	beach	Audio	task-narratives/Narrative8Situation8.mp3
413.445	2.35	rating_feeling	703	481	Rivalry of superior versus inferior	beach	Audio	task-narratives/Narrative8Situation8.mp3
414.011	1.783	feeling_mouse_trajectory	703	481	Rivalry of superior versus inferior	beach	Audio	task-narratives/Narrative8Situation8.mp3
417.465	1.35	rating_expectation	954	700	Rivalry of superior versus inferior	beach	Audio	task-narratives/Narrative8Situation8.mp3
417.899	0.917	expectation_mouse_trajectory	954	700	Rivalry of superior versus inferior	beach	Audio	task-narratives/Narrative8Situation8.mp3
424.52	10.135	narrative_presentation	n/a	n/a	Ambition	hospital	Audio	task-narratives/Narrative8Situation9.mp3
