onset	duration	subtask_type	event_type	response_accuracy	cue_location	target_location	button_press	trial_index
6.859	0.2	posner	invalid_cue	correct	right	n/a	n/a	1
7.075	0.555	posner	target_response	correct	right	left	left	1
10.293	0.2	posner	invalid_cue	correct	left	n/a	n/a	2
10.493	0.496	posner	target_response	correct	left	right	right	2
13.678	0.2	posner	invalid_cue	correct	right	n/a	n/a	3
13.878	0.649	posner	target_response	correct	right	left	left	3
17.262	0.2	posner	valid_cue	correct	right	n/a	n/a	4
17.462	0.583	posner	target_response	correct	right	right	right	4
20.93	0.2	posner	valid_cue	correct	right	n/a	n/a	5
21.13	0.462	posner	target_response	correct	right	right	right	5
28.917	0.2	posner	valid_cue	correct	right	n/a	n/a	6
29.117	0.537	posner	target_response	correct	right	right	right	6
36.786	0.2	posner	valid_cue	correct	right	n/a	n/a	7
36.986	0.472	posner	target_response	correct	right	right	right	7
42.055	0.2	posner	valid_cue	correct	left	n/a	n/a	8
42.255	0.519	posner	target_response	correct	left	left	left	8
48.624	0.2	posner	valid_cue	correct	left	n/a	n/a	9
48.824	0.428	posner	target_response	correct	left	left	left	9
56.094	0.2	posner	invalid_cue	correct	right	n/a	n/a	10
56.294	0.574	posner	target_response	correct	right	left	left	10
63.463	0.2	posner	valid_cue	correct	right	n/a	n/a	11
63.663	0.434	posner	target_response	correct	right	right	right	11
66.931	0.2	posner	invalid_cue	correct	left	n/a	n/a	12
67.131	0.527	posner	target_response	correct	left	right	right	12
70.399	0.2	posner	invalid_cue	correct	left	n/a	n/a	13
70.599	0.504	posner	target_response	correct	left	right	right	13
73.467	0.2	posner	valid_cue	correct	right	n/a	n/a	14
73.667	0.606	posner	target_response	correct	right	right	right	14
80.936	0.2	posner	valid_cue	correct	left	n/a	n/a	15
81.136	0.475	posner	target_response	correct	left	left	left	15
84.304	0.2	posner	valid_cue	correct	left	n/a	n/a	16
84.504	0.483	posner	target_response	correct	left	left	left	16
88.472	0.2	posner	invalid_cue	correct	right	n/a	n/a	17
88.672	0.518	posner	target_response	correct	right	left	left	17
91.54	0.2	posner	valid_cue	correct	right	n/a	n/a	18
91.74	0.598	posner	target_response	correct	right	right	right	18
94.508	0.2	posner	invalid_cue	correct	left	n/a	n/a	19
94.708	0.522	posner	target_response	correct	left	right	right	19
99.476	0.2	posner	invalid_cue	correct	right	n/a	n/a	20
99.676	0.596	posner	target_response	correct	right	left	left	20
102.844	0.2	posner	invalid_cue	correct	left	n/a	n/a	21
103.044	0.616	posner	target_response	correct	left	right	right	21
106.212	0.2	posner	invalid_cue	correct	right	n/a	n/a	22
106.412	0.474	posner	target_response	correct	right	left	left	22
109.78	0.2	posner	valid_cue	correct	left	n/a	n/a	23
109.98	0.534	posner	target_response	correct	left	left	left	23
117.25	0.2	posner	valid_cue	correct	right	n/a	n/a	24
117.45	0.586	posner	target_response	correct	right	right	right	24
120.618	0.2	posner	valid_cue	correct	right	n/a	n/a	25
120.818	0.481	posner	target_response	correct	right	right	right	25
128.087	0.2	posner	invalid_cue	correct	right	n/a	n/a	26
128.287	0.494	posner	target_response	correct	right	left	left	26
132.255	0.2	posner	valid_cue	correct	left	n/a	n/a	27
132.455	0.56	posner	target_response	correct	left	left	left	27
135.923	0.2	posner	valid_cue	correct	right	n/a	n/a	28
136.123	0.477	posner	target_response	correct	right	right	right	28
144.393	0.2	posner	valid_cue	correct	left	n/a	n/a	29
144.593	0.422	posner	target_response	correct	left	left	left	29
151.863	0.2	posner	valid_cue	correct	right	n/a	n/a	30
152.063	0.536	posner	target_response	correct	right	right	right	30
156.631	0.2	posner	valid_cue	correct	right	n/a	n/a	31
156.831	0.51	posner	target_response	correct	right	right	right	31
159.899	0.2	posner	valid_cue	correct	right	n/a	n/a	32
160.099	0.445	posner	target_response	correct	right	right	right	32
163.167	0.2	posner	valid_cue	correct	right	n/a	n/a	33
163.367	0.418	posner	target_response	correct	right	right	right	33
166.135	0.2	posner	valid_cue	correct	left	n/a	n/a	34
166.335	0.439	posner	target_response	correct	left	left	left	34
170.203	0.2	posner	valid_cue	correct	right	n/a	n/a	35
170.403	0.42	posner	target_response	correct	right	right	right	35
174.271	0.2	posner	valid_cue	correct	left	n/a	n/a	36
174.471	0.453	posner	target_response	correct	left	left	left	36
178.839	0.2	posner	valid_cue	correct	left	n/a	n/a	37
179.039	0.596	posner	target_response	correct	left	left	left	37
186.309	0.2	posner	invalid_cue	correct	left	n/a	n/a	38
186.509	0.584	posner	target_response	correct	left	right	right	38
193.378	0.2	posner	valid_cue	correct	left	n/a	n/a	39
193.578	0.525	posner	target_response	correct	left	left	left	39
197.346	0.2	posner	valid_cue	correct	left	n/a	n/a	40
197.546	0.522	posner	target_response	correct	left	left	left	40
200.314	0.2	posner	valid_cue	correct	left	n/a	n/a	41
200.514	0.526	posner	target_response	correct	left	left	left	41
205.783	0.2	posner	valid_cue	correct	left	n/a	n/a	42
205.983	0.495	posner	target_response	correct	left	left	left	42
213.252	0.2	posner	valid_cue	correct	left	n/a	n/a	43
213.452	0.417	posner	target_response	correct	left	left	left	43
216.52	0.2	posner	invalid_cue	correct	right	n/a	n/a	44
216.72	0.541	posner	target_response	correct	right	left	left	44
224.49	0.2	posner	invalid_cue	correct	left	n/a	n/a	45
224.69	0.593	posner	target_response	correct	left	right	right	45
231.959	0.2	posner	valid_cue	correct	left	n/a	n/a	46
232.159	0.457	posner	target_response	correct	left	left	left	46
235.027	0.2	posner	valid_cue	correct	left	n/a	n/a	47
235.227	0.505	posner	target_response	correct	left	left	left	47
238.195	0.2	posner	invalid_cue	correct	right	n/a	n/a	48
238.395	0.538	posner	target_response	correct	right	left	left	48
241.763	0.2	posner	invalid_cue	correct	right	n/a	n/a	49
