onset	duration	trial_type	response_angle	response_label	block_condition	mentalizing_level	stim_file
2.845	3.154	cue	n/a	n/a	mentalizing	remember	n/a
5.999	5.567	video	n/a	n/a	mentalizing	remember	task-shortvideos/ses-03_run-01_order-11_content-menrunning.mp4
11.664	4.752	rating	23.75	Moderate	mentalizing	remember	n/a
14.298	2.119	rating_mouse_trajectory	23.75	Moderate	mentalizing	remember	n/a
17.083	5.502	video	n/a	n/a	mentalizing	remember	task-shortvideos/ses-03_run-01_order-15_content-giving.mp4
22.652	2.468	rating	178.14	Strongest possible	mentalizing	remember	n/a
23.835	1.285	rating_mouse_trajectory	178.14	Strongest possible	mentalizing	remember	n/a
27.757	5.226	video	n/a	n/a	mentalizing	remember	task-shortvideos/ses-03_run-01_order-10_content-captureflag.mp4
33.039	2.543	rating	28.35	Moderate	mentalizing	remember	n/a
34.406	1.176	rating_mouse_trajectory	28.35	Moderate	mentalizing	remember	n/a
38.074	3.118	cue	n/a	n/a	likeability	n/a	n/a
41.193	5.506	video	n/a	n/a	likeability	n/a	task-shortvideos/ses-03_run-01_order-15_content-giving.mp4
46.761	3.421	rating	63.54	Strong	likeability	n/a	n/a
47.611	2.571	rating_mouse_trajectory	63.54	Strong	likeability	n/a	n/a
51.879	4.07	video	n/a	n/a	likeability	n/a	task-shortvideos/ses-03_run-01_order-05_content-parkour.mp4
56.014	2.168	rating	21.26	Moderate	likeability	n/a	n/a
56.898	1.285	rating_mouse_trajectory	21.26	Moderate	likeability	n/a	n/a
61.148	6.352	video	n/a	n/a	likeability	n/a	task-shortvideos/ses-03_run-01_order-17_content-freesolo.mp4
67.569	1.802	rating	9.01	Weak	likeability	n/a	n/a
68.135	1.235	rating_mouse_trajectory	9.01	Weak	likeability	n/a	n/a
72.587	3.161	cue	n/a	n/a	similarity	n/a	n/a
75.748	4.075	video	n/a	n/a	similarity	n/a	task-shortvideos/ses-03_run-01_order-05_content-parkour.mp4
79.89	2.068	rating	10.76	Moderate	similarity	n/a	n/a
80.757	1.201	rating_mouse_trajectory	10.76	Moderate	similarity	n/a	n/a
85.014	5.572	video	n/a	n/a	similarity	n/a	task-shortvideos/ses-03_run-01_order-20_content-cupstacking.mp4
90.644	1.955	rating	8.84	Weak	similarity	n/a	n/a
91.277	1.322	rating_mouse_trajectory	8.84	Weak	similarity	n/a	n/a
95.769	5.329	video	n/a	n/a	similarity	n/a	task-shortvideos/ses-03_run-01_order-18_content-angrygrandpa.mp4
101.165	3.101	rating	52.28	Strong	similarity	n/a	n/a
102.565	1.701	rating_mouse_trajectory	52.28	Strong	similarity	n/a	n/a
106.2	3.12	cue	n/a	n/a	mentalizing	danger	n/a
109.32	5.3	video	n/a	n/a	mentalizing	danger	task-shortvideos/ses-03_run-01_order-07_content-youth.mp4
114.686	3.468	rating	0.0	No sensation	mentalizing	danger	n/a
117.386	0.768	rating_mouse_trajectory	0.0	No sensation	mentalizing	danger	n/a
119.79	6.35	video	n/a	n/a	mentalizing	danger	task-shortvideos/ses-03_run-01_order-17_content-freesolo.mp4
126.207	2.442	rating	100.78	Strongest possible	mentalizing	danger	n/a
127.491	1.158	rating_mouse_trajectory	100.78	Strongest possible	mentalizing	danger	n/a
131.337	5.112	video	n/a	n/a	mentalizing	danger	task-shortvideos/ses-03_run-01_order-06_content-war.mp4
136.511	2.138	rating	93.42	Very strong	mentalizing	danger	n/a
137.511	1.138	rating_mouse_trajectory	93.42	Very strong	mentalizing	danger	n/a
141.53	3.15	cue	n/a	n/a	likeability	n/a	n/a
144.68	6.837	video	n/a	n/a	likeability	n/a	task-shortvideos/ses-03_run-01_order-04_content-unefille.mp4
151.583	2.101	rating	27.39	Moderate	likeability	n/a	n/a
152.55	1.134	rating_mouse_trajectory	27.39	Moderate	likeability	n/a	n/a
156.679	5.192	video	n/a	n/a	likeability	n/a	task-shortvideos/ses-03_run-01_order-09_content-knifegame.mp4
161.937	2.985	rating	7.34	Weak	likeability	n/a	n/a
162.587	2.335	rating_mouse_trajectory	7.34	Weak	likeability	n/a	n/a
167.015	5.801	video	n/a	n/a	likeability	n/a	task-shortvideos/ses-03_run-01_order-16_content-huggingpets.mp4
172.875	2.191	rating	59.45	Strong	likeability	n/a	n/a
173.525	1.541	rating_mouse_trajectory	59.45	Strong	likeability	n/a	n/a
177.893	3.129	cue	n/a	n/a	similarity	n/a	n/a
181.022	6.193	video	n/a	n/a	similarity	n/a	task-shortvideos/ses-03_run-01_order-08_content-dancewithdeath.mp4
187.28	2.869	rating	40.86	Strong	similarity	n/a	n/a
188.597	1.552	rating_mouse_trajectory	40.86	Strong	similarity	n/a	n/a
192.368	5.8	video	n/a	n/a	similarity	n/a	task-shortvideos/ses-03_run-01_order-16_content-huggingpets.mp4
198.234	1.534	rating	59.63	Strong	similarity	n/a	n/a
199.034	0.734	rating_mouse_trajectory	59.63	Strong	similarity	n/a	n/a
203.316	5.3	video	n/a	n/a	similarity	n/a	task-shortvideos/ses-03_run-01_order-07_content-youth.mp4
208.671	3.861	rating	22.71	Moderate	similarity	n/a	n/a
209.538	2.994	rating_mouse_trajectory	22.71	Moderate	similarity	n/a	n/a
213.706	3.146	cue	n/a	n/a	likeability	n/a	n/a
216.853	5.024	video	n/a	n/a	likeability	n/a	task-shortvideos/ses-03_run-01_order-21_content-iceblock.mp4
221.943	3.123	rating	28.21	Moderate	likeability	n/a	n/a
223.193	1.873	rating_mouse_trajectory	28.21	Moderate	likeability	n/a	n/a
227.046	5.553	video	n/a	n/a	likeability	n/a	task-shortvideos/ses-03_run-01_order-11_content-menrunning.mp4
232.664	2.585	rating	26.67	Moderate	likeability	n/a	n/a
233.38	1.869	rating_mouse_trajectory	26.67	Moderate	likeability	n/a	n/a
237.779	5.039	video	n/a	n/a	likeability	n/a	task-shortvideos/ses-03_run-01_order-01_content-visswar.mp4
242.884	2.368	rating	61.39	Strong	likeability	n/a	n/a
244.184	1.068	rating_mouse_trajectory	61.39	Strong	likeability	n/a	n/a
247.919	3.154	cue	n/a	n/a	mentalizing	tired	n/a
251.074	5.566	video	n/a	n/a	mentalizing	tired	task-shortvideos/ses-03_run-01_order-20_content-cupstacking.mp4
256.706	3.118	rating	0.23	Barely detectable	mentalizing	tired	n/a
