onset	duration	subtask_type	event_type	response_accuracy	cue_location	target_location	participant_response	trial_index
6.19	0.2	posner	valid_cue	correct	left	n/a	n/a	1
6.407	0.448	posner	target_response	correct	left	left	left	1
9.708	0.2	posner	invalid_cue	correct	left	n/a	n/a	2
9.908	0.407	posner	target_response	correct	left	right	right	2
12.809	0.2	posner	invalid_cue	correct	left	n/a	n/a	3
13.009	0.433	posner	target_response	correct	left	right	right	3
17.094	0.2	posner	invalid_cue	correct	left	n/a	n/a	4
17.294	0.445	posner	target_response	correct	left	right	right	4
24.58	0.2	posner	invalid_cue	correct	left	n/a	n/a	5
24.78	0.46	posner	target_response	correct	left	right	right	5
28.715	0.2	posner	valid_cue	correct	left	n/a	n/a	6
28.915	0.498	posner	target_response	correct	left	left	left	6
31.783	0.2	posner	invalid_cue	correct	right	n/a	n/a	7
31.983	0.463	posner	target_response	correct	right	left	left	7
37.051	0.2	posner	valid_cue	correct	left	n/a	n/a	8
37.251	0.398	posner	target_response	correct	left	left	left	8
41.52	0.2	posner	valid_cue	correct	left	n/a	n/a	9
41.72	0.379	posner	target_response	correct	left	left	left	9
44.788	0.2	posner	valid_cue	correct	right	n/a	n/a	10
44.988	0.44	posner	target_response	correct	right	right	right	10
51.157	0.2	posner	invalid_cue	correct	left	n/a	n/a	11
51.357	0.424	posner	target_response	correct	left	right	right	11
54.424	0.2	posner	invalid_cue	correct	left	n/a	n/a	12
54.625	0.49	posner	target_response	correct	left	right	right	12
58.293	0.2	posner	valid_cue	correct	right	n/a	n/a	13
58.493	0.4	posner	target_response	correct	right	right	right	13
61.36	0.2	posner	invalid_cue	correct	left	n/a	n/a	14
61.56	0.429	posner	target_response	correct	left	right	right	14
64.328	0.2	posner	invalid_cue	correct	right	n/a	n/a	15
64.528	0.381	posner	target_response	correct	right	left	left	15
67.596	0.2	posner	invalid_cue	correct	left	n/a	n/a	16
67.796	0.403	posner	target_response	correct	left	right	right	16
71.764	0.2	posner	valid_cue	correct	right	n/a	n/a	17
71.964	0.415	posner	target_response	correct	right	right	right	17
78.133	0.2	posner	invalid_cue	correct	right	n/a	n/a	18
78.333	0.405	posner	target_response	correct	right	left	left	18
83.502	0.2	posner	invalid_cue	correct	left	n/a	n/a	19
83.702	0.417	posner	target_response	correct	left	right	right	19
90.971	0.2	posner	valid_cue	correct	right	n/a	n/a	20
91.172	0.398	posner	target_response	correct	right	right	right	20
95.84	0.2	posner	invalid_cue	correct	left	n/a	n/a	21
96.04	0.419	posner	target_response	correct	left	right	right	21
99.808	0.2	posner	valid_cue	correct	right	n/a	n/a	22
100.008	0.402	posner	target_response	correct	right	right	right	22
104.577	0.2	posner	invalid_cue	correct	right	n/a	n/a	23
104.777	0.377	posner	target_response	correct	right	left	left	23
110.045	0.2	posner	valid_cue	correct	left	n/a	n/a	24
110.245	0.404	posner	target_response	correct	left	left	left	24
114.213	0.2	posner	valid_cue	correct	right	n/a	n/a	25
114.414	0.425	posner	target_response	correct	right	right	right	25
121.683	0.2	posner	invalid_cue	correct	right	n/a	n/a	26
121.883	0.385	posner	target_response	correct	right	left	left	26
129.152	0.2	posner	invalid_cue	correct	right	n/a	n/a	27
129.352	0.371	posner	target_response	correct	right	left	left	27
136.522	0.2	posner	invalid_cue	correct	left	n/a	n/a	28
136.722	0.392	posner	target_response	correct	left	right	right	28
141.29	0.2	posner	invalid_cue	correct	right	n/a	n/a	29
141.49	0.365	posner	target_response	correct	right	left	left	29
148.76	0.2	posner	invalid_cue	correct	right	n/a	n/a	30
148.96	0.411	posner	target_response	correct	right	left	left	30
152.128	0.2	posner	invalid_cue	correct	left	n/a	n/a	31
152.328	0.45	posner	target_response	correct	left	right	right	31
155.195	0.2	posner	invalid_cue	correct	right	n/a	n/a	32
155.395	0.36	posner	target_response	correct	right	left	left	32
159.464	0.2	posner	valid_cue	correct	right	n/a	n/a	33
159.664	0.395	posner	target_response	correct	right	right	right	33
166.933	0.2	posner	invalid_cue	correct	left	n/a	n/a	34
167.133	0.423	posner	target_response	correct	left	right	right	34
174.403	0.2	posner	valid_cue	correct	right	n/a	n/a	35
174.603	0.409	posner	target_response	correct	right	right	right	35
178.571	0.2	posner	valid_cue	correct	right	n/a	n/a	36
178.771	0.341	posner	target_response	correct	right	right	right	36
182.539	0.2	posner	invalid_cue	correct	left	n/a	n/a	37
182.739	0.359	posner	target_response	correct	left	right	right	37
185.707	0.2	posner	invalid_cue	correct	left	n/a	n/a	38
185.907	0.35	posner	target_response	correct	left	right	right	38
191.476	0.2	posner	valid_cue	correct	right	n/a	n/a	39
