onset	duration	trial_type	response_angle	response_label	block_condition	mentalizing_level	stim_file_TODO
2.82	3.203	cue	n/a	n/a	likeability	n/a	n/a
6.023	5.184	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-13_content-wanderers.mp4
11.357	3.352	rating	52.73	Strong	likeability	n/a	n/a
12.474	2.236	rating_mouse_trajectory	52.73	Strong	likeability	n/a	n/a
16.49	6.122	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-14_content-alwaysafamily.mp4
22.711	2.702	rating	138.53	Strongest possible	likeability	n/a	n/a
23.244	2.169	rating_mouse_trajectory	138.53	Strongest possible	likeability	n/a	n/a
27.823	5.844	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-03_content-bestfriendsweating.mp4
33.749	3.369	rating	21.59	Moderate	likeability	n/a	n/a
33.799	3.319	rating_mouse_trajectory	21.59	Moderate	likeability	n/a	n/a
38.784	3.163	cue	n/a	n/a	mentalizing	remember	n/a
41.947	5.557	video	n/a	n/a	mentalizing	remember	task-shortvideo/ses-03_run-01_order-11_content-menrunning.mp4
47.587	3.886	rating	128.8	Strongest possible	mentalizing	remember	n/a
49.97	1.502	rating_mouse_trajectory	128.8	Strongest possible	mentalizing	remember	n/a
52.678	5.497	video	n/a	n/a	mentalizing	remember	task-shortvideo/ses-03_run-01_order-15_content-giving.mp4
58.258	2.786	rating	145.37	Strongest possible	mentalizing	remember	n/a
58.958	2.086	rating_mouse_trajectory	145.37	Strongest possible	mentalizing	remember	n/a
63.359	5.22	video	n/a	n/a	mentalizing	remember	task-shortvideo/ses-03_run-01_order-10_content-captureflag.mp4
68.645	1.669	rating	4.15	Weak	mentalizing	remember	n/a
69.012	1.303	rating_mouse_trajectory	4.15	Weak	mentalizing	remember	n/a
73.68	3.176	cue	n/a	n/a	likeability	n/a	n/a
76.856	6.362	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-17_content-freesolo.mp4
83.3	2.335	rating	24.5	Moderate	likeability	n/a	n/a
83.85	1.785	rating_mouse_trajectory	24.5	Moderate	likeability	n/a	n/a
