onset	duration	trial_type	response_value	stim_file
2.767	148.052	video	n/a	task-alignvideo/ses-03_run-02_order-01_content-planetearth.mp4
153.67	2.793	rating_relevance	40.31	task-alignvideo/ses-03_run-02_order-01_content-planetearth.mp4
158.388	2.5	rating_happy	43.96	task-alignvideo/ses-03_run-02_order-01_content-planetearth.mp4
162.923	2.016	rating_sad	19.17	task-alignvideo/ses-03_run-02_order-01_content-planetearth.mp4
167.691	1.765	rating_afraid	9.38	task-alignvideo/ses-03_run-02_order-01_content-planetearth.mp4
173.16	2.216	rating_disgusted	3.96	task-alignvideo/ses-03_run-02_order-01_content-planetearth.mp4
179.329	3.366	rating_warm	51.98	task-alignvideo/ses-03_run-02_order-01_content-planetearth.mp4
184.464	3.483	rating_engaged	47.19	task-alignvideo/ses-03_run-02_order-01_content-planetearth.mp4
186.016	86.598	video	n/a	task-alignvideo/ses-03_run-02_order-02_content-normativeprosocial3.mp4
275.782	3.129	rating_relevance	32.29	task-alignvideo/ses-03_run-02_order-02_content-normativeprosocial3.mp4
281.217	3.55	rating_happy	66.25	task-alignvideo/ses-03_run-02_order-02_content-normativeprosocial3.mp4
285.419	2.734	rating_sad	53.96	task-alignvideo/ses-03_run-02_order-02_content-normativeprosocial3.mp4
290.354	2.65	rating_afraid	8.02	task-alignvideo/ses-03_run-02_order-02_content-normativeprosocial3.mp4
295.673	2.95	rating_disgusted	54.06	task-alignvideo/ses-03_run-02_order-02_content-normativeprosocial3.mp4
300.824	3.089	rating_warm	64.9	task-alignvideo/ses-03_run-02_order-02_content-normativeprosocial3.mp4
305.576	2.822	rating_engaged	47.5	task-alignvideo/ses-03_run-02_order-02_content-normativeprosocial3.mp4
307.791	196.693	video	n/a	task-alignvideo/ses-03_run-02_order-03_content-heartstop.mp4
509.035	n/a	rating_relevance	n/a	task-alignvideo/ses-03_run-02_order-03_content-heartstop.mp4
509.569	0.016	rating_happy	0.0	task-alignvideo/ses-03_run-02_order-03_content-heartstop.mp4
517.289	2.716	rating_sad	2.4	task-alignvideo/ses-03_run-02_order-03_content-heartstop.mp4
523.107	3.517	rating_afraid	36.67	task-alignvideo/ses-03_run-02_order-03_content-heartstop.mp4
527.776	3.172	rating_disgusted	11.77	task-alignvideo/ses-03_run-02_order-03_content-heartstop.mp4
532.294	2.67	rating_warm	48.65	task-alignvideo/ses-03_run-02_order-03_content-heartstop.mp4
537.496	2.849	rating_engaged	55.42	task-alignvideo/ses-03_run-02_order-03_content-heartstop.mp4
539.68	35.151	video	n/a	task-alignvideo/ses-03_run-02_order-04_content-beachsunrise.mp4
578.261	3.398	rating_relevance	60.31	task-alignvideo/ses-03_run-02_order-04_content-beachsunrise.mp4
583.48	3.599	rating_happy	65.31	task-alignvideo/ses-03_run-02_order-04_content-beachsunrise.mp4
585.631	0.732	rating_sad	0.0	task-alignvideo/ses-03_run-02_order-04_content-beachsunrise.mp4
592.7	2.783	rating_afraid	0.0	task-alignvideo/ses-03_run-02_order-04_content-beachsunrise.mp4
596.568	1.633	rating_disgusted	0.0	task-alignvideo/ses-03_run-02_order-04_content-beachsunrise.mp4
602.454	2.5	rating_warm	67.4	task-alignvideo/ses-03_run-02_order-04_content-beachsunrise.mp4
608.022	3.05	rating_engaged	30.42	task-alignvideo/ses-03_run-02_order-04_content-beachsunrise.mp4
