onset	duration	subtask_type	event_type	response_accuracy	cue_location	target_location	participant_response	trial_index
6.259	0.2	posner	invalid_cue	correct	right	n/a	n/a	1
6.476	0.653	posner	target_response	correct	right	left	left	1
12.962	0.2	posner	valid_cue	correct	left	n/a	n/a	2
13.162	0.574	posner	target_response	correct	left	left	left	2
22.432	0.2	posner	valid_cue	correct	left	n/a	n/a	3
22.632	0.608	posner	target_response	correct	left	left	left	3
31.802	0.2	posner	invalid_cue	correct	left	n/a	n/a	4
32.002	0.608	posner	target_response	correct	left	right	right	4
35.17	0.2	posner	valid_cue	correct	left	n/a	n/a	5
35.37	0.567	posner	target_response	correct	left	left	left	5
41.039	0.2	posner	invalid_cue	correct	left	n/a	n/a	6
41.239	0.791	posner	target_response	correct	left	right	right	6
44.206	0.2	posner	invalid_cue	correct	left	n/a	n/a	7
44.407	1.249	posner	target_response	correct	left	right	right	7
47.875	0.2	posner	invalid_cue	correct	right	n/a	n/a	8
48.075	0.545	posner	target_response	correct	right	left	left	8
52.043	0.2	posner	invalid_cue	correct	right	n/a	n/a	9
52.243	0.409	posner	target_response	correct	right	left	left	9
55.211	0.2	posner	invalid_cue	correct	right	n/a	n/a	10
55.411	0.648	posner	target_response	correct	right	left	left	10
58.979	0.2	posner	valid_cue	correct	right	n/a	n/a	11
59.179	0.356	posner	target_response	correct	right	right	right	11
66.048	0.2	posner	invalid_cue	correct	right	n/a	n/a	12
66.248	0.329	posner	target_response	correct	right	left	left	12
72.117	0.2	posner	valid_cue	correct	left	n/a	n/a	13
72.317	0.357	posner	target_response	correct	left	left	left	13
75.985	0.2	posner	invalid_cue	correct	right	n/a	n/a	14
76.185	0.409	posner	target_response	correct	right	left	left	14
80.153	0.2	posner	invalid_cue	correct	right	n/a	n/a	15
80.353	0.343	posner	target_response	correct	right	left	left	15
87.623	0.2	posner	invalid_cue	correct	left	n/a	n/a	16
87.823	0.466	posner	target_response	correct	left	right	right	16
95.092	0.2	posner	invalid_cue	correct	left	n/a	n/a	17
95.292	0.495	posner	target_response	correct	left	right	right	17
98.96	0.2	posner	invalid_cue	correct	right	n/a	n/a	18
99.16	0.467	posner	target_response	correct	right	left	left	18
106.83	0.2	posner	valid_cue	correct	left	n/a	n/a	19
107.03	0.373	posner	target_response	correct	left	left	left	19
113.299	0.2	posner	valid_cue	correct	left	n/a	n/a	20
113.499	0.383	posner	target_response	correct	left	left	left	20
116.467	0.2	posner	valid_cue	correct	right	n/a	n/a	21
116.667	0.347	posner	target_response	correct	right	right	right	21
123.936	0.2	posner	valid_cue	correct	right	n/a	n/a	22
124.136	0.445	posner	target_response	correct	right	right	right	22
127.004	0.2	posner	invalid_cue	correct	right	n/a	n/a	23
127.204	0.618	posner	target_response	correct	right	left	left	23
129.972	0.2	posner	invalid_cue	correct	left	n/a	n/a	24
130.172	0.738	posner	target_response	correct	left	right	right	24
133.34	0.2	posner	invalid_cue	correct	left	n/a	n/a	25
133.54	0.817	posner	target_response	correct	left	right	right	25
136.508	0.2	posner	invalid_cue	correct	right	n/a	n/a	26
136.708	0.389	posner	target_response	correct	right	left	left	26
143.277	0.2	posner	valid_cue	correct	left	n/a	n/a	27
143.477	0.284	posner	target_response	correct	left	left	left	27
149.946	0.2	posner	invalid_cue	correct	right	n/a	n/a	28
