onset	duration	trial_type	response_angle	response_label	block_condition	mentalizing_level	stim_file
2.817	3.141	cue	n/a	n/a	likeability	n/a	n/a
5.957	5.563	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-11_content-menrunning.mp4
11.603	3.268	rating	58.27	Strong	likeability	n/a	n/a
12.47	2.402	rating_mouse_trajectory	58.27	Strong	likeability	n/a	n/a
16.712	5.034	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-01_content-visswar.mp4
21.807	2.456	rating	35.89	Strong	likeability	n/a	n/a
22.224	2.039	rating_mouse_trajectory	35.89	Strong	likeability	n/a	n/a
26.917	5.012	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-21_content-iceblock.mp4
31.994	2.318	rating	29.72	Strong	likeability	n/a	n/a
32.611	1.702	rating_mouse_trajectory	29.72	Strong	likeability	n/a	n/a
37.013	3.166	cue	n/a	n/a	similarity	n/a	n/a
40.179	6.338	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-17_content-freesolo.mp4
46.583	2.451	rating	6.56	Weak	similarity	n/a	n/a
47.066	1.968	rating_mouse_trajectory	6.56	Weak	similarity	n/a	n/a
51.682	5.839	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-03_content-bestfriendsweating.mp4
57.604	2.385	rating	36.52	Strong	similarity	n/a	n/a
58.087	1.901	rating_mouse_trajectory	36.52	Strong	similarity	n/a	n/a
62.735	5.178	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-13_content-wanderers.mp4
67.974	2.155	rating	19.69	Moderate	similarity	n/a	n/a
68.391	1.739	rating_mouse_trajectory	19.69	Moderate	similarity	n/a	n/a
72.993	3.138	cue	n/a	n/a	likeability	n/a	n/a
76.131	4.998	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-12_content-photography.mp4
81.196	2.051	rating	53.45	Strong	likeability	n/a	n/a
81.896	1.351	rating_mouse_trajectory	53.45	Strong	likeability	n/a	n/a
86.301	5.315	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-18_content-angrygrandpa.mp4
91.683	2.918	rating	19.96	Moderate	likeability	n/a	n/a
92.233	2.368	rating_mouse_trajectory	19.96	Moderate	likeability	n/a	n/a
96.755	5.391	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-19_content-beatbox.mp4
102.204	2.192	rating	101.48	Strongest-possible	likeability	n/a	n/a
103.02	1.375	rating_mouse_trajectory	101.48	Strongest-possible	likeability	n/a	n/a
107.222	3.122	cue	n/a	n/a	similarity	n/a	n/a
110.344	5.219	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-10_content-captureflag.mp4
115.625	2.937	rating	24.08	Moderate	similarity	n/a	n/a
116.025	2.537	rating_mouse_trajectory	24.08	Moderate	similarity	n/a	n/a
120.736	5.043	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-01_content-visswar.mp4
125.846	3.135	rating	17.33	Moderate	similarity	n/a	n/a
126.196	2.785	rating_mouse_trajectory	17.33	Moderate	similarity	n/a	n/a
130.951	5.012	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-12_content-photography.mp4
136.016	2.785	rating	36.05	Strong	similarity	n/a	n/a
136.583	2.218	rating_mouse_trajectory	36.05	Strong	similarity	n/a	n/a
141.052	3.18	cue	n/a	n/a	likeability	n/a	n/a
144.231	5.115	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-06_content-war.mp4
149.405	2.908	rating	8.52	Weak	likeability	n/a	n/a
149.755	2.558	rating_mouse_trajectory	8.52	Weak	likeability	n/a	n/a
154.482	6.197	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-08_content-dancewithdeath.mp4
160.742	4.337	rating	45.58	Strong	likeability	n/a	n/a
161.376	3.704	rating_mouse_trajectory	45.58	Strong	likeability	n/a	n/a
165.856	5.557	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-20_content-cupstacking.mp4
171.48	3.018	rating	78.5	Very-strong	likeability	n/a	n/a
172.063	2.435	rating_mouse_trajectory	78.5	Very-strong	likeability	n/a	n/a
176.498	3.147	cue	n/a	n/a	mentalizing	remember	n/a
179.645	5.557	video	n/a	n/a	mentalizing	remember	task-shortvideo/ses-03_run-01_order-11_content-menrunning.mp4
185.268	4.833	rating	46.9	Strong	mentalizing	remember	n/a
187.051	3.05	rating_mouse_trajectory	46.9	Strong	mentalizing	remember	n/a
190.348	5.224	video	n/a	n/a	mentalizing	remember	task-shortvideo/ses-03_run-01_order-10_content-captureflag.mp4
195.622	2.841	rating	18.14	Moderate	mentalizing	remember	n/a
196.689	1.774	rating_mouse_trajectory	18.14	Moderate	mentalizing	remember	n/a
200.697	5.499	video	n/a	n/a	mentalizing	remember	task-shortvideo/ses-03_run-01_order-15_content-giving.mp4
206.259	2.67	rating	144.38	Strongest-possible	mentalizing	remember	n/a
206.809	2.12	rating_mouse_trajectory	144.38	Strongest-possible	mentalizing	remember	n/a
211.278	3.142	cue	n/a	n/a	likeability	n/a	n/a
214.419	6.829	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-04_content-unefille.mp4
221.331	2.118	rating	33.76	Strong	likeability	n/a	n/a
221.748	1.701	rating_mouse_trajectory	33.76	Strong	likeability	n/a	n/a
226.41	5.792	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-16_content-huggingpets.mp4
232.269	2.353	rating	52.82	Strong	likeability	n/a	n/a
232.736	1.886	rating_mouse_trajectory	52.82	Strong	likeability	n/a	n/a
237.361	5.185	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-09_content-knifegame.mp4
242.606	1.973	rating	31.76	Strong	likeability	n/a	n/a
243.089	1.49	rating_mouse_trajectory	31.76	Strong	likeability	n/a	n/a
247.625	3.144	cue	n/a	n/a	similarity	n/a	n/a
250.769	5.013	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-21_content-iceblock.mp4
255.844	2.602	rating	31.8	Strong	similarity	n/a	n/a
256.611	1.835	rating_mouse_trajectory	31.8	Strong	similarity	n/a	n/a
260.946	6.133	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-14_content-alwaysafamily.mp4
267.149	3.285	rating	39.65	Strong	similarity	n/a	n/a
268.132	2.301	rating_mouse_trajectory	39.65	Strong	similarity	n/a	n/a
272.222	5.507	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-15_content-giving.mp4
277.786	2.677	rating	51.62	Strong	similarity	n/a	n/a
278.302	2.16	rating_mouse_trajectory	51.62	Strong	similarity	n/a	n/a
282.804	3.114	cue	n/a	n/a	likeability	n/a	n/a
285.919	5.227	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-10_content-captureflag.mp4
291.207	1.988	rating	52.42	Strong	likeability	n/a	n/a
291.574	1.622	rating_mouse_trajectory	52.42	Strong	likeability	n/a	n/a
296.363	6.666	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-02_content-HB.mp4
