onset	duration	subtask_type	event_type	value	response_accuracy	stim_file_TODO	participant_response	reaction_time
7.942	1.034	memory	dummy	study_dummy	n/a	task-memory/obj002acorn.png	n/a	n/a
9.993	1.017	memory	dummy	study_dummy	n/a	task-memory/obj005ant.png	n/a	n/a
12.044	1.017	memory	dummy	study_dummy	n/a	task-memory/obj021bed.png	n/a	n/a
14.078	1.017	memory	study	study	n/a	task-memory/obj149jacket.png	n/a	n/a
16.112	1.034	memory	study	study	n/a	task-memory/obj210peacock.png	n/a	n/a
18.163	1.034	memory	study	study	n/a	task-memory/obj133harp.png	n/a	n/a
20.214	1.034	memory	study	study	n/a	task-memory/obj159knot.png	n/a	n/a
22.264	1.017	memory	study	study	n/a	task-memory/obj135heart.png	n/a	n/a
24.298	1.034	memory	study	study	n/a	task-memory/obj230priest.png	n/a	n/a
26.349	1.034	memory	study	study	n/a	task-memory/obj289submarine.png	n/a	n/a
28.4	1.017	memory	study	study	n/a	task-memory/obj194nest.png	n/a	n/a
30.451	1.017	memory	study	study	n/a	task-memory/obj036bread.png	n/a	n/a
32.501	1.017	memory	study	study	n/a	task-memory/obj146igloo.png	n/a	n/a
34.536	1.017	memory	study	study	n/a	task-memory/obj209paperclip.png	n/a	n/a
36.57	1.017	memory	study	study	n/a	task-memory/obj054chain.png	n/a	n/a
38.604	1.017	memory	study	study	n/a	task-memory/obj047can.png	n/a	n/a
40.638	1.017	memory	study	study	n/a	task-memory/obj052carrot.png	n/a	n/a
42.672	1.017	memory	study	study	n/a	task-memory/obj032boot.png	n/a	n/a
44.706	1.017	memory	study	study	n/a	task-memory/obj015bandaid.png	n/a	n/a
46.74	1.017	memory	study	study	n/a	task-memory/obj116genie.png	n/a	n/a
48.774	1.017	memory	study	study	n/a	task-memory/obj073crackers.png	n/a	n/a
50.808	1.017	memory	study	study	n/a	task-memory/obj308toothbrush.png	n/a	n/a
52.842	1.017	memory	study	study	n/a	task-memory/obj130hammock.png	n/a	n/a
54.876	1.017	memory	dummy	study_dummy	n/a	task-memory/obj063city.png	n/a	n/a
56.911	1.017	memory	dummy	study_dummy	n/a	task-memory/obj211peanut.png	n/a	n/a
58.945	1.017	memory	dummy	study_dummy	n/a	task-memory/obj247rollerskate.png	n/a	n/a
71.183	25.0	memory	distraction_math	math	n/a	n/a	n/a	n/a
99.243	25.0	memory	distraction_math	math	n/a	n/a	n/a	n/a
127.303	25.0	memory	distraction_math	math	n/a	n/a	n/a	n/a
155.364	25.0	memory	distraction_math	math	n/a	n/a	n/a	n/a
189.126	1.131	memory	test	test_new	correct	task-memory/obj167lightning.png	new	n/a
191.844	0.873	memory	test	test_new	correct	task-memory/obj191mushroom.png	new	n/a
194.462	0.743	memory	test	test_old	correct	task-memory/obj073crackers.png	old	n/a
197.046	0.866	memory	test	test_new	correct	task-memory/obj093egg.png	new	n/a
199.981	0.666	memory	test	test_old	correct	task-memory/obj135heart.png	old	n/a
202.832	0.632	memory	test	test_old	correct	task-memory/obj146igloo.png	old	n/a
205.649	0.954	memory	test	test_old	correct	task-memory/obj032boot.png	old	n/a
208.584	1.098	memory	test	test_new	correct	task-memory/obj305toaster.png	new	n/a
211.401	0.83	memory	test	test_old	correct	task-memory/obj289submarine.png	old	n/a
214.052	0.776	memory	test	test_old	correct	task-memory/obj159knot.png	old	n/a
216.737	0.869	memory	test	test_new	correct	task-memory/obj296telephone.png	new	n/a
219.288	0.722	memory	test	test_old	correct	task-memory/obj133harp.png	old	n/a
222.105	0.871	memory	test	test_new	correct	task-memory/obj246rockingchair.png	new	n/a
225.057	0.82	memory	test	test_new	correct	task-memory/obj098fan.png	new	n/a
