onset	duration	trial_type	response_angle	response_label	block_condition	mentalizing_level	stim_file_TODO
2.822	3.115	cue	n/a	n/a	mentalizing	remember	n/a
5.938	5.509	video	n/a	n/a	mentalizing	remember	task-shortvideo/ses-03_run-01_order-15_content-giving.mp4
11.542	4.322	rating	83.88	Very strong	mentalizing	remember	n/a
12.275	3.588	rating_mouse_trajectory	83.88	Very strong	mentalizing	remember	n/a
16.623	5.224	video	n/a	n/a	mentalizing	remember	task-shortvideo/ses-03_run-01_order-10_content-captureflag.mp4
21.913	3.335	rating	28.14	Moderate	mentalizing	remember	n/a
23.896	1.352	rating_mouse_trajectory	28.14	Moderate	mentalizing	remember	n/a
27.016	5.551	video	n/a	n/a	mentalizing	remember	task-shortvideo/ses-03_run-01_order-11_content-menrunning.mp4
32.633	1.851	rating	16.95	Moderate	mentalizing	remember	n/a
33.0	1.484	rating_mouse_trajectory	16.95	Moderate	mentalizing	remember	n/a
37.652	3.19	cue	n/a	n/a	likeability	n/a	n/a
40.842	5.105	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-06_content-war.mp4
46.005	2.392	rating	12.8	Moderate	likeability	n/a	n/a
46.422	1.975	rating_mouse_trajectory	12.8	Moderate	likeability	n/a	n/a
51.117	5.563	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-20_content-cupstacking.mp4
56.759	1.938	rating	55.01	Strong	likeability	n/a	n/a
56.809	1.888	rating_mouse_trajectory	55.01	Strong	likeability	n/a	n/a
61.847	6.183	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-08_content-dancewithdeath.mp4
68.096	3.652	rating	45.69	Strong	likeability	n/a	n/a
68.613	3.136	rating_mouse_trajectory	45.69	Strong	likeability	n/a	n/a
73.115	3.115	cue	n/a	n/a	similarity	n/a	n/a
76.23	5.8	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-16_content-huggingpets.mp4
82.085	2.818	rating	25.83	Moderate	similarity	n/a	n/a
82.418	2.485	rating_mouse_trajectory	25.83	Moderate	similarity	n/a	n/a
87.169	5.303	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-07_content-youth.mp4
92.539	2.808	rating	79.88	Very strong	similarity	n/a	n/a
92.806	2.541	rating_mouse_trajectory	79.88	Very strong	similarity	n/a	n/a
97.63	6.183	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-08_content-dancewithdeath.mp4
103.876	1.67	rating	57.12	Strong	similarity	n/a	n/a
104.36	1.187	rating_mouse_trajectory	57.12	Strong	similarity	n/a	n/a
108.895	3.123	cue	n/a	n/a	mentalizing	danger	n/a
112.018	5.297	video	n/a	n/a	mentalizing	danger	task-shortvideo/ses-03_run-01_order-07_content-youth.mp4
117.365	4.285	rating	7.21	Weak	mentalizing	danger	n/a
118.015	3.635	rating_mouse_trajectory	7.21	Weak	mentalizing	danger	n/a
122.506	5.112	video	n/a	n/a	mentalizing	danger	task-shortvideo/ses-03_run-01_order-06_content-war.mp4
127.685	1.584	rating	86.65	Very strong	mentalizing	danger	n/a
128.202	1.068	rating_mouse_trajectory	86.65	Very strong	mentalizing	danger	n/a
132.794	6.353	video	n/a	n/a	mentalizing	danger	task-shortvideo/ses-03_run-01_order-17_content-freesolo.mp4
139.206	3.09	rating	69.23	Very strong	mentalizing	danger	n/a
139.59	2.707	rating_mouse_trajectory	69.23	Very strong	mentalizing	danger	n/a
144.242	3.126	cue	n/a	n/a	likeability	n/a	n/a
147.368	5.296	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-07_content-youth.mp4
152.728	3.369	rating	88.14	Very strong	likeability	n/a	n/a
153.128	2.969	rating_mouse_trajectory	88.14	Very strong	likeability	n/a	n/a
157.876	6.673	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-02_content-HB.mp4
164.616	3.085	rating	4.17	Weak	likeability	n/a	n/a
165.099	2.601	rating_mouse_trajectory	4.17	Weak	likeability	n/a	n/a
169.692	5.228	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-10_content-captureflag.mp4
174.986	2.285	rating	31.58	Strong	likeability	n/a	n/a
175.186	2.085	rating_mouse_trajectory	31.58	Strong	likeability	n/a	n/a
180.005	3.148	cue	n/a	n/a	similarity	n/a	n/a
183.152	5.044	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-01_content-visswar.mp4
188.258	1.739	rating	11.93	Moderate	similarity	n/a	n/a
188.608	1.389	rating_mouse_trajectory	11.93	Moderate	similarity	n/a	n/a
193.353	4.994	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-12_content-photography.mp4
198.412	3.869	rating	14.89	Moderate	similarity	n/a	n/a
198.478	3.802	rating_mouse_trajectory	14.89	Moderate	similarity	n/a	n/a
203.489	5.227	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-10_content-captureflag.mp4
208.782	1.951	rating	23.66	Moderate	similarity	n/a	n/a
209.149	1.584	rating_mouse_trajectory	23.66	Moderate	similarity	n/a	n/a
213.801	3.122	cue	n/a	n/a	mentalizing	tired	n/a
216.923	6.199	video	n/a	n/a	mentalizing	tired	task-shortvideo/ses-03_run-01_order-08_content-dancewithdeath.mp4
223.188	4.569	rating	0.0	No sensation	mentalizing	tired	n/a
224.121	3.635	rating_mouse_trajectory	0.0	No sensation	mentalizing	tired	n/a
228.374	5.557	video	n/a	n/a	mentalizing	tired	task-shortvideo/ses-03_run-01_order-20_content-cupstacking.mp4
233.992	1.922	rating	5.57	Weak	mentalizing	tired	n/a
234.425	1.488	rating_mouse_trajectory	5.57	Weak	mentalizing	tired	n/a
239.088	5.009	video	n/a	n/a	mentalizing	tired	task-shortvideo/ses-03_run-01_order-12_content-photography.mp4
244.162	1.768	rating	26.46	Moderate	mentalizing	tired	n/a
244.612	1.318	rating_mouse_trajectory	26.46	Moderate	mentalizing	tired	n/a
249.197	3.178	cue	n/a	n/a	likeability	n/a	n/a
252.375	5.175	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-13_content-wanderers.mp4
257.617	1.718	rating	27.78	Moderate	likeability	n/a	n/a
257.917	1.418	rating_mouse_trajectory	27.78	Moderate	likeability	n/a	n/a
262.721	5.834	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-03_content-bestfriendsweating.mp4
268.621	2.368	rating	43.7	Strong	likeability	n/a	n/a
269.255	1.734	rating_mouse_trajectory	43.7	Strong	likeability	n/a	n/a
273.734	6.113	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-14_content-alwaysafamily.mp4
279.909	3.488	rating	98.39	Strongest possible	likeability	n/a	n/a
280.409	2.988	rating_mouse_trajectory	98.39	Strongest possible	likeability	n/a	n/a
284.944	3.133	cue	n/a	n/a	mentalizing	heights	n/a
288.077	5.837	video	n/a	n/a	mentalizing	heights	task-shortvideo/ses-03_run-01_order-03_content-bestfriendsweating.mp4
293.981	2.985	rating	2.76	Barely detectable	mentalizing	heights	n/a
294.181	2.785	rating_mouse_trajectory	2.76	Barely detectable	mentalizing	heights	n/a
299.098	5.016	video	n/a	n/a	mentalizing	heights	task-shortvideo/ses-03_run-01_order-21_content-iceblock.mp4
304.184	3.202	rating	5.0	Weak	mentalizing	heights	n/a
304.868	2.518	rating_mouse_trajectory	5.0	Weak	mentalizing	heights	n/a
309.284	5.196	video	n/a	n/a	mentalizing	heights	task-shortvideo/ses-03_run-01_order-09_content-knifegame.mp4
314.538	2.642	rating	1.61	Barely detectable	mentalizing	heights	n/a
314.905	2.275	rating_mouse_trajectory	1.61	Barely detectable	mentalizing	heights	n/a
319.557	3.11	cue	n/a	n/a	similarity	n/a	n/a
322.667	5.496	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-15_content-giving.mp4
328.227	2.403	rating	9.69	Weak	similarity	n/a	n/a
328.693	1.937	rating_mouse_trajectory	9.69	Weak	similarity	n/a	n/a
333.329	6.118	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-14_content-alwaysafamily.mp4
339.514	2.835	rating	15.38	Moderate	similarity	n/a	n/a
339.998	2.351	rating_mouse_trajectory	15.38	Moderate	similarity	n/a	n/a
344.626	5.009	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-21_content-iceblock.mp4
349.701	2.218	rating	80.8	Very strong	similarity	n/a	n/a
350.368	1.551	rating_mouse_trajectory	80.8	Very strong	similarity	n/a	n/a
