onset	duration	trial_type	response_value	rating_type	expression	sex	race	age	stim_file
3.862	1.367	face	n/a	age	disgust	female	WC	old	task-faces/4Disgust_Model2_1Female_1WC_2Old.mp4
5.229	0.9	rating	0.3224	age	disgust	female	WC	old	n/a
5.912	0.217	rating_mouse_trajectory	0.3224	age	disgust	female	WC	old	n/a
7.278	2.069	face	n/a	age	pain	male	African	old	task-faces/7Pain_Model4_2Male_3African_2Old.mp4
9.347	1.017	rating	0.557	age	pain	male	African	old	n/a
10.114	0.25	rating_mouse_trajectory	0.557	age	pain	male	African	old	n/a
11.311	1.32	face	n/a	age	fear	male	EA	old	task-faces/3Fear_Model2_2Male_2EA_2Old.mp4
12.631	1.833	rating	0.286	age	fear	male	EA	old	n/a
12.965	1.5	rating_mouse_trajectory	0.286	age	fear	male	EA	old	n/a
15.579	1.337	face	n/a	age	happy	male	EA	old	task-faces/1Happy_Model1_2Male_2EA_2Old.mp4
16.916	0.6	rating	0.3285	age	happy	male	EA	old	n/a
17.266	0.25	rating_mouse_trajectory	0.3285	age	happy	male	EA	old	n/a
18.865	1.336	face	n/a	age	happy	female	EA	old	task-faces/1Happy_Model5_1Female_2EA_2Old.mp4
20.201	0.967	rating	0.644	age	happy	female	EA	old	n/a
20.918	0.25	rating_mouse_trajectory	0.644	age	happy	female	EA	old	n/a
26.177	1.344	face	n/a	age	anger	male	WC	young	task-faces/5Anger_Model4_2Male_1WC_1Young.mp4
27.52	0.533	rating	0.2698	age	anger	male	WC	young	n/a
27.837	0.217	rating_mouse_trajectory	0.2698	age	anger	male	WC	young	n/a
29.446	1.325	face	n/a	age	happy	male	WC	young	task-faces/1Happy_Model2_2Male_1WC_1Young.mp4
30.772	0.383	rating	0.3103	age	happy	male	WC	young	n/a
30.905	0.25	rating_mouse_trajectory	0.3103	age	happy	male	WC	young	n/a
32.695	1.311	face	n/a	age	disgust	male	WC	old	task-faces/4Disgust_Model3_2Male_1WC_2Old.mp4
34.006	0.9	rating	0.5712	age	disgust	male	WC	old	n/a
34.439	0.467	rating_mouse_trajectory	0.5712	age	disgust	male	WC	old	n/a
35.931	1.31	face	n/a	age	sad	male	WC	young	task-faces/6Sad_Model5_2Male_1WC_1Young.mp4
37.241	0.65	rating	0.3588	age	sad	male	WC	young	n/a
