onset	duration	trial_type	response_x	response_y	situation	context	modality	stim_file_TODO
5.835	10.392	narrative_presentation	n/a	n/a	Supplication	hospital	Text	task-narratives/Narrative1Situation1.txt
16.227	2.867	rating_feeling	1126	558	Supplication	hospital	Text	task-narratives/Narrative1Situation1.txt
17.394	1.7	feeling_mouse_trajectory	1126	558	Supplication	hospital	Text	task-narratives/Narrative1Situation1.txt
20.292	2.483	rating_expectation	838	563	Supplication	hospital	Text	task-narratives/Narrative1Situation1.txt
21.142	1.633	expectation_mouse_trajectory	838	563	Supplication	hospital	Text	task-narratives/Narrative1Situation1.txt
26.359	14.409	narrative_presentation	n/a	n/a	Enmity of kin	forest	Text	task-narratives/Narrative1Situation2.txt
40.768	2.567	rating_feeling	1126	558	Enmity of kin	forest	Text	task-narratives/Narrative1Situation2.txt
41.802	1.533	feeling_mouse_trajectory	1126	558	Enmity of kin	forest	Text	task-narratives/Narrative1Situation2.txt
44.789	2.467	rating_expectation	838	563	Enmity of kin	forest	Text	task-narratives/Narrative1Situation2.txt
45.455	1.8	expectation_mouse_trajectory	838	563	Enmity of kin	forest	Text	task-narratives/Narrative1Situation2.txt
49.851	20.778	narrative_presentation	n/a	n/a	Murderous adultury	hospital	Text	task-narratives/Narrative1Situation3.txt
70.629	2.683	rating_feeling	1126	558	Murderous adultury	hospital	Text	task-narratives/Narrative1Situation3.txt
71.963	1.35	feeling_mouse_trajectory	1126	558	Murderous adultury	hospital	Text	task-narratives/Narrative1Situation3.txt
74.655	1.967	rating_expectation	838	563	Murderous adultury	hospital	Text	task-narratives/Narrative1Situation3.txt
75.589	1.033	expectation_mouse_trajectory	838	563	Murderous adultury	hospital	Text	task-narratives/Narrative1Situation3.txt
81.747	18.427	narrative_presentation	n/a	n/a	Murderous adultury	town	Text	task-narratives/Narrative1Situation4.txt
100.174	1.567	rating_feeling	1126	558	Murderous adultury	town	Text	task-narratives/Narrative1Situation4.txt
101.107	0.633	feeling_mouse_trajectory	1126	558	Murderous adultury	town	Text	task-narratives/Narrative1Situation4.txt
104.191	3.433	rating_expectation	838	563	Murderous adultury	town	Text	task-narratives/Narrative1Situation4.txt
105.074	2.55	expectation_mouse_trajectory	838	563	Murderous adultury	town	Text	task-narratives/Narrative1Situation4.txt
111.258	11.057	narrative_presentation	n/a	n/a	Slaying of kin unrecognized	town	Text	task-narratives/Narrative1Situation5.txt
122.315	1.85	rating_feeling	1126	558	Slaying of kin unrecognized	town	Text	task-narratives/Narrative1Situation5.txt
123.415	0.75	feeling_mouse_trajectory	1126	558	Slaying of kin unrecognized	town	Text	task-narratives/Narrative1Situation5.txt
126.339	1.883	rating_expectation	838	563	Slaying of kin unrecognized	town	Text	task-narratives/Narrative1Situation5.txt
127.072	1.15	expectation_mouse_trajectory	838	563	Slaying of kin unrecognized	town	Text	task-narratives/Narrative1Situation5.txt
131.432	25.129	narrative_presentation	n/a	n/a	Ambition	town	Text	task-narratives/Narrative1Situation6.txt
156.561	2.6	rating_feeling	1126	558	Ambition	town	Text	task-narratives/Narrative1Situation6.txt
157.911	1.25	feeling_mouse_trajectory	1126	558	Ambition	town	Text	task-narratives/Narrative1Situation6.txt
160.578	2.817	rating_expectation	838	563	Ambition	town	Text	task-narratives/Narrative1Situation6.txt
161.561	1.833	expectation_mouse_trajectory	838	563	Ambition	town	Text	task-narratives/Narrative1Situation6.txt
167.662	22.112	narrative_presentation	n/a	n/a	Fatal imprudence	prison	Text	task-narratives/Narrative1Situation7.txt
189.774	2.417	rating_feeling	1126	558	Fatal imprudence	prison	Text	task-narratives/Narrative1Situation7.txt
191.024	1.167	feeling_mouse_trajectory	1126	558	Fatal imprudence	prison	Text	task-narratives/Narrative1Situation7.txt
193.791	2.75	rating_expectation	838	563	Fatal imprudence	prison	Text	task-narratives/Narrative1Situation7.txt
194.391	2.15	expectation_mouse_trajectory	838	563	Fatal imprudence	prison	Text	task-narratives/Narrative1Situation7.txt
198.857	12.391	narrative_presentation	n/a	n/a	Discovery of dishonour of loved one	hospital	Text	task-narratives/Narrative1Situation8.txt
211.248	2.483	rating_feeling	1126	558	Discovery of dishonour of loved one	hospital	Text	task-narratives/Narrative1Situation8.txt
212.415	1.317	feeling_mouse_trajectory	1126	558	Discovery of dishonour of loved one	hospital	Text	task-narratives/Narrative1Situation8.txt
215.272	2.433	rating_expectation	838	563	Discovery of dishonour of loved one	hospital	Text	task-narratives/Narrative1Situation8.txt
