onset	duration	trial_type	response_x	response_y	situation	context	modality	stim_file_TODO
5.833	10.392	narrative_presentation	n/a	n/a	Supplication	hospital	Text	task-narratives/Narrative1Situation1.txt
16.226	3.285	rating_feeling	946	595	Supplication	hospital	Text	n/a
18.509	1.001	feeling_mouse_trajectory	946	595	Supplication	hospital	Text	n/a
20.274	3.968	rating_expectation	842	527	Supplication	hospital	Text	n/a
22.124	2.118	expectation_mouse_trajectory	842	527	Supplication	hospital	Text	n/a
26.341	14.413	narrative_presentation	n/a	n/a	Madness	hospital	Text	task-narratives/Narrative1Situation2.txt
40.754	3.304	rating_feeling	768	513	Madness	hospital	Text	n/a
42.404	1.654	feeling_mouse_trajectory	768	513	Madness	hospital	Text	n/a
44.786	1.819	rating_expectation	686	499	Madness	hospital	Text	n/a
45.436	1.169	expectation_mouse_trajectory	686	499	Madness	hospital	Text	n/a
49.85	20.778	narrative_presentation	n/a	n/a	Murderous adultury	hospital	Text	task-narratives/Narrative1Situation3.txt
70.628	2.01	rating_feeling	745	513	Murderous adultury	hospital	Text	n/a
71.361	1.276	feeling_mouse_trajectory	745	513	Murderous adultury	hospital	Text	n/a
74.645	1.892	rating_expectation	724	485	Murderous adultury	hospital	Text	n/a
75.045	1.492	expectation_mouse_trajectory	724	485	Murderous adultury	hospital	Text	n/a
81.712	18.426	narrative_presentation	n/a	n/a	Recovery of a lost one	town	Text	task-narratives/Narrative1Situation4.txt
100.138	1.918	rating_feeling	708	489	Recovery of a lost one	town	Text	n/a
100.555	1.501	feeling_mouse_trajectory	708	489	Recovery of a lost one	town	Text	n/a
104.156	2.034	rating_expectation	706	496	Recovery of a lost one	town	Text	n/a
104.572	1.618	expectation_mouse_trajectory	706	496	Recovery of a lost one	town	Text	n/a
111.239	11.057	narrative_presentation	n/a	n/a	Slaying of kin unrecognized	town	Text	task-narratives/Narrative1Situation5.txt
122.297	2.874	rating_feeling	721	510	Slaying of kin unrecognized	town	Text	n/a
122.98	2.19	feeling_mouse_trajectory	721	510	Slaying of kin unrecognized	town	Text	n/a
126.314	1.872	rating_expectation	710	488	Slaying of kin unrecognized	town	Text	n/a
126.631	1.556	expectation_mouse_trajectory	710	488	Slaying of kin unrecognized	town	Text	n/a
131.397	25.129	narrative_presentation	n/a	n/a	An enemy loved	town	Text	task-narratives/Narrative1Situation6.txt
156.526	3.983	rating_feeling	679	466	An enemy loved	town	Text	n/a
157.26	3.25	feeling_mouse_trajectory	679	466	An enemy loved	town	Text	n/a
160.552	3.218	rating_expectation	703	499	An enemy loved	town	Text	n/a
160.586	3.185	expectation_mouse_trajectory	703	499	An enemy loved	town	Text	n/a
167.627	22.111	narrative_presentation	n/a	n/a	Fatal imprudence	prison	Text	task-narratives/Narrative1Situation7.txt
189.738	3.185	rating_feeling	1207	521	Fatal imprudence	prison	Text	n/a
190.672	2.251	feeling_mouse_trajectory	1207	521	Fatal imprudence	prison	Text	n/a
193.756	2.001	rating_expectation	748	501	Fatal imprudence	prison	Text	n/a
194.506	1.251	expectation_mouse_trajectory	748	501	Fatal imprudence	prison	Text	n/a
