onset	duration	trial_type	response_value	rating_type	expression	sex	race	age	stim_file
3.84	1.324	face	n/a	intensity	disgust	female	WC	young	task-faces/4Disgust_Model4_1Female_1WC_1Young.mp4
5.164	1.817	rating	0.6137	intensity	disgust	female	WC	young	n/a
5.781	1.2	rating_mouse_trajectory	0.6137	intensity	disgust	female	WC	young	n/a
7.223	1.309	face	n/a	intensity	anger	female	WC	old	task-faces/5Anger_Model2_1Female_1WC_2Old.mp4
8.532	1.117	rating	0.6541	intensity	anger	female	WC	old	n/a
9.565	0.083	rating_mouse_trajectory	0.6541	intensity	anger	female	WC	old	n/a
10.473	1.31	face	n/a	intensity	disgust	male	WC	old	task-faces/4Disgust_Model1_2Male_1WC_2Old.mp4
11.783	1.2	rating	0.5793	intensity	disgust	male	WC	old	n/a
12.833	0.15	rating_mouse_trajectory	0.5793	intensity	disgust	male	WC	old	n/a
14.717	1.317	face	n/a	intensity	anger	female	African	old	task-faces/5Anger_Model4_1Female_3African_2Old.mp4
16.035	0.617	rating	0.4013	intensity	anger	female	African	old	n/a
16.435	0.217	rating_mouse_trajectory	0.4013	intensity	anger	female	African	old	n/a
17.97	1.316	face	n/a	intensity	surprise	male	African	young	task-faces/2Surprise_Model2_2Male_3African_1Young.mp4
19.286	1.533	rating	0.5934	intensity	surprise	male	African	young	n/a
20.653	0.167	rating_mouse_trajectory	0.5934	intensity	surprise	male	African	young	n/a
25.233	1.306	face	n/a	intensity	sad	male	WC	young	task-faces/6Sad_Model4_2Male_1WC_1Young.mp4
26.539	1.4	rating	0.5247	intensity	sad	male	WC	young	n/a
27.839	0.1	rating_mouse_trajectory	0.5247	intensity	sad	male	WC	young	n/a
28.461	1.312	face	n/a	intensity	fear	male	EA	young	task-faces/3Fear_Model5_2Male_2EA_1Young.mp4
29.773	n/a	rating	n/a	intensity	fear	male	EA	young	n/a
n/a	n/a	rating_mouse_trajectory	n/a	intensity	fear	male	EA	young	n/a
31.68	1.311	face	n/a	intensity	fear	male	African	old	task-faces/3Fear_Model3_2Male_3African_2Old.mp4
32.991	0.85	rating	0.5004	intensity	fear	male	African	old	n/a
33.574	0.267	rating_mouse_trajectory	0.5004	intensity	fear	male	African	old	n/a
34.914	1.312	face	n/a	intensity	surprise	male	EA	young	task-faces/2Surprise_Model3_2Male_2EA_1Young.mp4
36.226	0.6	rating	0.5085	intensity	surprise	male	EA	young	n/a
36.659	0.167	rating_mouse_trajectory	0.5085	intensity	surprise	male	EA	young	n/a
38.149	1.311	face	n/a	intensity	anger	male	EA	young	task-faces/5Anger_Model4_2Male_2EA_1Young.mp4
39.46	0.583	rating	0.5206	intensity	anger	male	EA	young	n/a
39.927	0.117	rating_mouse_trajectory	0.5206	intensity	anger	male	EA	young	n/a
43.366	2.046	face	n/a	intensity	pleasure	female	WC	young	task-faces/8Pleasure_Model2_1Female_1WC_1Young.mp4
45.412	0.75	rating	0.4943	intensity	pleasure	female	WC	young	n/a
46.079	0.083	rating_mouse_trajectory	0.4943	intensity	pleasure	female	WC	young	n/a
48.332	1.315	face	n/a	intensity	happy	male	African	old	task-faces/1Happy_Model2_2Male_3African_2Old.mp4
49.647	1.633	rating	0.4883	intensity	happy	male	African	old	n/a
50.714	0.567	rating_mouse_trajectory	0.4883	intensity	happy	male	African	old	n/a
53.566	1.317	face	n/a	intensity	happy	male	WC	young	task-faces/1Happy_Model4_2Male_1WC_1Young.mp4
54.882	n/a	rating	n/a	intensity	happy	male	WC	young	n/a
n/a	n/a	rating_mouse_trajectory	n/a	intensity	happy	male	WC	young	n/a
57.799	1.318	face	n/a	intensity	disgust	male	WC	young	task-faces/4Disgust_Model1_2Male_1WC_1Young.mp4
59.117	0.567	rating	0.5004	intensity	disgust	male	WC	young	n/a
59.634	0.05	rating_mouse_trajectory	0.5004	intensity	disgust	male	WC	young	n/a
62.024	1.311	face	n/a	intensity	fear	female	EA	young	task-faces/3Fear_Model5_1Female_2EA_1Young.mp4
63.336	0.633	rating	0.5166	intensity	fear	female	EA	young	n/a
63.869	0.1	rating_mouse_trajectory	0.5166	intensity	fear	female	EA	young	n/a
66.259	1.328	face	n/a	intensity	disgust	female	EA	young	task-faces/4Disgust_Model3_1Female_2EA_1Young.mp4
67.587	0.533	rating	0.5085	intensity	disgust	female	EA	young	n/a
67.971	0.15	rating_mouse_trajectory	0.5085	intensity	disgust	female	EA	young	n/a
70.51	1.329	face	n/a	intensity	disgust	male	African	young	task-faces/4Disgust_Model3_2Male_3African_1Young.mp4
71.839	1.317	rating	0.5328	intensity	disgust	male	African	young	n/a
72.255	0.9	rating_mouse_trajectory	0.5328	intensity	disgust	male	African	young	n/a
74.763	1.311	face	n/a	intensity	sad	female	WC	young	task-faces/6Sad_Model3_1Female_1WC_1Young.mp4
76.074	1.483	rating	0.468	intensity	sad	female	WC	young	n/a
77.574	-0.017	rating_mouse_trajectory	0.468	intensity	sad	female	WC	young	n/a
80.997	2.046	face	n/a	intensity	pain	female	African	young	task-faces/7Pain_Model2_1Female_3African_1Young.mp4
83.043	1.467	rating	0.5004	intensity	pain	female	African	young	n/a
83.476	1.033	rating_mouse_trajectory	0.5004	intensity	pain	female	African	young	n/a
84.966	1.312	face	n/a	intensity	disgust	female	African	old	task-faces/4Disgust_Model1_1Female_3African_2Old.mp4
86.278	1.017	rating	0.5024	intensity	disgust	female	African	old	n/a
86.811	0.483	rating_mouse_trajectory	0.5024	intensity	disgust	female	African	old	n/a
89.201	2.045	face	n/a	intensity	pain	male	EA	young	task-faces/7Pain_Model5_2Male_2EA_1Young.mp4
91.246	0.833	rating	0.5692	intensity	pain	male	EA	young	n/a
91.763	0.317	rating_mouse_trajectory	0.5692	intensity	pain	male	EA	young	n/a
93.165	2.049	face	n/a	intensity	pleasure	male	EA	young	task-faces/8Pleasure_Model5_2Male_2EA_1Young.mp4
95.214	1.3	rating	0.5692	intensity	pleasure	male	EA	young	n/a
95.664	0.85	rating_mouse_trajectory	0.5692	intensity	pleasure	male	EA	young	n/a
98.132	1.317	face	n/a	intensity	fear	female	WC	young	task-faces/3Fear_Model1_1Female_1WC_1Young.mp4
99.449	0.817	rating	0.5894	intensity	fear	female	WC	young	n/a
