onset	duration	trial_type	response_value	stim_file
2.765	142.365	video	n/a	task-alignvideo/ses-01_run-04_order-01_content-beatbox.mp4
149.666	n/a	rating_relevance	n/a	n/a
154.701	n/a	rating_happy	n/a	n/a
159.719	n/a	rating_sad	n/a	n/a
164.738	n/a	rating_afraid	n/a	n/a
169.773	n/a	rating_disgusted	n/a	n/a
174.808	n/a	rating_warm	n/a	n/a
179.843	n/a	rating_engaged	n/a	n/a
180.375	339.068	video	n/a	task-alignvideo/ses-01_run-04_order-02_content-angrygrandpa.mp4
523.988	n/a	rating_relevance	n/a	n/a
529.024	n/a	rating_happy	n/a	n/a
534.059	n/a	rating_sad	n/a	n/a
539.094	n/a	rating_afraid	n/a	n/a
544.113	n/a	rating_disgusted	n/a	n/a
549.131	n/a	rating_warm	n/a	n/a
554.166	n/a	rating_engaged	n/a	n/a
