onset	duration	trial_type	response_angle	response_label	block_condition	mentalizing_level	stim_file
2.819	3.113	cue	n/a	n/a	likeability	n/a	n/a
5.932	5.508	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-15_content-giving.mp4
11.539	2.184	rating	50.19	Strong	likeability	n/a	n/a
12.206	1.518	rating_mouse_trajectory	50.19	Strong	likeability	n/a	n/a
16.654	6.352	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-17_content-freesolo.mp4
23.077	2.185	rating	62.52	Strong	likeability	n/a	n/a
23.577	1.685	rating_mouse_trajectory	62.52	Strong	likeability	n/a	n/a
28.186	4.077	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-05_content-parkour.mp4
32.33	1.651	rating	45.17	Strong	likeability	n/a	n/a
32.913	1.068	rating_mouse_trajectory	45.17	Strong	likeability	n/a	n/a
37.365	3.145	cue	n/a	n/a	similarity	n/a	n/a
40.511	6.345	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-17_content-freesolo.mp4
46.919	1.904	rating	36.04	Strong	similarity	n/a	n/a
47.286	1.537	rating_mouse_trajectory	36.04	Strong	similarity	n/a	n/a
52.042	5.165	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-13_content-wanderers.mp4
57.273	1.534	rating	24.44	Moderate	similarity	n/a	n/a
57.756	1.051	rating_mouse_trajectory	24.44	Moderate	similarity	n/a	n/a
62.367	5.838	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-03_content-bestfriendsweating.mp4
68.26	1.696	rating	20.36	Moderate	similarity	n/a	n/a
68.727	1.23	rating_mouse_trajectory	20.36	Moderate	similarity	n/a	n/a
73.279	3.185	cue	n/a	n/a	likeability	n/a	n/a
76.464	5.109	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-06_content-war.mp4
81.632	1.624	rating	14.37	Moderate	likeability	n/a	n/a
82.082	1.174	rating_mouse_trajectory	14.37	Moderate	likeability	n/a	n/a
86.747	5.559	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-20_content-cupstacking.mp4
92.369	1.487	rating	51.05	Strong	likeability	n/a	n/a
92.719	1.137	rating_mouse_trajectory	51.05	Strong	likeability	n/a	n/a
97.444	6.196	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-08_content-dancewithdeath.mp4
103.707	1.617	rating	35.34	Strong	likeability	n/a	n/a
104.473	0.851	rating_mouse_trajectory	35.34	Strong	likeability	n/a	n/a
108.725	3.125	cue	n/a	n/a	mentalizing	remember	n/a
111.85	5.228	video	n/a	n/a	mentalizing	remember	task-shortvideo/ses-03_run-01_order-10_content-captureflag.mp4
117.128	3.461	rating	20.5	Moderate	mentalizing	remember	n/a
118.928	1.661	rating_mouse_trajectory	20.5	Moderate	mentalizing	remember	n/a
122.237	5.563	video	n/a	n/a	mentalizing	remember	task-shortvideo/ses-03_run-01_order-11_content-menrunning.mp4
127.866	2.351	rating	9.63	Weak	mentalizing	remember	n/a
128.799	1.418	rating_mouse_trajectory	9.63	Weak	mentalizing	remember	n/a
132.937	5.503	video	n/a	n/a	mentalizing	remember	task-shortvideo/ses-03_run-01_order-15_content-giving.mp4
138.503	1.353	rating	109.23	Strongest-possible	mentalizing	remember	n/a
138.82	1.036	rating_mouse_trajectory	109.23	Strongest-possible	mentalizing	remember	n/a
143.538	3.146	cue	n/a	n/a	similarity	n/a	n/a
146.684	5.558	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-11_content-menrunning.mp4
152.325	2.101	rating	47.36	Strong	similarity	n/a	n/a
153.042	1.384	rating_mouse_trajectory	47.36	Strong	similarity	n/a	n/a
157.42	5.186	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-09_content-knifegame.mp4
162.662	1.277	rating	15.44	Moderate	similarity	n/a	n/a
163.062	0.877	rating_mouse_trajectory	15.44	Moderate	similarity	n/a	n/a
167.732	5.391	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-19_content-beatbox.mp4
173.183	1.507	rating	17.27	Moderate	similarity	n/a	n/a
173.716	0.973	rating_mouse_trajectory	17.27	Moderate	similarity	n/a	n/a
178.218	3.122	cue	n/a	n/a	likeability	n/a	n/a
181.34	5.8	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-16_content-huggingpets.mp4
187.205	1.451	rating	55.83	Strong	likeability	n/a	n/a
187.471	1.185	rating_mouse_trajectory	55.83	Strong	likeability	n/a	n/a
192.312	5.179	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-09_content-knifegame.mp4
197.558	1.367	rating	4.36	Weak	likeability	n/a	n/a
197.858	1.067	rating_mouse_trajectory	4.36	Weak	likeability	n/a	n/a
202.662	6.844	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-04_content-unefille.mp4
209.563	2.201	rating	58.61	Strong	likeability	n/a	n/a
209.963	1.801	rating_mouse_trajectory	58.61	Strong	likeability	n/a	n/a
214.598	3.116	cue	n/a	n/a	mentalizing	danger	n/a
217.714	5.304	video	n/a	n/a	mentalizing	danger	task-shortvideo/ses-03_run-01_order-07_content-youth.mp4
223.085	2.785	rating	7.13	Weak	mentalizing	danger	n/a
224.835	1.035	rating_mouse_trajectory	7.13	Weak	mentalizing	danger	n/a
228.213	5.127	video	n/a	n/a	mentalizing	danger	task-shortvideo/ses-03_run-01_order-06_content-war.mp4
233.405	1.968	rating	106.47	Strongest-possible	mentalizing	danger	n/a
233.788	1.584	rating_mouse_trajectory	106.47	Strongest-possible	mentalizing	danger	n/a
238.515	6.358	video	n/a	n/a	mentalizing	danger	task-shortvideo/ses-03_run-01_order-17_content-freesolo.mp4
244.926	1.547	rating	12.8	Moderate	mentalizing	danger	n/a
245.043	1.43	rating_mouse_trajectory	12.8	Moderate	mentalizing	danger	n/a
249.961	3.138	cue	n/a	n/a	similarity	n/a	n/a
253.099	5.007	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-12_content-photography.mp4
258.164	2.018	rating	19.98	Moderate	similarity	n/a	n/a
258.831	1.351	rating_mouse_trajectory	19.98	Moderate	similarity	n/a	n/a
263.276	5.046	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-01_content-visswar.mp4
268.385	2.201	rating	18.0	Moderate	similarity	n/a	n/a
268.585	2.001	rating_mouse_trajectory	18.0	Moderate	similarity	n/a	n/a
273.463	5.226	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-10_content-captureflag.mp4
278.755	2.118	rating	34.7	Strong	similarity	n/a	n/a
279.122	1.751	rating_mouse_trajectory	34.7	Strong	similarity	n/a	n/a
283.791	3.151	cue	n/a	n/a	mentalizing	tired	n/a
286.941	5.565	video	n/a	n/a	mentalizing	tired	task-shortvideo/ses-03_run-01_order-20_content-cupstacking.mp4
292.56	2.345	rating	7.64	Weak	mentalizing	tired	n/a
293.377	1.529	rating_mouse_trajectory	7.64	Weak	mentalizing	tired	n/a
297.643	6.196	video	n/a	n/a	mentalizing	tired	task-shortvideo/ses-03_run-01_order-08_content-dancewithdeath.mp4
303.898	1.791	rating	2.07	Barely-detectable	mentalizing	tired	n/a
