onset	duration	subtask_type	event_type	response_accuracy	cue_location	target_location	button_press	trial_index
6.157	0.2	posner	valid_cue	correct	right	n/a	n/a	1
6.374	0.401	posner	target_response	correct	right	right	right	1
9.575	0.2	posner	invalid_cue	correct	right	n/a	n/a	2
9.775	0.357	posner	target_response	correct	right	left	left	2
12.643	0.2	posner	invalid_cue	correct	left	n/a	n/a	3
12.843	0.329	posner	target_response	correct	left	right	right	3
16.911	0.2	posner	valid_cue	correct	left	n/a	n/a	4
17.111	0.347	posner	target_response	correct	left	left	left	4
24.38	0.2	posner	valid_cue	correct	right	n/a	n/a	5
24.58	0.401	posner	target_response	correct	right	right	right	5
28.448	0.2	posner	invalid_cue	correct	right	n/a	n/a	6
28.649	0.411	posner	target_response	correct	right	left	left	6
31.516	0.2	posner	valid_cue	correct	right	n/a	n/a	7
31.716	0.438	posner	target_response	correct	right	right	right	7
36.785	0.2	posner	invalid_cue	correct	right	n/a	n/a	8
36.985	0.363	posner	target_response	correct	right	left	left	8
41.253	0.2	posner	invalid_cue	incorrect	left	n/a	n/a	9
41.453	0.368	posner	target_response	incorrect	left	right	left	9
44.521	0.2	posner	invalid_cue	correct	right	n/a	n/a	10
44.721	0.39	posner	target_response	correct	right	left	left	10
50.89	0.2	posner	invalid_cue	correct	right	n/a	n/a	11
51.09	0.369	posner	target_response	correct	right	left	left	11
54.158	0.2	posner	valid_cue	correct	right	n/a	n/a	12
54.358	0.317	posner	target_response	correct	right	right	right	12
58.026	0.2	posner	valid_cue	correct	left	n/a	n/a	13
58.226	0.326	posner	target_response	correct	left	left	left	13
61.094	0.2	posner	invalid_cue	correct	left	n/a	n/a	14
61.294	0.38	posner	target_response	correct	left	right	right	14
64.062	0.2	posner	valid_cue	correct	left	n/a	n/a	15
64.262	0.305	posner	target_response	correct	left	left	left	15
67.33	0.2	posner	valid_cue	correct	right	n/a	n/a	16
67.53	0.293	posner	target_response	correct	right	right	right	16
71.498	0.2	posner	valid_cue	correct	right	n/a	n/a	17
71.698	0.359	posner	target_response	correct	right	right	right	17
78.367	0.2	posner	invalid_cue	correct	left	n/a	n/a	18
78.567	0.355	posner	target_response	correct	left	right	right	18
83.736	0.2	posner	valid_cue	correct	left	n/a	n/a	19
83.936	0.34	posner	target_response	correct	left	left	left	19
91.205	0.2	posner	valid_cue	correct	right	n/a	n/a	20
91.405	0.295	posner	target_response	correct	right	right	right	20
96.074	0.2	posner	valid_cue	correct	right	n/a	n/a	21
96.274	0.295	posner	target_response	correct	right	right	right	21
100.042	0.2	posner	valid_cue	correct	left	n/a	n/a	22
100.242	0.274	posner	target_response	correct	left	left	left	22
104.81	0.2	posner	invalid_cue	correct	right	n/a	n/a	23
105.01	0.361	posner	target_response	correct	right	left	left	23
110.279	0.2	posner	invalid_cue	correct	left	n/a	n/a	24
110.479	0.346	posner	target_response	correct	left	right	right	24
114.447	0.2	posner	valid_cue	correct	left	n/a	n/a	25
114.647	0.325	posner	target_response	correct	left	left	left	25
121.917	0.2	posner	valid_cue	correct	left	n/a	n/a	26
122.117	0.385	posner	target_response	correct	left	left	left	26
129.386	0.2	posner	invalid_cue	correct	left	n/a	n/a	27
129.586	0.38	posner	target_response	correct	left	right	right	27
136.756	0.2	posner	invalid_cue	correct	right	n/a	n/a	28
136.956	0.334	posner	target_response	correct	right	left	left	28
141.024	0.2	posner	invalid_cue	correct	right	n/a	n/a	29
141.224	0.351	posner	target_response	correct	right	left	left	29
148.493	0.2	posner	valid_cue	correct	right	n/a	n/a	30
148.693	0.365	posner	target_response	correct	right	right	right	30
151.861	0.2	posner	invalid_cue	correct	left	n/a	n/a	31
152.061	0.37	posner	target_response	correct	left	right	right	31
154.929	0.2	posner	invalid_cue	correct	right	n/a	n/a	32
155.129	0.359	posner	target_response	correct	right	left	left	32
159.197	0.2	posner	valid_cue	correct	right	n/a	n/a	33
159.397	0.333	posner	target_response	correct	right	right	right	33
166.667	0.2	posner	invalid_cue	correct	left	n/a	n/a	34
166.867	0.392	posner	target_response	correct	left	right	right	34
174.136	0.2	posner	valid_cue	correct	right	n/a	n/a	35
174.336	0.341	posner	target_response	correct	right	right	right	35
178.304	0.2	posner	valid_cue	correct	right	n/a	n/a	36
178.504	0.341	posner	target_response	correct	right	right	right	36
182.272	0.2	posner	valid_cue	correct	right	n/a	n/a	37
182.473	0.362	posner	target_response	correct	right	right	right	37
185.44	0.2	posner	invalid_cue	correct	left	n/a	n/a	38
185.64	0.375	posner	target_response	correct	left	right	right	38
191.209	0.2	posner	invalid_cue	correct	left	n/a	n/a	39
191.409	0.406	posner	target_response	correct	left	right	right	39
194.177	0.2	posner	invalid_cue	correct	right	n/a	n/a	40
194.377	0.395	posner	target_response	correct	right	left	left	40
198.445	0.2	posner	invalid_cue	correct	left	n/a	n/a	41
198.645	0.324	posner	target_response	correct	left	right	right	41
201.513	0.2	posner	valid_cue	correct	left	n/a	n/a	42
201.713	0.37	posner	target_response	correct	left	left	left	42
208.982	0.2	posner	valid_cue	correct	right	n/a	n/a	43
209.183	0.354	posner	target_response	correct	right	right	right	43
213.551	0.2	posner	invalid_cue	correct	right	n/a	n/a	44
213.751	0.364	posner	target_response	correct	right	left	left	44
217.819	0.2	posner	valid_cue	correct	left	n/a	n/a	45
218.019	0.341	posner	target_response	correct	left	left	left	45
221.087	0.2	posner	valid_cue	correct	left	n/a	n/a	46
221.287	0.349	posner	target_response	correct	left	left	left	46
226.656	0.2	posner	valid_cue	correct	left	n/a	n/a	47
226.856	0.337	posner	target_response	correct	left	left	left	47
234.625	0.2	posner	valid_cue	correct	left	n/a	n/a	48
234.825	0.424	posner	target_response	correct	left	left	left	48
238.193	0.2	posner	valid_cue	correct	right	n/a	n/a	49
238.393	0.433	posner	target_response	correct	right	right	right	49
243.962	0.2	posner	valid_cue	correct	right	n/a	n/a	50
244.162	0.389	posner	target_response	correct	right	right	right	50
251.432	0.2	posner	invalid_cue	correct	right	n/a	n/a	51
251.632	0.377	posner	target_response	correct	right	left	left	51
