onset	duration	trial_type	response_value	stim_file_TODO
2.766	105.982	video	n/a	task-alignvideo/ses-03_run-03_order-01_content-normativeprosocial2.mp4
110.662	1.87	rating_relevance	23.54	task-alignvideo/ses-03_run-03_order-01_content-normativeprosocial2.mp4
115.331	1.514	rating_happy	51.35	task-alignvideo/ses-03_run-03_order-01_content-normativeprosocial2.mp4
119.082	0.249	rating_sad	0.0	task-alignvideo/ses-03_run-03_order-01_content-normativeprosocial2.mp4
124.801	0.949	rating_afraid	0.0	task-alignvideo/ses-03_run-03_order-01_content-normativeprosocial2.mp4
129.853	0.982	rating_disgusted	16.15	task-alignvideo/ses-03_run-03_order-01_content-normativeprosocial2.mp4
134.755	0.866	rating_warm	0.0	task-alignvideo/ses-03_run-03_order-01_content-normativeprosocial2.mp4
139.773	0.866	rating_engaged	31.04	task-alignvideo/ses-03_run-03_order-01_content-normativeprosocial2.mp4
143.94	74.825	video	n/a	task-alignvideo/ses-03_run-03_order-02_content-normativeprosocial1.mp4
220.803	2.005	rating_relevance	18.85	task-alignvideo/ses-03_run-03_order-02_content-normativeprosocial1.mp4
225.855	2.033	rating_happy	20.62	task-alignvideo/ses-03_run-03_order-02_content-normativeprosocial1.mp4
231.091	2.251	rating_sad	50.73	task-alignvideo/ses-03_run-03_order-02_content-normativeprosocial1.mp4
234.859	1.006	rating_afraid	0.0	task-alignvideo/ses-03_run-03_order-02_content-normativeprosocial1.mp4
240.594	1.719	rating_disgusted	66.88	task-alignvideo/ses-03_run-03_order-02_content-normativeprosocial1.mp4
244.746	0.849	rating_warm	0.0	task-alignvideo/ses-03_run-03_order-02_content-normativeprosocial1.mp4
250.881	1.966	rating_engaged	48.75	task-alignvideo/ses-03_run-03_order-02_content-normativeprosocial1.mp4
253.948	196.917	video	n/a	task-alignvideo/ses-03_run-03_order-03_content-stardust.mp4
452.206	1.301	rating_relevance	0.0	task-alignvideo/ses-03_run-03_order-03_content-stardust.mp4
457.692	1.782	rating_happy	34.9	task-alignvideo/ses-03_run-03_order-03_content-stardust.mp4
461.21	0.281	rating_sad	0.0	task-alignvideo/ses-03_run-03_order-03_content-stardust.mp4
468.212	2.265	rating_afraid	15.21	task-alignvideo/ses-03_run-03_order-03_content-stardust.mp4
471.847	0.882	rating_disgusted	0.0	task-alignvideo/ses-03_run-03_order-03_content-stardust.mp4
477.533	1.55	rating_warm	32.71	task-alignvideo/ses-03_run-03_order-03_content-stardust.mp4
482.784	1.783	rating_engaged	45.31	task-alignvideo/ses-03_run-03_order-03_content-stardust.mp4
