onset	duration	subtask_type	event_type	value	response_accuracy	stim_file	participant_response	reaction_time
8.031	1.017	memory	dummy	study_dummy	n/a	task-memory/obj137helicopter.png	n/a	n/a
10.065	1.017	memory	dummy	study_dummy	n/a	task-memory/obj164lemon.png	n/a	n/a
12.1	1.017	memory	dummy	study_dummy	n/a	task-memory/obj182microscope.png	n/a	n/a
14.134	1.017	memory	study	study	n/a	task-memory/obj270skeleton.png	n/a	n/a
16.168	1.017	memory	study	study	n/a	task-memory/obj273sled.png	n/a	n/a
18.202	1.017	memory	study	study	n/a	task-memory/obj303tiger.png	n/a	n/a
20.236	1.017	memory	study	study	n/a	task-memory/obj187motorcycle.png	n/a	n/a
22.27	1.017	memory	study	study	n/a	task-memory/obj117ghost.png	n/a	n/a
24.304	1.017	memory	study	study	n/a	task-memory/obj135heart.png	n/a	n/a
26.338	1.017	memory	study	study	n/a	task-memory/obj195net.png	n/a	n/a
28.372	1.017	memory	study	study	n/a	task-memory/obj103fire.png	n/a	n/a
30.406	1.034	memory	study	study	n/a	task-memory/obj336wheelchair.png	n/a	n/a
32.457	1.034	memory	study	study	n/a	task-memory/obj129hammer.png	n/a	n/a
34.508	1.034	memory	study	study	n/a	task-memory/obj237radio.png	n/a	n/a
36.559	1.034	memory	study	study	n/a	task-memory/obj170lipstick.png	n/a	n/a
38.609	1.034	memory	study	study	n/a	task-memory/obj320umbrella.png	n/a	n/a
40.66	1.017	memory	study	study	n/a	task-memory/obj151puzzle.png	n/a	n/a
42.711	1.017	memory	study	study	n/a	task-memory/obj280sofa.png	n/a	n/a
44.762	1.017	memory	study	study	n/a	task-memory/obj078dentist.png	n/a	n/a
46.813	1.017	memory	study	study	n/a	task-memory/obj292sword.png	n/a	n/a
48.847	1.017	memory	study	study	n/a	task-memory/obj188mountain.png	n/a	n/a
50.881	1.017	memory	study	study	n/a	task-memory/obj265shoe.png	n/a	n/a
52.915	1.017	memory	study	study	n/a	task-memory/obj106flashlight.png	n/a	n/a
54.949	1.017	memory	dummy	study_dummy	n/a	task-memory/obj219pillow.png	n/a	n/a
56.983	1.017	memory	dummy	study_dummy	n/a	task-memory/obj227plug.png	n/a	n/a
59.017	1.017	memory	dummy	study_dummy	n/a	task-memory/obj255sailor.png	n/a	n/a
71.188	25.0	memory	distraction_math	math	n/a	n/a	n/a	n/a
99.249	25.0	memory	distraction_math	math	n/a	n/a	n/a	n/a
