onset	duration	trial_type	response_angle	response_label	block_condition	mentalizing_level	stim_file_TODO
2.821	3.159	cue	n/a	n/a	likeability	n/a	n/a
5.98	5.162	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-13_content-wanderers.mp4
11.224	3.835	rating	26.77	Moderate	likeability	n/a	n/a
12.091	2.968	rating_mouse_trajectory	26.77	Moderate	likeability	n/a	n/a
16.326	5.836	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-03_content-bestfriendsweating.mp4
22.228	2.135	rating	11.08	Moderate	likeability	n/a	n/a
22.628	1.735	rating_mouse_trajectory	11.08	Moderate	likeability	n/a	n/a
27.339	6.12	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-14_content-alwaysafamily.mp4
33.516	2.576	rating	160.88	Strongest possible	likeability	n/a	n/a
34.083	2.009	rating_mouse_trajectory	160.88	Strongest possible	likeability	n/a	n/a
38.551	3.159	cue	n/a	n/a	similarity	n/a	n/a
41.71	5.565	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-20_content-cupstacking.mp4
47.338	1.604	rating	5.11	Weak	similarity	n/a	n/a
47.671	1.271	rating_mouse_trajectory	5.11	Weak	similarity	n/a	n/a
52.445	4.081	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-05_content-parkour.mp4
56.608	1.784	rating	7.92	Weak	similarity	n/a	n/a
57.275	1.118	rating_mouse_trajectory	7.92	Weak	similarity	n/a	n/a
61.721	5.325	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-18_content-angrygrandpa.mp4
67.112	2.652	rating	9.77	Weak	similarity	n/a	n/a
67.529	2.235	rating_mouse_trajectory	9.77	Weak	similarity	n/a	n/a
72.13	3.124	cue	n/a	n/a	likeability	n/a	n/a
75.254	5.797	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-16_content-huggingpets.mp4
81.117	1.518	rating	39.75	Strong	likeability	n/a	n/a
81.817	0.818	rating_mouse_trajectory	39.75	Strong	likeability	n/a	n/a
86.22	6.839	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-04_content-unefille.mp4
93.122	2.837	rating	159.52	Strongest possible	likeability	n/a	n/a
93.622	2.337	rating_mouse_trajectory	159.52	Strongest possible	likeability	n/a	n/a
98.216	5.193	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-09_content-knifegame.mp4
103.475	1.968	rating	19.57	Moderate	likeability	n/a	n/a
103.875	1.568	rating_mouse_trajectory	19.57	Moderate	likeability	n/a	n/a
108.494	3.124	cue	n/a	n/a	mentalizing	remember	n/a
111.618	5.229	video	n/a	n/a	mentalizing	remember	task-shortvideo/ses-03_run-01_order-10_content-captureflag.mp4
116.914	4.569	rating	9.0	Weak	mentalizing	remember	n/a
117.747	3.735	rating_mouse_trajectory	9.0	Weak	mentalizing	remember	n/a
122.104	5.555	video	n/a	n/a	mentalizing	remember	task-shortvideo/ses-03_run-01_order-11_content-menrunning.mp4
127.718	3.374	rating	80.58	Very strong	mentalizing	remember	n/a
128.568	2.524	rating_mouse_trajectory	80.58	Very strong	mentalizing	remember	n/a
132.796	5.496	video	n/a	n/a	mentalizing	remember	task-shortvideo/ses-03_run-01_order-15_content-giving.mp4
138.355	2.37	rating	170.38	Strongest possible	mentalizing	remember	n/a
139.555	1.17	rating_mouse_trajectory	170.38	Strongest possible	mentalizing	remember	n/a
143.39	3.149	cue	n/a	n/a	similarity	n/a	n/a
146.539	5.555	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-11_content-menrunning.mp4
152.16	1.501	rating	16.3	Moderate	similarity	n/a	n/a
152.527	1.134	rating_mouse_trajectory	16.3	Moderate	similarity	n/a	n/a
157.232	5.394	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-19_content-beatbox.mp4
162.681	2.284	rating	15.32	Moderate	similarity	n/a	n/a
163.381	1.584	rating_mouse_trajectory	15.32	Moderate	similarity	n/a	n/a
167.777	5.186	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-09_content-knifegame.mp4
173.018	2.29	rating	15.91	Moderate	similarity	n/a	n/a
173.418	1.89	rating_mouse_trajectory	15.91	Moderate	similarity	n/a	n/a
178.037	3.153	cue	n/a	n/a	mentalizing	danger	n/a
181.189	6.352	video	n/a	n/a	mentalizing	danger	task-shortvideo/ses-03_run-01_order-17_content-freesolo.mp4
187.607	2.768	rating	145.62	Strongest possible	mentalizing	danger	n/a
188.423	1.952	rating_mouse_trajectory	145.62	Strongest possible	mentalizing	danger	n/a
192.68	5.297	video	n/a	n/a	mentalizing	danger	task-shortvideo/ses-03_run-01_order-07_content-youth.mp4
198.044	3.752	rating	62.44	Strong	mentalizing	danger	n/a
198.511	3.285	rating_mouse_trajectory	62.44	Strong	mentalizing	danger	n/a
203.196	5.119	video	n/a	n/a	mentalizing	danger	task-shortvideo/ses-03_run-01_order-06_content-war.mp4
208.381	2.234	rating	142.42	Strongest possible	mentalizing	danger	n/a
208.715	1.901	rating_mouse_trajectory	142.42	Strongest possible	mentalizing	danger	n/a
213.416	3.166	cue	n/a	n/a	likeability	n/a	n/a
216.582	5.109	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-06_content-war.mp4
221.77	2.334	rating	29.16	Strong	likeability	n/a	n/a
222.17	1.934	rating_mouse_trajectory	29.16	Strong	likeability	n/a	n/a
226.846	6.196	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-08_content-dancewithdeath.mp4
233.107	3.201	rating	28.03	Moderate	likeability	n/a	n/a
233.924	2.385	rating_mouse_trajectory	28.03	Moderate	likeability	n/a	n/a
238.216	5.562	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-20_content-cupstacking.mp4
243.844	2.935	rating	25.62	Moderate	likeability	n/a	n/a
244.194	2.585	rating_mouse_trajectory	25.62	Moderate	likeability	n/a	n/a
248.88	3.124	cue	n/a	n/a	similarity	n/a	n/a
252.004	5.796	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-16_content-huggingpets.mp4
257.866	2.785	rating	20.34	Moderate	similarity	n/a	n/a
258.233	2.418	rating_mouse_trajectory	20.34	Moderate	similarity	n/a	n/a
262.947	6.195	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-08_content-dancewithdeath.mp4
269.204	2.955	rating	29.44	Strong	similarity	n/a	n/a
269.854	2.305	rating_mouse_trajectory	29.44	Strong	similarity	n/a	n/a
274.284	5.291	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-07_content-youth.mp4
279.641	2.234	rating	25.23	Moderate	similarity	n/a	n/a
280.191	1.684	rating_mouse_trajectory	25.23	Moderate	similarity	n/a	n/a
284.676	3.127	cue	n/a	n/a	mentalizing	tired	n/a
287.803	6.193	video	n/a	n/a	mentalizing	tired	task-shortvideo/ses-03_run-01_order-08_content-dancewithdeath.mp4
294.063	3.802	rating	6.1	Weak	mentalizing	tired	n/a
295.063	2.802	rating_mouse_trajectory	6.1	Weak	mentalizing	tired	n/a
299.183	5.559	video	n/a	n/a	mentalizing	tired	task-shortvideo/ses-03_run-01_order-20_content-cupstacking.mp4
304.8	2.291	rating	16.63	Moderate	mentalizing	tired	n/a
305.25	1.841	rating_mouse_trajectory	16.63	Moderate	mentalizing	tired	n/a
309.896	5.008	video	n/a	n/a	mentalizing	tired	task-shortvideo/ses-03_run-01_order-12_content-photography.mp4
314.971	1.938	rating	8.13	Weak	mentalizing	tired	n/a
315.738	1.171	rating_mouse_trajectory	8.13	Weak	mentalizing	tired	n/a
319.989	3.143	cue	n/a	n/a	similarity	n/a	n/a
323.133	6.827	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-04_content-unefille.mp4
330.027	2.535	rating	59.95	Strong	similarity	n/a	n/a
330.427	2.135	rating_mouse_trajectory	59.95	Strong	similarity	n/a	n/a
335.167	6.675	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-02_content-HB.mp4
341.914	3.618	rating	8.82	Weak	similarity	n/a	n/a
342.414	3.118	rating_mouse_trajectory	8.82	Weak	similarity	n/a	n/a
347.042	5.126	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-06_content-war.mp4
352.235	2.034	rating	15.44	Moderate	similarity	n/a	n/a
352.652	1.618	rating_mouse_trajectory	15.44	Moderate	similarity	n/a	n/a
357.27	3.118	cue	n/a	n/a	likeability	n/a	n/a
360.388	5.221	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-10_content-captureflag.mp4
365.673	2.119	rating	11.82	Moderate	likeability	n/a	n/a
366.423	1.369	rating_mouse_trajectory	11.82	Moderate	likeability	n/a	n/a
370.828	6.666	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-02_content-HB.mp4
377.561	2.735	rating	21.71	Moderate	likeability	n/a	n/a
377.861	2.435	rating_mouse_trajectory	21.71	Moderate	likeability	n/a	n/a
382.647	5.301	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-07_content-youth.mp4
388.015	2.068	rating	20.48	Moderate	likeability	n/a	n/a
388.498	1.584	rating_mouse_trajectory	20.48	Moderate	likeability	n/a	n/a
393.05	3.141	cue	n/a	n/a	mentalizing	heights	n/a
396.191	5.184	video	n/a	n/a	mentalizing	heights	task-shortvideo/ses-03_run-01_order-09_content-knifegame.mp4
401.437	3.822	rating	4.84	Weak	mentalizing	heights	n/a
402.287	2.972	rating_mouse_trajectory	4.84	Weak	mentalizing	heights	n/a
406.543	5.015	video	n/a	n/a	mentalizing	heights	task-shortvideo/ses-03_run-01_order-21_content-iceblock.mp4
411.624	3.818	rating	62.78	Strong	mentalizing	heights	n/a
412.424	3.018	rating_mouse_trajectory	62.78	Strong	mentalizing	heights	n/a
416.727	5.835	video	n/a	n/a	mentalizing	heights	task-shortvideo/ses-03_run-01_order-03_content-bestfriendsweating.mp4
422.628	2.001	rating	3.22	Weak	mentalizing	heights	n/a
423.361	1.268	rating_mouse_trajectory	3.22	Weak	mentalizing	heights	n/a
427.663	3.132	cue	n/a	n/a	similarity	n/a	n/a
430.795	5.221	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-10_content-captureflag.mp4
436.083	1.401	rating	6.47	Weak	similarity	n/a	n/a
436.483	1.001	rating_mouse_trajectory	6.47	Weak	similarity	n/a	n/a
441.178	5.009	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-12_content-photography.mp4
446.253	2.955	rating	34.43	Strong	similarity	n/a	n/a
447.02	2.189	rating_mouse_trajectory	34.43	Strong	similarity	n/a	n/a
451.357	5.035	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-01_content-visswar.mp4
456.457	3.987	rating	14.99	Moderate	similarity	n/a	n/a
457.44	3.004	rating_mouse_trajectory	14.99	Moderate	similarity	n/a	n/a
461.492	3.147	cue	n/a	n/a	mentalizing	angry	n/a
464.639	4.072	video	n/a	n/a	mentalizing	angry	task-shortvideo/ses-03_run-01_order-05_content-parkour.mp4
468.778	2.318	rating	1.52	Barely detectable	mentalizing	angry	n/a
469.878	1.218	rating_mouse_trajectory	1.52	Barely detectable	mentalizing	angry	n/a
473.891	5.174	video	n/a	n/a	mentalizing	angry	task-shortvideo/ses-03_run-01_order-13_content-wanderers.mp4
479.132	2.418	rating	4.22	Weak	mentalizing	angry	n/a
479.732	1.818	rating_mouse_trajectory	4.22	Weak	mentalizing	angry	n/a
484.279	6.679	video	n/a	n/a	mentalizing	angry	task-shortvideo/ses-03_run-01_order-02_content-HB.mp4
491.02	2.839	rating	70.65	Very strong	mentalizing	angry	n/a
491.787	2.072	rating_mouse_trajectory	70.65	Very strong	mentalizing	angry	n/a
496.055	3.131	cue	n/a	n/a	likeability	n/a	n/a
499.187	5.389	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-19_content-beatbox.mp4
504.642	2.551	rating	33.39	Strong	likeability	n/a	n/a
505.242	1.951	rating_mouse_trajectory	33.39	Strong	likeability	n/a	n/a
509.754	5.325	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-18_content-angrygrandpa.mp4
515.146	2.751	rating	114.25	Strongest possible	likeability	n/a	n/a
515.896	2.001	rating_mouse_trajectory	114.25	Strongest possible	likeability	n/a	n/a
