onset	duration	trial_type	response_angle	response_label	block_condition	mentalizing_level	stim_file_TODO
2.818	3.152	cue	n/a	n/a	similarity	n/a	n/a
5.97	6.189	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-08_content-dancewithdeath.mp4
12.238	4.437	rating	13.48	Moderate	similarity	n/a	n/a
13.371	3.304	rating_mouse_trajectory	13.48	Moderate	similarity	n/a	n/a
17.325	5.3	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-07_content-youth.mp4
22.692	2.835	rating	103.44	Strongest possible	similarity	n/a	n/a
22.892	2.635	rating_mouse_trajectory	103.44	Strongest possible	similarity	n/a	n/a
27.77	5.792	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-16_content-huggingpets.mp4
33.629	2.685	rating	59.67	Strong	similarity	n/a	n/a
34.012	2.301	rating_mouse_trajectory	59.67	Strong	similarity	n/a	n/a
38.664	3.148	cue	n/a	n/a	mentalizing	remember	n/a
41.812	5.563	video	n/a	n/a	mentalizing	remember	task-shortvideo/ses-03_run-01_order-11_content-menrunning.mp4
47.434	3.967	rating	12.86	Moderate	mentalizing	remember	n/a
50.684	0.717	rating_mouse_trajectory	12.86	Moderate	mentalizing	remember	n/a
52.522	5.22	video	n/a	n/a	mentalizing	remember	task-shortvideo/ses-03_run-01_order-10_content-captureflag.mp4
57.805	3.737	rating	3.07	Weak	mentalizing	remember	n/a
59.671	1.87	rating_mouse_trajectory	3.07	Weak	mentalizing	remember	n/a
62.892	5.501	video	n/a	n/a	mentalizing	remember	task-shortvideo/ses-03_run-01_order-15_content-giving.mp4
68.459	4.75	rating	47.58	Strong	mentalizing	remember	n/a
69.709	3.5	rating_mouse_trajectory	47.58	Strong	mentalizing	remember	n/a
73.477	3.138	cue	n/a	n/a	likeability	n/a	n/a
76.615	5.182	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-09_content-knifegame.mp4
81.864	3.018	rating	18.43	Moderate	likeability	n/a	n/a
82.48	2.402	rating_mouse_trajectory	18.43	Moderate	likeability	n/a	n/a
86.973	6.845	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-04_content-unefille.mp4
93.885	3.402	rating	46.34	Strong	likeability	n/a	n/a
95.152	2.135	rating_mouse_trajectory	46.34	Strong	likeability	n/a	n/a
