onset	duration	subtask_type	event_type	value	response_accuracy	stim_file_TODO	participant_response	reaction_time
191.465	1.005	memory	test	test_new	correct	task-memory/obj071cowboy.png	new	n/a
194.499	1.315	memory	test	test_new	incorrect	task-memory/obj255sailor.png	old	n/a
197.484	1.899	memory	test	test_new	correct	task-memory/obj328waiter.png	new	n/a
200.935	0.973	memory	test	test_old	correct	task-memory/obj007arrow.png	old	n/a
203.82	1.774	memory	test	test_old	correct	task-memory/obj096eskimo.png	old	n/a
206.804	1.343	memory	test	test_new	incorrect	task-memory/obj110football.png	old	n/a
209.488	0.781	memory	test	test_old	correct	task-memory/obj048candle.png	old	n/a
212.089	2.0	memory	test	test_new	correct	task-memory/obj274slide.png	n/a	n/a
214.857	1.177	memory	test	test_new	correct	task-memory/obj115funnel.png	new	n/a
217.825	1.231	memory	test	test_new	incorrect	task-memory/obj098fan.png	old	n/a
220.843	1.493	memory	test	test_new	correct	task-memory/obj078dentist.png	new	n/a
223.627	1.503	memory	test	test_new	correct	task-memory/obj220pineapple.png	new	n/a
226.278	1.013	memory	test	test_new	correct	task-memory/obj088drawer.png	new	n/a
228.846	0.667	memory	test	test_old	correct	task-memory/obj097eye.png	old	n/a
231.463	0.661	memory	test	test_old	correct	task-memory/obj209paperclip.png	old	n/a
234.398	1.093	memory	test	test_new	correct	task-memory/obj146igloo.png	new	n/a
237.399	0.908	memory	test	test_old	correct	task-memory/obj293table.png	old	n/a
239.983	0.832	memory	test	test_old	correct	task-memory/obj008ashtray.png	old	n/a
242.534	0.982	memory	test	test_new	correct	task-memory/obj207pants.png	new	n/a
245.118	0.613	memory	test	test_old	correct	task-memory/obj239rake.png	old	n/a
247.686	0.699	memory	test	test_old	correct	task-memory/obj266shovel.png	old	n/a
250.32	0.682	memory	test	test_old	correct	task-memory/obj344worm.png	old	n/a
253.105	0.713	memory	test	test_old	correct	task-memory/obj165leopard.png	old	n/a
256.056	0.847	memory	test	test_old	correct	task-memory/obj114frog.png	old	n/a
258.607	0.733	memory	test	test_old	correct	task-memory/obj122glove.png	old	n/a
261.424	1.1	memory	test	test_new	correct	task-memory/obj322unicycle.png	new	n/a
263.959	0.842	memory	test	test_old	correct	task-memory/obj279sock.png	old	n/a
266.776	0.74	memory	test	test_old	correct	task-memory/obj180medal.png	old	n/a
269.444	0.667	memory	test	test_old	correct	task-memory/obj093egg.png	old	n/a
272.078	1.106	memory	test	test_old	correct	task-memory/obj208paper.png	old	n/a
274.796	1.076	memory	test	test_new	incorrect	task-memory/obj023belt.png	old	n/a
277.48	0.983	memory	test	test_old	correct	task-memory/obj060chimney.png	old	n/a
280.048	0.882	memory	test	test_new	correct	task-memory/obj025binoculars.png	new	n/a
282.999	0.749	memory	test	test_old	correct	task-memory/obj111fork.png	old	n/a
285.717	1.172	memory	test	test_new	correct	task-memory/obj189mouse.png	new	n/a
288.668	1.608	memory	test	test_new	correct	task-memory/obj206panda.png	new	n/a
291.402	1.423	memory	test	test_new	correct	task-memory/obj134hat.png	new	n/a
294.287	0.658	memory	test	test_old	correct	task-memory/obj200orange.png	old	n/a
296.888	1.025	memory	test	test_new	correct	task-memory/obj084dolphin.png	new	n/a
308.209	1.017	memory	dummy	study_dummy	n/a	task-memory/obj062cigarette.png	n/a	n/a
310.243	1.017	memory	dummy	study_dummy	n/a	task-memory/obj112fountain.png	n/a	n/a
312.277	1.017	memory	dummy	study_dummy	n/a	task-memory/obj136heel.png	n/a	n/a
314.311	1.017	memory	study	study	n/a	task-memory/obj302tie.png	n/a	n/a
316.345	1.017	memory	study	study	n/a	task-memory/obj170lipstick.png	n/a	n/a
318.379	1.017	memory	study	study	n/a	task-memory/obj269skateboard.png	n/a	n/a
320.413	1.017	memory	study	study	n/a	task-memory/obj289submarine.png	n/a	n/a
322.447	1.017	memory	study	study	n/a	task-memory/obj132hanger.png	n/a	n/a
324.481	1.017	memory	study	study	n/a	task-memory/obj128hamburger.png	n/a	n/a
326.515	1.017	memory	study	study	n/a	task-memory/obj018barrel.png	n/a	n/a
328.549	1.017	memory	study	study	n/a	task-memory/obj257saw.png	n/a	n/a
330.584	1.017	memory	study	study	n/a	task-memory/obj160ladder.png	n/a	n/a
332.618	1.017	memory	study	study	n/a	task-memory/obj329walrus.png	n/a	n/a
334.652	1.034	memory	study	study	n/a	task-memory/obj280sofa.png	n/a	n/a
336.703	1.017	memory	study	study	n/a	task-memory/obj303tiger.png	n/a	n/a
338.753	1.017	memory	study	study	n/a	task-memory/obj225pizza.png	n/a	n/a
340.787	1.017	memory	study	study	n/a	task-memory/obj047can.png	n/a	n/a
342.838	1.017	memory	study	study	n/a	task-memory/obj228porcupine.png	n/a	n/a
344.889	1.017	memory	study	study	n/a	task-memory/obj343witch.png	n/a	n/a
346.94	1.017	memory	study	study	n/a	task-memory/obj287stool.png	n/a	n/a
348.974	1.017	memory	study	study	n/a	task-memory/obj159knot.png	n/a	n/a
351.008	1.017	memory	study	study	n/a	task-memory/obj073crackers.png	n/a	n/a
353.042	1.017	memory	study	study	n/a	task-memory/obj285squirrel.png	n/a	n/a
355.076	1.017	memory	dummy	study_dummy	n/a	task-memory/obj201owl.png	n/a	n/a
357.11	1.017	memory	dummy	study_dummy	n/a	task-memory/obj271skis.png	n/a	n/a
359.144	1.017	memory	dummy	study_dummy	n/a	task-memory/obj314truck.png	n/a	n/a
371.315	25.0	memory	distraction_math	math	n/a	n/a	n/a	n/a
399.376	25.0	memory	distraction_math	math	n/a	n/a	n/a	n/a
427.436	25.0	memory	distraction_math	math	n/a	n/a	n/a	n/a
455.497	25.0	memory	distraction_math	math	n/a	n/a	n/a	n/a
489.343	1.043	memory	test	test_old	correct	task-memory/obj225pizza.png	old	n/a
492.077	1.636	memory	test	test_new	incorrect	task-memory/obj129hammer.png	old	n/a
495.095	1.043	memory	test	test_new	incorrect	task-memory/obj224pitchfork.png	old	n/a
497.829	0.896	memory	test	test_new	correct	task-memory/obj175mailbox.png	new	n/a
500.78	0.984	memory	test	test_new	correct	task-memory/obj013balloon.png	new	n/a
503.781	1.286	memory	test	test_old	correct	task-memory/obj289submarine.png	old	n/a
506.449	1.102	memory	test	test_new	correct	task-memory/obj005ant.png	new	n/a
509.3	1.324	memory	test	test_new	correct	task-memory/obj233pyramid.png	new	n/a
512.135	0.946	memory	test	test_old	correct	task-memory/obj073crackers.png	old	n/a
515.069	0.689	memory	test	test_old	correct	task-memory/obj159knot.png	old	n/a
517.887	1.482	memory	test	test_new	correct	task-memory/obj311train.png	new	n/a
520.438	0.781	memory	test	test_old	correct	task-memory/obj269skateboard.png	old	n/a
523.255	1.328	memory	test	test_new	incorrect	task-memory/obj156kite.png	old	n/a
526.273	0.855	memory	test	test_old	correct	task-memory/obj302tie.png	old	n/a
528.974	0.813	memory	test	test_old	correct	task-memory/obj132hanger.png	old	n/a
531.675	0.859	memory	test	test_old	correct	task-memory/obj257saw.png	old	n/a
534.36	0.938	memory	test	test_new	correct	task-memory/obj142hook.png	new	n/a
537.161	1.883	memory	test	test_old	incorrect	task-memory/obj287stool.png	new	n/a
540.228	1.006	memory	test	test_old	correct	task-memory/obj343witch.png	old	n/a
543.063	0.615	memory	test	test_old	correct	task-memory/obj018barrel.png	old	n/a
546.081	0.638	memory	test	test_old	correct	task-memory/obj303tiger.png	old	n/a
549.098	1.098	memory	test	test_new	correct	task-memory/obj174magnet.png	new	n/a
551.799	1.383	memory	test	test_new	correct	task-memory/obj263seahorse.png	new	n/a
554.75	0.799	memory	test	test_old	correct	task-memory/obj170lipstick.png	old	n/a
557.535	1.061	memory	test	test_old	correct	task-memory/obj285squirrel.png	old	n/a
560.203	1.194	memory	test	test_old	correct	task-memory/obj128hamburger.png	old	n/a
562.97	1.179	memory	test	test_new	correct	task-memory/obj009asparagus.png	new	n/a
565.638	0.971	memory	test	test_old	correct	task-memory/obj280sofa.png	old	n/a
568.622	1.84	memory	test	test_new	correct	task-memory/obj037bridge.png	new	n/a
571.907	1.315	memory	test	test_new	correct	task-memory/obj333whale.png	new	n/a
574.858	1.685	memory	test	test_old	correct	task-memory/obj329walrus.png	old	n/a
578.093	1.615	memory	test	test_old	correct	task-memory/obj228porcupine.png	old	n/a
581.244	2.0	memory	test	test_new	correct	task-memory/obj192nail.png	n/a	n/a
584.145	0.858	memory	test	test_new	correct	task-memory/obj139highchair.png	new	n/a
586.812	1.015	memory	test	test_new	correct	task-memory/obj261scorpion.png	new	n/a
589.73	1.025	memory	test	test_new	correct	task-memory/obj308toothbrush.png	new	n/a
592.581	1.016	memory	test	test_new	correct	task-memory/obj125guitar.png	new	n/a
595.482	1.076	memory	test	test_new	correct	task-memory/obj044cake.png	new	n/a
598.133	1.094	memory	test	test_old	correct	task-memory/obj047can.png	old	n/a
600.951	0.825	memory	test	test_old	correct	task-memory/obj160ladder.png	old	n/a
