onset	duration	trial_type	response_value	stim_file
2.765	116.316	video	n/a	task-alignvideo/ses-02_run-03_order-01_content-unefille.mp4
122.795	3.658	rating_relevance	49.69	n/a
127.08	2.932	rating_happy	41.46	n/a
133.232	4.067	rating_sad	5.94	n/a
136.783	2.6	rating_afraid	1.15	n/a
142.452	3.25	rating_disgusted	0.62	n/a
146.937	2.717	rating_warm	42.92	n/a
152.672	3.423	rating_engaged	59.27	n/a
154.282	179.291	video	n/a	task-alignvideo/ses-02_run-03_order-02_content-captureflag.mp4
336.224	2.602	rating_relevance	17.29	n/a
340.909	2.265	rating_happy	36.04	n/a
345.044	1.382	rating_sad	0.73	n/a
350.763	2.083	rating_afraid	10.73	n/a
356.082	2.383	rating_disgusted	1.04	n/a
361.267	2.55	rating_warm	4.38	n/a
366.435	2.7	rating_engaged	54.9	n/a
368.767	26.814	video	n/a	task-alignvideo/ses-02_run-03_order-03_content-tornado.mp4
399.114	3.472	rating_relevance	18.23	n/a
403.566	2.917	rating_happy	0.83	n/a
407.384	1.716	rating_sad	1.35	n/a
411.919	1.233	rating_afraid	25.1	n/a
417.221	1.517	rating_disgusted	0.62	n/a
422.923	2.208	rating_warm	1.04	n/a
428.609	2.872	rating_engaged	46.98	n/a
430.775	62.841	video	n/a	task-alignvideo/ses-02_run-03_order-04_content-war.mp4
497.084	3.414	rating_relevance	7.92	n/a
500.302	1.616	rating_happy	0.42	n/a
505.754	2.05	rating_sad	14.48	n/a
511.056	2.342	rating_afraid	26.15	n/a
515.674	1.94	rating_disgusted	1.15	n/a
519.993	1.235	rating_warm	0.73	n/a
525.295	1.515	rating_engaged	23.75	n/a
