onset	duration	subtask_type	question	event_type	participant_response	normative_response	response_accuracy	stim_file	trial_index
0.085	2.034	tomspunt	reaching?	block_question_presentation	n/a	n/a	n/a	n/a	0
5.029	0.636	tomspunt	reaching?	how_hand	yes	yes	correct	task-tomspunt/H_006.jpg	0
5.979	0.785	tomspunt	reaching?	how_hand	yes	no	incorrect	task-tomspunt/H_438.jpg	1
7.079	0.602	tomspunt	reaching?	how_hand	yes	yes	correct	task-tomspunt/H_003.jpg	2
7.996	0.668	tomspunt	reaching?	how_hand	yes	yes	correct	task-tomspunt/H_474.jpg	3
8.98	0.553	tomspunt	reaching?	how_hand	no	no	correct	task-tomspunt/H_532.jpg	4
9.847	0.568	tomspunt	reaching?	how_hand	yes	yes	correct	task-tomspunt/H_364.jpg	5
10.731	0.601	tomspunt	reaching?	how_hand	yes	yes	correct	task-tomspunt/H_007.jpg	6
11.648	0.535	tomspunt	reaching?	how_hand	no	no	correct	task-tomspunt/H_132.jpg	7
18.975	2.101	tomspunt	healthy?	block_question_presentation	n/a	n/a	n/a	n/a	8
23.986	0.751	tomspunt	healthy?	why_hand	yes	yes	correct	task-tomspunt/H_438.jpg	8
25.053	0.551	tomspunt	healthy?	why_hand	yes	no	incorrect	task-tomspunt/H_007.jpg	9
25.92	0.677	tomspunt	healthy?	why_hand	yes	yes	correct	task-tomspunt/H_364.jpg	10
26.904	0.644	tomspunt	healthy?	why_hand	yes	no	incorrect	task-tomspunt/H_019.jpg	11
27.854	0.668	tomspunt	healthy?	why_hand	no	yes	incorrect	task-tomspunt/H_167.jpg	12
28.838	0.61	tomspunt	healthy?	why_hand	yes	no	incorrect	task-tomspunt/H_130.jpg	13
29.755	0.609	tomspunt	healthy?	why_hand	no	yes	incorrect	task-tomspunt/H_627.jpg	14
30.672	0.584	tomspunt	healthy?	why_hand	yes	yes	correct	task-tomspunt/H_362.jpg	15
41.45	2.101	tomspunt	proud?	block_question_presentation	n/a	n/a	n/a	n/a	16
46.461	0.501	tomspunt	proud?	why_face	yes	yes	correct	task-tomspunt/F_083.jpg	16
47.278	0.568	tomspunt	proud?	why_face	no	no	correct	task-tomspunt/F_412.jpg	17
48.162	0.553	tomspunt	proud?	why_face	yes	yes	correct	task-tomspunt/F_695.jpg	18
49.028	0.552	tomspunt	proud?	why_face	yes	yes	correct	task-tomspunt/F_598.jpg	19
49.895	0.485	tomspunt	proud?	why_face	yes	yes	correct	task-tomspunt/F_618.jpg	20
50.696	0.635	tomspunt	proud?	why_face	yes	yes	correct	task-tomspunt/F_582.jpg	21
51.646	0.551	tomspunt	proud?	why_face	yes	no	incorrect	task-tomspunt/F_760.jpg	22
52.513	0.635	tomspunt	proud?	why_face	yes	no	incorrect	task-tomspunt/F_776.jpg	23
59.34	2.084	tomspunt	smiling?	block_question_presentation	n/a	n/a	n/a	n/a	24
64.351	0.451	tomspunt	smiling?	how_face	yes	yes	correct	task-tomspunt/F_695.jpg	24
65.118	0.535	tomspunt	smiling?	how_face	no	no	correct	task-tomspunt/F_412.jpg	25
65.968	0.418	tomspunt	smiling?	how_face	yes	yes	correct	task-tomspunt/F_083.jpg	26
66.702	0.462	tomspunt	smiling?	how_face	yes	yes	correct	task-tomspunt/F_593.jpg	27
67.469	0.451	tomspunt	smiling?	how_face	no	no	correct	task-tomspunt/F_712.jpg	28
68.236	0.368	tomspunt	smiling?	how_face	yes	yes	correct	task-tomspunt/F_139.jpg	29
68.919	0.435	tomspunt	smiling?	how_face	yes	yes	correct	task-tomspunt/F_759.jpg	30
69.67	0.501	tomspunt	smiling?	how_face	no	no	correct	task-tomspunt/F_758.jpg	31
78.447	2.101	tomspunt	both hands?	block_question_presentation	n/a	n/a	n/a	n/a	32
