onset	duration	subtask_type	event_type	value	response_accuracy	stim_file	participant_response	reaction_time
7.954	1.017	memory	dummy	study_dummy	n/a	task-fractional/runtype-memory/obj085donkey.png	n/a	n/a
9.988	1.017	memory	dummy	study_dummy	n/a	task-fractional/runtype-memory/obj087dragon.png	n/a	n/a
12.022	1.017	memory	dummy	study_dummy	n/a	task-fractional/runtype-memory/obj188mountain.png	n/a	n/a
14.056	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj062cigarette.png	n/a	n/a
16.09	1.034	memory	study	study	n/a	task-fractional/runtype-memory/obj236raccoon.png	n/a	n/a
18.141	1.034	memory	study	study	n/a	task-fractional/runtype-memory/obj163leaf.png	n/a	n/a
20.192	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj146igloo.png	n/a	n/a
22.226	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj077deer.png	n/a	n/a
24.26	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj039bus.png	n/a	n/a
26.294	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj160ladder.png	n/a	n/a
28.345	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj011backpack.png	n/a	n/a
30.379	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj212pear.png	n/a	n/a
32.413	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj103fire.png	n/a	n/a
34.447	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj278snowman.png	n/a	n/a
36.481	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj004anchor.png	n/a	n/a
38.515	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj012ball.png	n/a	n/a
40.55	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj082doctor.png	n/a	n/a
42.584	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj070cow.png	n/a	n/a
44.618	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj021bed.png	n/a	n/a
46.652	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj311train.png	n/a	n/a
48.686	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj137helicopter.png	n/a	n/a
50.72	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj031book.png	n/a	n/a
52.754	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj197nurse.png	n/a	n/a
54.788	1.017	memory	dummy	study_dummy	n/a	task-fractional/runtype-memory/obj205pan.png	n/a	n/a
56.822	1.017	memory	dummy	study_dummy	n/a	task-fractional/runtype-memory/obj253saddle.png	n/a	n/a
58.856	1.017	memory	dummy	study_dummy	n/a	task-fractional/runtype-memory/obj304tire.png	n/a	n/a
71.061	25.0	memory	distraction_math	math	n/a	n/a	n/a	n/a
99.122	25.0	memory	distraction_math	math	n/a	n/a	n/a	n/a
