onset	duration	question	event_type	participant_response	normative_response	response_accuracy	stim_file
5.027259826660156	0.8616499900817871	reaching?	how_hand	yes	yes	correct	task-tomspunt/H_007.jpg
6.194360017776489	0.9610300064086914	reaching?	how_hand	no	no	correct	task-tomspunt/H_532.jpg
7.461499929428101	0.6775500774383545	reaching?	how_hand	yes	yes	correct	task-tomspunt/H_474.jpg
8.445199966430664	1.168370008468628	reaching?	how_hand	no	no	correct	task-tomspunt/H_438.jpg
9.929090023040771	0.80364990234375	reaching?	how_hand	yes	yes	correct	task-tomspunt/H_364.jpg
11.046169996261597	0.8189198970794678	reaching?	how_hand	yes	yes	correct	task-tomspunt/H_006.jpg
12.179929971694946	0.5750298500061035	reaching?	how_hand	yes	yes	correct	task-tomspunt/H_003.jpg
13.063589811325073	0.02567005157470703	reaching?	how_hand	yes	no	incorrect	task-tomspunt/H_132.jpg
22.55045986175537	0.8226499557495117	healthy?	why_hand	yes	yes	correct	task-tomspunt/H_627.jpg
23.68421983718872	0.021380186080932617	healthy?	why_hand	yes	yes	correct	task-tomspunt/H_438.jpg
24.017679929733276	1.0043699741363525	healthy?	why_hand	yes	yes	correct	task-tomspunt/H_364.jpg
25.334829807281494	0.8705902099609375	healthy?	why_hand	no	no	correct	task-tomspunt/H_130.jpg
26.51861000061035	0.8863298892974854	healthy?	why_hand	yes	yes	correct	task-tomspunt/H_362.jpg
27.719059944152832	0.8692300319671631	healthy?	why_hand	no	no	correct	task-tomspunt/H_007.jpg
28.902829885482788	0.6520400047302246	healthy?	why_hand	yes	yes	correct	task-tomspunt/H_167.jpg
29.86985993385315	0.9016499519348145	healthy?	why_hand	no	no	correct	task-tomspunt/H_019.jpg
41.65758991241455	0.5345799922943115	admiring?	why_face	yes	yes	correct	task-tomspunt/F_779.jpg
42.50791001319885	0.6849398612976074	admiring?	why_face	yes	yes	correct	task-tomspunt/F_593.jpg
43.50827980041504	0.8017702102661133	admiring?	why_face	no	no	correct	task-tomspunt/F_110.jpg
44.62536001205444	0.6679098606109619	admiring?	why_face	yes	yes	correct	task-tomspunt/F_590.jpg
45.60905981063843	0.885310173034668	admiring?	why_face	no	no	correct	task-tomspunt/F_692.jpg
46.80950999259949	0.7347099781036377	admiring?	why_face	yes	yes	correct	task-tomspunt/F_759.jpg
47.85989999771118	0.6850199699401855	admiring?	why_face	yes	yes	correct	task-tomspunt/F_648.jpg
48.86027002334595	0.7289597988128662	admiring?	why_face	no	no	correct	task-tomspunt/F_129.jpg
60.63133001327515	0.5909898281097412	smiling?	how_face	yes	yes	correct	task-tomspunt/F_139.jpg
61.5316698551178	0.5512499809265137	smiling?	how_face	no	no	correct	task-tomspunt/F_712.jpg
62.3986599445343	0.5901200771331787	smiling?	how_face	yes	yes	correct	task-tomspunt/F_695.jpg
63.29899001121521	0.6566798686981201	smiling?	how_face	no	no	correct	task-tomspunt/F_758.jpg
64.26601982116699	0.5397601127624512	smiling?	how_face	yes	yes	correct	task-tomspunt/F_083.jpg
65.1163399219513	0.5057299137115479	smiling?	how_face	yes	yes	correct	task-tomspunt/F_759.jpg
65.93331003189087	0.5888798236846924	smiling?	how_face	no	no	correct	task-tomspunt/F_412.jpg
66.8336398601532	0.6549701690673828	smiling?	how_face	yes	yes	correct	task-tomspunt/F_593.jpg
78.15452980995178	0.9513900279998779	lifting?	how_hand	yes	yes	correct	task-tomspunt/H_136.jpg
79.42166996002197	0.700700044631958	lifting?	how_hand	no	no	correct	task-tomspunt/H_038.jpg
80.42204999923706	1.285140037536621	lifting?	how_hand	yes	yes	correct	task-tomspunt/H_189.jpg
82.0226399898529	0.7512998580932617	lifting?	how_hand	no	no	correct	task-tomspunt/H_077.jpg
83.08970999717712	0.9517998695373535	lifting?	how_hand	yes	yes	correct	task-tomspunt/H_443.jpg
84.35684990882874	0.8322000503540039	lifting?	how_hand	no	no	correct	task-tomspunt/H_012.jpg
85.49059987068176	0.7350599765777588	lifting?	how_hand	yes	yes	correct	task-tomspunt/H_362.jpg
86.54098987579346	0.6311299800872803	lifting?	how_hand	yes	yes	correct	task-tomspunt/H_170.jpg
100.62958002090454	0.6593799591064453	helping?	why_hand	yes	yes	correct	task-tomspunt/H_077.jpg
101.59660983085632	0.7088901996612549	helping?	why_hand	yes	yes	correct	task-tomspunt/H_349.jpg
102.61364984512329	0.6519601345062256	helping?	why_hand	yes	yes	correct	task-tomspunt/H_474.jpg
103.58067989349365	1.018700122833252	helping?	why_hand	no	yes	incorrect	task-tomspunt/H_024.jpg
104.91451001167297	1.0241999626159668	helping?	why_hand	no	no	correct	task-tomspunt/H_012.jpg
106.24833989143372	1.20701003074646	helping?	why_hand	no	no	correct	task-tomspunt/H_159.jpg
107.76556992530823	0.7398099899291992	helping?	why_hand	yes	yes	correct	task-tomspunt/H_111.jpg
108.81596994400024	0.5724899768829346	helping?	why_hand	yes	no	incorrect	task-tomspunt/H_091.jpg
118.50290989875793	0.7520699501037598	proud?	why_face	yes	yes	correct	task-tomspunt/F_598.jpg
119.56997990608215	0.5848901271820068	proud?	why_face	no	no	correct	task-tomspunt/F_760.jpg
120.47030997276306	0.5845499038696289	proud?	why_face	yes	yes	correct	task-tomspunt/F_582.jpg
121.37064981460571	0.6677200794219971	proud?	why_face	no	no	correct	task-tomspunt/F_412.jpg
122.33767986297607	0.6846401691436768	proud?	why_face	yes	yes	correct	task-tomspunt/F_083.jpg
123.33804988861084	0.7850100994110107	proud?	why_face	no	no	correct	task-tomspunt/F_776.jpg
124.43845987319946	0.6854000091552734	proud?	why_face	yes	yes	correct	task-tomspunt/F_618.jpg
125.43882989883423	0.8828699588775635	proud?	why_face	yes	yes	correct	task-tomspunt/F_695.jpg
136.04278993606567	0.5963599681854248	looking to side?	how_face	yes	yes	correct	task-tomspunt/F_590.jpg
136.94312000274658	0.5284998416900635	looking to side?	how_face	yes	yes	correct	task-tomspunt/F_433.jpg
137.7767698764801	0.6345901489257812	looking to side?	how_face	yes	yes	correct	task-tomspunt/F_716.jpg
138.72711992263794	0.6352601051330566	looking to side?	how_face	yes	no	incorrect	task-tomspunt/F_779.jpg
139.6774799823761	0.9014499187469482	looking to side?	how_face	yes	yes	correct	task-tomspunt/F_760.jpg
