onset	duration	subtask_type	event_type	response_accuracy	cue_location	target_location	button_press	trial_index
6.851	0.2	posner	invalid_cue	correct	right	n/a	n/a	1
7.068	0.435	posner	target_response	correct	right	left	left	1
10.736	0.2	posner	invalid_cue	correct	left	n/a	n/a	2
10.936	0.53	posner	target_response	correct	left	right	right	2
18.206	0.2	posner	valid_cue	correct	left	n/a	n/a	3
18.406	0.382	posner	target_response	correct	left	left	left	3
21.674	0.2	posner	valid_cue	correct	left	n/a	n/a	4
21.874	0.342	posner	target_response	correct	left	left	left	4
25.542	0.2	posner	valid_cue	correct	right	n/a	n/a	5
25.742	0.48	posner	target_response	correct	right	right	right	5
29.41	0.2	posner	valid_cue	correct	right	n/a	n/a	6
29.61	0.47	posner	target_response	correct	right	right	right	6
33.878	0.2	posner	invalid_cue	correct	left	n/a	n/a	7
34.078	0.553	posner	target_response	correct	left	right	right	7
41.348	0.2	posner	invalid_cue	correct	right	n/a	n/a	8
41.548	0.447	posner	target_response	correct	right	left	left	8
48.817	0.2	posner	invalid_cue	correct	left	n/a	n/a	9
49.017	0.463	posner	target_response	correct	left	right	right	9
51.885	0.2	posner	invalid_cue	correct	left	n/a	n/a	10
52.085	0.494	posner	target_response	correct	left	right	right	10
54.853	0.2	posner	valid_cue	correct	left	n/a	n/a	11
55.053	0.431	posner	target_response	correct	left	left	left	11
58.221	0.2	posner	valid_cue	correct	left	n/a	n/a	12
58.421	0.372	posner	target_response	correct	left	left	left	12
65.49	0.2	posner	invalid_cue	correct	right	n/a	n/a	13
65.69	0.479	posner	target_response	correct	right	left	left	13
69.158	0.2	posner	invalid_cue	correct	left	n/a	n/a	14
69.358	0.526	posner	target_response	correct	left	right	right	14
72.426	0.2	posner	invalid_cue	correct	left	n/a	n/a	15
72.626	0.446	posner	target_response	correct	left	right	right	15
80.596	0.2	posner	valid_cue	correct	right	n/a	n/a	16
80.796	0.354	posner	target_response	correct	right	right	right	16
84.063	0.2	posner	valid_cue	correct	left	n/a	n/a	17
84.264	0.384	posner	target_response	correct	left	left	left	17
87.531	0.2	posner	invalid_cue	correct	left	n/a	n/a	18
87.732	0.373	posner	target_response	correct	left	right	right	18
95.001	0.2	posner	invalid_cue	correct	right	n/a	n/a	19
95.201	0.44	posner	target_response	correct	right	left	left	19
100.27	0.2	posner	valid_cue	correct	left	n/a	n/a	20
100.47	0.476	posner	target_response	correct	left	left	left	20
106.639	0.2	posner	valid_cue	correct	left	n/a	n/a	21
106.839	0.385	posner	target_response	correct	left	left	left	21
112.007	0.2	posner	invalid_cue	correct	left	n/a	n/a	22
112.207	0.44	posner	target_response	correct	left	right	right	22
115.475	0.2	posner	invalid_cue	correct	right	n/a	n/a	23
115.675	0.476	posner	target_response	correct	right	left	left	23
122.244	0.2	posner	invalid_cue	correct	right	n/a	n/a	24
122.444	0.485	posner	target_response	correct	right	left	left	24
126.813	0.2	posner	invalid_cue	correct	right	n/a	n/a	25
127.013	0.403	posner	target_response	correct	right	left	left	25
132.982	0.2	posner	invalid_cue	correct	left	n/a	n/a	26
133.182	0.458	posner	target_response	correct	left	right	right	26
136.35	0.2	posner	invalid_cue	correct	left	n/a	n/a	27
136.55	0.474	posner	target_response	correct	left	right	right	27
139.918	0.2	posner	valid_cue	correct	right	n/a	n/a	28
140.118	0.429	posner	target_response	correct	right	right	right	28
148.588	0.2	posner	invalid_cue	correct	left	n/a	n/a	29
148.788	0.504	posner	target_response	correct	left	right	right	29
151.555	0.2	posner	invalid_cue	correct	right	n/a	n/a	30
151.755	0.442	posner	target_response	correct	right	left	left	30
154.523	0.2	posner	invalid_cue	correct	left	n/a	n/a	31
154.723	0.485	posner	target_response	correct	left	right	right	31
157.591	0.2	posner	valid_cue	correct	right	n/a	n/a	32
157.791	0.417	posner	target_response	correct	right	right	right	32
165.06	0.2	posner	invalid_cue	correct	right	n/a	n/a	33
165.26	0.471	posner	target_response	correct	right	left	left	33
168.228	0.2	posner	valid_cue	correct	left	n/a	n/a	34
168.428	0.362	posner	target_response	correct	left	left	left	34
171.596	0.2	posner	invalid_cue	correct	left	n/a	n/a	35
171.796	0.501	posner	target_response	correct	left	right	right	35
176.465	0.2	posner	valid_cue	correct	left	n/a	n/a	36
176.665	0.365	posner	target_response	correct	left	left	left	36
180.533	0.2	posner	invalid_cue	correct	left	n/a	n/a	37
180.733	0.388	posner	target_response	correct	left	right	right	37
188.002	0.2	posner	valid_cue	correct	right	n/a	n/a	38
188.202	0.462	posner	target_response	correct	right	right	right	38
191.57	0.2	posner	valid_cue	correct	left	n/a	n/a	39
191.77	0.396	posner	target_response	correct	left	left	left	39
197.139	0.2	posner	invalid_cue	correct	right	n/a	n/a	40
197.339	0.495	posner	target_response	correct	right	left	left	40
203.108	0.2	posner	valid_cue	correct	left	n/a	n/a	41
203.308	0.327	posner	target_response	correct	left	left	left	41
210.577	0.2	posner	valid_cue	correct	right	n/a	n/a	42
210.777	0.359	posner	target_response	correct	right	right	right	42
216.246	0.2	posner	invalid_cue	correct	right	n/a	n/a	43
216.446	0.391	posner	target_response	correct	right	left	left	43
223.315	0.2	posner	valid_cue	correct	right	n/a	n/a	44
223.515	0.444	posner	target_response	correct	right	right	right	44
