onset	duration	subtask_type	event_type	response_accuracy	cue_location	target_location	participant_response	trial_index
8.058	0.2	posner	invalid_cue	correct	right	n/a	n/a	1
8.275	0.484	posner	target_response	correct	right	left	left	1
16.644	0.2	posner	invalid_cue	correct	left	n/a	n/a	2
16.844	0.378	posner	target_response	correct	left	right	right	2
20.212	0.2	posner	valid_cue	correct	right	n/a	n/a	3
20.412	0.407	posner	target_response	correct	right	right	right	3
23.68	0.2	posner	valid_cue	correct	right	n/a	n/a	4
23.88	0.409	posner	target_response	correct	right	right	right	4
27.048	0.2	posner	invalid_cue	correct	right	n/a	n/a	5
27.248	0.466	posner	target_response	correct	right	left	left	5
30.116	0.2	posner	invalid_cue	correct	left	n/a	n/a	6
30.316	0.391	posner	target_response	correct	left	right	right	6
33.384	0.2	posner	invalid_cue	correct	left	n/a	n/a	7
33.584	0.396	posner	target_response	correct	left	right	right	7
39.453	0.2	posner	invalid_cue	correct	right	n/a	n/a	8
39.653	0.407	posner	target_response	correct	right	left	left	8
49.623	0.2	posner	invalid_cue	correct	right	n/a	n/a	9
49.823	0.362	posner	target_response	correct	right	left	left	9
59.093	0.2	posner	valid_cue	correct	right	n/a	n/a	10
59.294	0.426	posner	target_response	correct	right	right	right	10
63.162	0.2	posner	invalid_cue	correct	right	n/a	n/a	11
63.362	0.414	posner	target_response	correct	right	left	left	11
66.93	0.2	posner	invalid_cue	correct	left	n/a	n/a	12
67.13	0.544	posner	target_response	correct	left	right	right	12
70.698	0.2	posner	invalid_cue	correct	left	n/a	n/a	13
70.898	0.477	posner	target_response	correct	left	right	right	13
78.167	0.2	posner	valid_cue	correct	left	n/a	n/a	14
78.367	0.341	posner	target_response	correct	left	left	left	14
81.635	0.2	posner	invalid_cue	correct	left	n/a	n/a	15
81.835	0.509	posner	target_response	correct	left	right	right	15
84.603	0.2	posner	valid_cue	correct	left	n/a	n/a	16
84.803	0.384	posner	target_response	correct	left	left	left	16
87.671	0.2	posner	invalid_cue	correct	right	n/a	n/a	17
87.871	0.443	posner	target_response	correct	right	left	left	17
91.639	0.2	posner	invalid_cue	correct	right	n/a	n/a	18
91.839	0.46	posner	target_response	correct	right	left	left	18
94.907	0.2	posner	valid_cue	correct	right	n/a	n/a	19
95.107	0.471	posner	target_response	correct	right	right	right	19
102.376	0.2	posner	invalid_cue	correct	left	n/a	n/a	20
102.576	0.404	posner	target_response	correct	left	right	right	20
106.044	0.2	posner	valid_cue	correct	right	n/a	n/a	21
106.244	0.543	posner	target_response	correct	right	right	right	21
109.612	0.2	posner	invalid_cue	correct	left	n/a	n/a	22
109.812	0.453	posner	target_response	correct	left	right	right	22
112.98	0.2	posner	valid_cue	correct	left	n/a	n/a	23
113.18	0.388	posner	target_response	correct	left	left	left	23
117.048	0.2	posner	valid_cue	correct	right	n/a	n/a	24
117.248	0.394	posner	target_response	correct	right	right	right	24
120.116	0.2	posner	invalid_cue	correct	left	n/a	n/a	25
120.316	0.507	posner	target_response	correct	left	right	right	25
123.384	0.2	posner	valid_cue	correct	right	n/a	n/a	26
123.584	0.381	posner	target_response	correct	right	right	right	26
130.854	0.2	posner	invalid_cue	correct	right	n/a	n/a	27
131.054	0.499	posner	target_response	correct	right	left	left	27
136.822	0.2	posner	valid_cue	correct	right	n/a	n/a	28
137.023	0.529	posner	target_response	correct	right	right	right	28
146.393	0.2	posner	valid_cue	correct	right	n/a	n/a	29
146.593	0.405	posner	target_response	correct	right	right	right	29
149.561	0.2	posner	valid_cue	correct	right	n/a	n/a	30
149.761	0.34	posner	target_response	correct	right	right	right	30
157.03	0.2	posner	valid_cue	correct	left	n/a	n/a	31
157.23	0.286	posner	target_response	correct	left	left	left	31
160.798	0.2	posner	invalid_cue	correct	left	n/a	n/a	32
160.998	0.386	posner	target_response	correct	left	right	right	32
168.268	0.2	posner	valid_cue	correct	right	n/a	n/a	33
168.468	0.399	posner	target_response	correct	right	right	right	33
175.737	0.2	posner	invalid_cue	correct	right	n/a	n/a	34
175.937	0.521	posner	target_response	correct	right	left	left	34
182.406	0.2	posner	invalid_cue	correct	right	n/a	n/a	35
182.606	0.464	posner	target_response	correct	right	left	left	35
185.974	0.2	posner	invalid_cue	correct	left	n/a	n/a	36
186.174	0.483	posner	target_response	correct	left	right	right	36
189.942	0.2	posner	invalid_cue	correct	left	n/a	n/a	37
190.142	0.44	posner	target_response	correct	left	right	right	37
197.412	0.2	posner	valid_cue	correct	left	n/a	n/a	38
197.612	0.313	posner	target_response	correct	left	left	left	38
200.88	0.2	posner	valid_cue	correct	right	n/a	n/a	39
201.08	0.596	posner	target_response	correct	right	right	right	39
204.148	0.2	posner	invalid_cue	correct	left	n/a	n/a	40
204.348	0.553	posner	target_response	correct	left	right	right	40
211.617	0.2	posner	valid_cue	correct	left	n/a	n/a	41
211.817	0.397	posner	target_response	correct	left	left	left	41
215.685	0.2	posner	invalid_cue	correct	left	n/a	n/a	42
215.885	0.476	posner	target_response	correct	left	right	right	42
219.653	0.2	posner	invalid_cue	correct	right	n/a	n/a	43
219.853	0.461	posner	target_response	correct	right	left	left	43
226.723	0.2	posner	invalid_cue	correct	left	n/a	n/a	44
226.923	0.437	posner	target_response	correct	left	right	right	44
230.191	0.2	posner	valid_cue	correct	left	n/a	n/a	45
230.391	0.358	posner	target_response	correct	left	left	left	45
240.361	0.2	posner	valid_cue	correct	right	n/a	n/a	46
240.561	0.351	posner	target_response	correct	right	right	right	46
246.63	0.2	posner	valid_cue	correct	left	n/a	n/a	47
246.83	0.318	posner	target_response	correct	left	left	left	47
250.398	0.2	posner	valid_cue	correct	right	n/a	n/a	48
250.598	0.447	posner	target_response	correct	right	right	right	48
254.366	0.2	posner	valid_cue	correct	right	n/a	n/a	49
254.566	0.373	posner	target_response	correct	right	right	right	49
259.635	0.2	posner	invalid_cue	correct	left	n/a	n/a	50
259.835	0.508	posner	target_response	correct	left	right	right	50
263.903	0.2	posner	valid_cue	correct	right	n/a	n/a	51
264.103	0.402	posner	target_response	correct	right	right	right	51
267.171	0.2	posner	valid_cue	correct	left	n/a	n/a	52
267.371	0.453	posner	target_response	correct	left	left	left	52
272.24	0.2	posner	invalid_cue	correct	left	n/a	n/a	53
272.44	0.523	posner	target_response	correct	left	right	right	53
275.508	0.2	posner	invalid_cue	correct	right	n/a	n/a	54
275.708	0.472	posner	target_response	correct	right	left	left	54
282.977	0.2	posner	invalid_cue	correct	left	n/a	n/a	55
283.177	0.409	posner	target_response	correct	left	right	right	55
288.246	0.2	posner	invalid_cue	correct	right	n/a	n/a	56
288.446	0.415	posner	target_response	correct	right	left	left	56
294.715	0.2	posner	valid_cue	correct	right	n/a	n/a	57
294.915	0.391	posner	target_response	correct	right	right	right	57
298.383	0.2	posner	invalid_cue	correct	right	n/a	n/a	58
298.583	0.415	posner	target_response	correct	right	left	left	58
301.551	0.2	posner	invalid_cue	correct	right	n/a	n/a	59
301.751	0.47	posner	target_response	correct	right	left	left	59
304.518	0.2	posner	invalid_cue	correct	left	n/a	n/a	60
304.718	0.542	posner	target_response	correct	left	right	right	60
310.087	0.2	posner	valid_cue	correct	left	n/a	n/a	61
310.287	0.4	posner	target_response	correct	left	left	left	61
317.557	0.2	posner	valid_cue	correct	left	n/a	n/a	62
317.757	0.432	posner	target_response	correct	left	left	left	62
321.125	0.2	posner	valid_cue	correct	right	n/a	n/a	63
321.325	0.449	posner	target_response	correct	right	right	right	63
328.494	0.2	posner	invalid_cue	correct	left	n/a	n/a	64
328.694	0.437	posner	target_response	correct	left	right	right	64
332.562	0.2	posner	invalid_cue	correct	right	n/a	n/a	65
332.762	0.446	posner	target_response	correct	right	left	left	65
339.031	0.2	posner	invalid_cue	correct	right	n/a	n/a	66
339.231	0.442	posner	target_response	correct	right	left	left	66
343.199	0.2	posner	valid_cue	correct	left	n/a	n/a	67
343.399	0.371	posner	target_response	correct	left	left	left	67
346.767	0.2	posner	invalid_cue	correct	left	n/a	n/a	68
346.967	0.518	posner	target_response	correct	left	right	right	68
351.836	0.2	posner	valid_cue	correct	right	n/a	n/a	69
352.036	0.317	posner	target_response	correct	right	right	right	69
357.805	0.2	posner	valid_cue	correct	left	n/a	n/a	70
358.005	0.354	posner	target_response	correct	left	left	left	70
364.274	0.2	posner	valid_cue	correct	left	n/a	n/a	71
364.474	0.375	posner	target_response	correct	left	left	left	71
367.742	0.2	posner	valid_cue	correct	right	n/a	n/a	72
367.942	0.606	posner	target_response	correct	right	right	right	72
371.11	0.2	posner	invalid_cue	correct	left	n/a	n/a	73
371.31	0.429	posner	target_response	correct	left	right	right	73
374.178	0.2	posner	valid_cue	correct	left	n/a	n/a	74
374.378	0.402	posner	target_response	correct	left	left	left	74
380.347	0.2	posner	invalid_cue	correct	left	n/a	n/a	75
380.547	0.439	posner	target_response	correct	left	right	right	75
387.816	0.2	posner	invalid_cue	correct	right	n/a	n/a	76
388.016	0.423	posner	target_response	correct	right	left	left	76
393.185	0.2	posner	valid_cue	correct	left	n/a	n/a	77
393.385	0.37	posner	target_response	correct	left	left	left	77
397.553	0.2	posner	valid_cue	correct	right	n/a	n/a	78
397.753	0.34	posner	target_response	correct	right	right	right	78
400.921	0.2	posner	valid_cue	incorrect	right	n/a	n/a	79
401.121	0.443	posner	target_response	incorrect	right	right	left	79
406.79	0.2	posner	invalid_cue	correct	left	n/a	n/a	80
406.99	0.481	posner	target_response	correct	left	right	right	80
410.258	0.2	posner	invalid_cue	correct	right	n/a	n/a	81
410.458	0.43	posner	target_response	correct	right	left	left	81
414.126	0.2	posner	invalid_cue	correct	right	n/a	n/a	82
414.326	0.461	posner	target_response	correct	right	left	left	82
417.394	0.2	posner	invalid_cue	correct	left	n/a	n/a	83
417.594	0.408	posner	target_response	correct	left	right	right	83
421.362	0.2	posner	invalid_cue	correct	left	n/a	n/a	84
421.562	0.476	posner	target_response	correct	left	right	right	84
425.33	0.2	posner	invalid_cue	correct	right	n/a	n/a	85
425.53	0.398	posner	target_response	correct	right	left	left	85
428.798	0.2	posner	invalid_cue	correct	right	n/a	n/a	86
428.998	0.422	posner	target_response	correct	right	left	left	86
432.166	0.2	posner	invalid_cue	correct	right	n/a	n/a	87
432.366	0.417	posner	target_response	correct	right	left	left	87
440.436	0.2	posner	invalid_cue	correct	right	n/a	n/a	88
440.636	0.443	posner	target_response	correct	right	left	left	88
444.204	0.2	posner	invalid_cue	correct	left	n/a	n/a	89
444.404	0.424	posner	target_response	correct	left	right	right	89
450.873	0.2	posner	invalid_cue	correct	right	n/a	n/a	90
451.073	0.448	posner	target_response	correct	right	left	left	90
456.742	0.2	posner	invalid_cue	correct	left	n/a	n/a	91
456.942	0.387	posner	target_response	correct	left	right	right	91
466.912	0.2	posner	valid_cue	correct	left	n/a	n/a	92
467.112	0.449	posner	target_response	correct	left	left	left	92
474.382	0.2	posner	valid_cue	correct	left	n/a	n/a	93
474.582	0.377	posner	target_response	correct	left	left	left	93
477.449	0.2	posner	valid_cue	correct	left	n/a	n/a	94
477.65	0.361	posner	target_response	correct	left	left	left	94
480.417	0.2	posner	invalid_cue	correct	right	n/a	n/a	95
480.617	0.486	posner	target_response	correct	right	left	left	95
483.685	0.2	posner	invalid_cue	correct	left	n/a	n/a	96
483.885	0.464	posner	target_response	correct	left	right	right	96
487.353	0.2	posner	valid_cue	correct	left	n/a	n/a	97
487.553	0.308	posner	target_response	correct	left	left	left	97
492.422	0.2	posner	valid_cue	correct	right	n/a	n/a	98
492.622	0.27	posner	target_response	correct	right	right	right	98
498.091	0.2	posner	valid_cue	correct	left	n/a	n/a	99
498.291	0.626	posner	target_response	correct	left	left	left	99
502.259	0.2	posner	valid_cue	correct	right	n/a	n/a	100
502.459	0.486	posner	target_response	correct	right	right	right	100
505.927	0.2	posner	invalid_cue	correct	left	n/a	n/a	101
506.127	0.431	posner	target_response	correct	left	right	right	101
509.095	0.2	posner	invalid_cue	correct	right	n/a	n/a	102
509.295	0.432	posner	target_response	correct	right	left	left	102
513.563	0.2	posner	valid_cue	correct	left	n/a	n/a	103
513.763	0.477	posner	target_response	correct	left	left	left	103
521.032	0.2	posner	valid_cue	correct	left	n/a	n/a	104
521.232	0.396	posner	target_response	correct	left	left	left	104
531.203	0.2	posner	valid_cue	correct	left	n/a	n/a	105
531.403	0.469	posner	target_response	correct	left	left	left	105
536.071	0.2	posner	invalid_cue	correct	left	n/a	n/a	106
536.271	0.436	posner	target_response	correct	left	right	right	106
540.54	0.2	posner	valid_cue	correct	left	n/a	n/a	107
540.74	0.401	posner	target_response	correct	left	left	left	107
544.308	0.2	posner	invalid_cue	correct	right	n/a	n/a	108
544.508	0.445	posner	target_response	correct	right	left	left	108
547.976	0.2	posner	valid_cue	correct	left	n/a	n/a	109
548.176	0.447	posner	target_response	correct	left	left	left	109
553.244	0.2	posner	invalid_cue	correct	right	n/a	n/a	110
553.444	0.452	posner	target_response	correct	right	left	left	110
556.512	0.2	posner	invalid_cue	correct	left	n/a	n/a	111
556.712	0.596	posner	target_response	correct	left	right	right	111
559.58	0.2	posner	invalid_cue	correct	right	n/a	n/a	112
559.78	0.466	posner	target_response	correct	right	left	left	112
567.65	0.2	posner	valid_cue	correct	right	n/a	n/a	113
567.85	0.625	posner	target_response	correct	right	right	right	113
575.119	0.2	posner	invalid_cue	correct	left	n/a	n/a	114
575.319	0.524	posner	target_response	correct	left	right	right	114
578.387	0.2	posner	invalid_cue	correct	right	n/a	n/a	115
578.587	0.647	posner	target_response	correct	right	left	left	115
581.455	0.2	posner	valid_cue	correct	right	n/a	n/a	116
581.655	0.46	posner	target_response	correct	right	right	right	116
588.824	0.2	posner	valid_cue	correct	right	n/a	n/a	117
589.024	0.404	posner	target_response	correct	right	right	right	117
592.492	0.2	posner	invalid_cue	correct	right	n/a	n/a	118
592.692	0.496	posner	target_response	correct	right	left	left	118
596.461	0.2	posner	invalid_cue	correct	right	n/a	n/a	119
596.661	0.542	posner	target_response	correct	right	left	left	119
599.628	0.2	posner	valid_cue	correct	left	n/a	n/a	120
599.828	0.373	posner	target_response	correct	left	left	left	120
