onset	duration	trial_type	response_value	rating_type	expression	sex	race	age	stim_file_TODO
3.852	1.344	face	n/a	sex	surprise	female	African	old	task-faces/2Surprise_Model4_1Female_3African_2Old.mp4
5.197	1.1	rating	0.0	sex	surprise	female	African	old	n/a
6.23	0.067	rating_mouse_trajectory	0.0	sex	surprise	female	African	old	n/a
7.111	1.304	face	n/a	sex	disgust	male	EA	young	task-faces/4Disgust_Model4_2Male_2EA_1Young.mp4
8.414	1.7	rating	0.015	sex	disgust	male	EA	young	n/a
8.781	1.333	rating_mouse_trajectory	0.015	sex	disgust	male	EA	young	n/a
10.32	1.329	face	n/a	sex	sad	female	WC	young	task-faces/6Sad_Model4_1Female_1WC_1Young.mp4
11.649	0.95	rating	0.1505	sex	sad	female	WC	young	n/a
12.066	0.533	rating_mouse_trajectory	0.1505	sex	sad	female	WC	young	n/a
14.556	2.062	face	n/a	sex	pleasure	male	EA	old	task-faces/8Pleasure_Model5_2Male_2EA_2Old.mp4
16.618	1.733	rating	0.0615	sex	pleasure	male	EA	old	n/a
17.134	1.217	rating_mouse_trajectory	0.0615	sex	pleasure	male	EA	old	n/a
18.524	2.062	face	n/a	sex	pain	male	EA	young	task-faces/7Pain_Model1_2Male_2EA_1Young.mp4
20.586	0.383	rating	0.0	sex	pain	male	EA	young	n/a
20.886	0.083	rating_mouse_trajectory	0.0	sex	pain	male	EA	young	n/a
26.492	2.046	face	n/a	sex	pleasure	female	African	young	task-faces/8Pleasure_Model1_1Female_3African_1Young.mp4
28.539	1.85	rating	0.0696	sex	pleasure	female	African	young	n/a
29.172	1.217	rating_mouse_trajectory	0.0696	sex	pleasure	female	African	young	n/a
30.445	1.312	face	n/a	sex	surprise	female	EA	young	task-faces/2Surprise_Model5_1Female_2EA_1Young.mp4
31.757	1.05	rating	0.29	sex	surprise	female	EA	young	n/a
32.39	0.417	rating_mouse_trajectory	0.29	sex	surprise	female	EA	young	n/a
33.654	1.32	face	n/a	sex	disgust	female	African	old	task-faces/4Disgust_Model5_1Female_3African_2Old.mp4
34.974	0.483	rating	0.0	sex	disgust	female	African	old	n/a
35.358	0.1	rating_mouse_trajectory	0.0	sex	disgust	female	African	old	n/a
36.888	1.305	face	n/a	sex	fear	female	African	young	task-faces/3Fear_Model2_1Female_3African_1Young.mp4
38.192	0.5	rating	0.0129	sex	fear	female	African	young	n/a
38.592	0.1	rating_mouse_trajectory	0.0129	sex	fear	female	African	young	n/a
40.103	2.04	face	n/a	sex	pain	female	EA	old	task-faces/7Pain_Model2_1Female_2EA_2Old.mp4
42.144	1.017	rating	0.0898	sex	pain	female	EA	old	n/a
42.51	0.65	rating_mouse_trajectory	0.0898	sex	pain	female	EA	old	n/a
46.055	1.307	face	n/a	sex	fear	female	WC	young	task-faces/3Fear_Model5_1Female_1WC_1Young.mp4
47.362	0.867	rating	0.1849	sex	fear	female	WC	young	n/a
47.779	0.45	rating_mouse_trajectory	0.1849	sex	fear	female	WC	young	n/a
