onset	duration	trial_type	response_value	stim_file
2.78	51.938	video	n/a	task-alignvideo/ses-01_run-01_order-01_content-idiots.mp4
58.202	3.411	rating_relevance	64.27	n/a
62.703	2.899	rating_happy	75.1	n/a
67.422	2.6	rating_sad	3.54	n/a
72.09	2.249	rating_afraid	3.33	n/a
76.842	1.976	rating_disgusted	6.35	n/a
84.395	n/a	rating_warm	n/a	n/a
89.43	n/a	rating_engaged	n/a	n/a
90.025	198.208	video	n/a	task-alignvideo/ses-01_run-01_order-02_content-wanderers.mp4
292.773	n/a	rating_relevance	n/a	n/a
297.808	n/a	rating_happy	n/a	n/a
302.826	n/a	rating_sad	n/a	n/a
307.862	n/a	rating_afraid	n/a	n/a
312.897	n/a	rating_disgusted	n/a	n/a
317.932	n/a	rating_warm	n/a	n/a
322.967	n/a	rating_engaged	n/a	n/a
323.522	60.885	video	n/a	task-alignvideo/ses-01_run-01_order-03_content-lioncubs.mp4
388.958	n/a	rating_relevance	n/a	n/a
393.977	n/a	rating_happy	n/a	n/a
399.012	n/a	rating_sad	n/a	n/a
404.047	n/a	rating_afraid	n/a	n/a
409.083	n/a	rating_disgusted	n/a	n/a
414.118	n/a	rating_warm	n/a	n/a
419.136	n/a	rating_engaged	n/a	n/a
419.68	38.755	video	n/a	task-alignvideo/ses-01_run-01_order-04_content-parkour.mp4
462.986	n/a	rating_relevance	n/a	n/a
468.021	n/a	rating_happy	n/a	n/a
473.056	n/a	rating_sad	n/a	n/a
478.075	n/a	rating_afraid	n/a	n/a
483.094	n/a	rating_disgusted	n/a	n/a
488.112	n/a	rating_warm	n/a	n/a
493.147	n/a	rating_engaged	n/a	n/a
