onset	duration	subtask_type	event_type	response_accuracy	cue_location	target_location	button_press	trial_index
6.855	0.2	posner	valid_cue	correct	left	n/a	n/a	1
7.072	0.338	posner	target_response	correct	left	left	left	1
10.273	0.2	posner	valid_cue	correct	left	n/a	n/a	2
10.456	0.37	posner	target_response	correct	left	left	left	2
13.641	0.2	posner	valid_cue	correct	left	n/a	n/a	3
13.841	0.341	posner	target_response	correct	left	left	left	3
17.209	0.2	posner	invalid_cue	correct	right	n/a	n/a	4
17.409	0.328	posner	target_response	correct	right	left	left	4
20.877	0.2	posner	valid_cue	correct	right	n/a	n/a	5
21.077	0.388	posner	target_response	correct	right	right	right	5
27.263	0.2	posner	invalid_cue	correct	right	n/a	n/a	6
27.463	0.367	posner	target_response	correct	right	left	left	6
35.132	0.2	posner	valid_cue	correct	left	n/a	n/a	7
35.332	0.342	posner	target_response	correct	left	left	left	7
40.401	0.2	posner	invalid_cue	correct	right	n/a	n/a	8
40.601	0.329	posner	target_response	correct	right	left	left	8
48.571	0.2	posner	valid_cue	correct	left	n/a	n/a	9
48.771	0.283	posner	target_response	correct	left	left	left	9
56.04	0.2	posner	valid_cue	correct	left	n/a	n/a	10
56.24	0.282	posner	target_response	correct	left	left	left	10
63.409	0.2	posner	invalid_cue	correct	right	n/a	n/a	11
63.61	0.452	posner	target_response	correct	right	left	left	11
66.877	0.2	posner	valid_cue	correct	left	n/a	n/a	12
67.078	0.345	posner	target_response	correct	left	left	left	12
70.345	0.2	posner	valid_cue	correct	right	n/a	n/a	13
70.545	0.392	posner	target_response	correct	right	right	right	13
73.413	0.2	posner	valid_cue	correct	right	n/a	n/a	14
73.613	0.37	posner	target_response	correct	right	right	right	14
80.883	0.2	posner	invalid_cue	correct	left	n/a	n/a	15
81.083	0.366	posner	target_response	correct	left	right	right	15
84.251	0.2	posner	invalid_cue	correct	left	n/a	n/a	16
84.451	0.415	posner	target_response	correct	left	right	right	16
90.019	0.2	posner	invalid_cue	correct	left	n/a	n/a	17
90.219	0.389	posner	target_response	correct	left	right	right	17
93.087	0.2	posner	invalid_cue	correct	left	n/a	n/a	18
93.287	0.391	posner	target_response	correct	left	right	right	18
96.055	0.2	posner	invalid_cue	correct	left	n/a	n/a	19
96.255	0.39	posner	target_response	correct	left	right	right	19
101.024	0.2	posner	invalid_cue	correct	right	n/a	n/a	20
101.224	0.36	posner	target_response	correct	right	left	left	20
104.391	0.2	posner	invalid_cue	correct	right	n/a	n/a	21
