onset	duration	trial_type	response_value	rating_type	expression	sex	race	age	stim_file_TODO
3.858	1.349	face	n/a	sex	happy	male	WC	old	task-faces/1Happy_Model3_2Male_1WC_2Old.mp4
5.208	1.433	rating	0.0	sex	happy	male	WC	old	n/a
6.441	0.2	rating_mouse_trajectory	0.0	sex	happy	male	WC	old	n/a
7.211	2.048	face	n/a	sex	pleasure	female	EA	young	task-faces/8Pleasure_Model1_1Female_2EA_1Young.mp4
9.259	1.183	rating	0.373	sex	pleasure	female	EA	young	n/a
10.193	0.25	rating_mouse_trajectory	0.373	sex	pleasure	female	EA	young	n/a
11.199	1.345	face	n/a	sex	disgust	male	African	old	task-faces/4Disgust_Model5_2Male_3African_2Old.mp4
12.544	0.55	rating	0.0	sex	disgust	male	African	old	n/a
13.01	0.083	rating_mouse_trajectory	0.0	sex	disgust	male	African	old	n/a
15.476	2.069	face	n/a	sex	pain	male	WC	old	task-faces/7Pain_Model2_2Male_1WC_2Old.mp4
17.546	0.55	rating	0.0797	sex	pain	male	WC	old	n/a
17.862	0.233	rating_mouse_trajectory	0.0797	sex	pain	male	WC	old	n/a
19.475	1.339	face	n/a	sex	anger	male	African	old	task-faces/5Anger_Model3_2Male_3African_2Old.mp4
20.814	0.683	rating	0.1485	sex	anger	male	African	old	n/a
21.214	0.283	rating_mouse_trajectory	0.1485	sex	anger	male	African	old	n/a
26.763	1.337	face	n/a	sex	happy	male	African	young	task-faces/1Happy_Model1_2Male_3African_1Young.mp4
28.1	0.95	rating	0.6015	sex	happy	male	African	young	n/a
28.616	0.433	rating_mouse_trajectory	0.6015	sex	happy	male	African	young	n/a
30.025	1.309	face	n/a	sex	disgust	male	African	young	task-faces/4Disgust_Model1_2Male_3African_1Young.mp4
31.334	0.717	rating	0.1586	sex	disgust	male	African	young	n/a
31.801	0.25	rating_mouse_trajectory	0.1586	sex	disgust	male	African	young	n/a
33.24	1.328	face	n/a	sex	fear	male	African	old	task-faces/3Fear_Model1_2Male_3African_2Old.mp4
34.569	0.5	rating	0.0081	sex	fear	male	African	old	n/a
34.952	0.117	rating_mouse_trajectory	0.0081	sex	fear	male	African	old	n/a
36.492	1.328	face	n/a	sex	fear	female	African	young	task-faces/3Fear_Model2_1Female_3African_1Young.mp4
37.82	1.75	rating	0.5894	sex	fear	female	African	young	n/a
38.437	1.133	rating_mouse_trajectory	0.5894	sex	fear	female	African	young	n/a
39.744	1.328	face	n/a	sex	happy	male	EA	young	task-faces/1Happy_Model1_2Male_2EA_1Young.mp4
41.071	0.967	rating	0.5773	sex	happy	male	EA	young	n/a
41.404	0.633	rating_mouse_trajectory	0.5773	sex	happy	male	EA	young	n/a
44.993	1.314	face	n/a	sex	fear	male	WC	old	task-faces/3Fear_Model3_2Male_1WC_2Old.mp4
46.306	0.433	rating	0.0	sex	fear	male	WC	old	n/a
46.656	0.083	rating_mouse_trajectory	0.0	sex	fear	male	WC	old	n/a
49.226	2.048	face	n/a	sex	pain	female	African	young	task-faces/7Pain_Model4_1Female_3African_1Young.mp4
51.275	1.483	rating	0.824	sex	pain	female	African	young	n/a
51.575	1.183	rating_mouse_trajectory	0.824	sex	pain	female	African	young	n/a
55.199	2.044	face	n/a	sex	pain	male	African	young	task-faces/7Pain_Model3_2Male_3African_1Young.mp4
57.244	0.45	rating	0.0	sex	pain	male	African	young	n/a
57.61	0.083	rating_mouse_trajectory	0.0	sex	pain	male	African	young	n/a
60.16	1.302	face	n/a	sex	disgust	female	WC	young	task-faces/4Disgust_Model2_1Female_1WC_1Young.mp4
61.462	0.767	rating	0.818	sex	disgust	female	WC	young	n/a
61.912	0.317	rating_mouse_trajectory	0.818	sex	disgust	female	WC	young	n/a
64.386	2.044	face	n/a	sex	pain	male	WC	young	task-faces/7Pain_Model4_2Male_1WC_1Young.mp4
66.431	0.717	rating	0.6723	sex	pain	male	WC	young	n/a
66.897	0.25	rating_mouse_trajectory	0.6723	sex	pain	male	WC	young	n/a
69.36	2.039	face	n/a	sex	pain	male	African	old	task-faces/7Pain_Model1_2Male_3African_2Old.mp4
71.399	1.3	rating	0.284	sex	pain	male	African	old	n/a
71.799	0.9	rating_mouse_trajectory	0.284	sex	pain	male	African	old	n/a
74.324	1.31	face	n/a	sex	surprise	male	EA	young	task-faces/2Surprise_Model4_2Male_2EA_1Young.mp4
75.634	0.9	rating	0.1545	sex	surprise	male	EA	young	n/a
76.317	0.217	rating_mouse_trajectory	0.1545	sex	surprise	male	EA	young	n/a
78.559	1.31	face	n/a	sex	fear	female	WC	young	task-faces/3Fear_Model5_1Female_1WC_1Young.mp4
79.869	0.5	rating	0.6197	sex	fear	female	WC	young	n/a
80.219	0.15	rating_mouse_trajectory	0.6197	sex	fear	female	WC	young	n/a
84.775	1.313	face	n/a	sex	surprise	female	EA	old	task-faces/2Surprise_Model3_1Female_2EA_2Old.mp4
86.088	0.817	rating	0.6339	sex	surprise	female	EA	old	n/a
