onset	duration	trial_type	response_value	stim_file
2.769	38.895	video	n/a	task-alignvideo/ses-04_run-02_order-01_content-dogdance.mp4
44.881	3.173	rating_relevance	6.35	n/a
48.049	1.322	rating_happy	48.33	n/a
54.501	2.766	rating_sad	10.52	n/a
57.836	1.082	rating_afraid	0.0	n/a
62.204	0.432	rating_disgusted	0.0	n/a
68.906	2.116	rating_warm	67.5	n/a
74.208	2.399	rating_engaged	14.48	n/a
76.845	74.576	video	n/a	task-alignvideo/ses-04_run-02_order-02_content-littleboat.mp4
154.055	2.604	rating_relevance	2.4	n/a
158.306	1.835	rating_happy	2.6	n/a
164.142	2.649	rating_sad	42.6	n/a
167.76	1.25	rating_afraid	0.83	n/a
172.695	1.166	rating_disgusted	0.62	n/a
177.897	1.349	rating_warm	0.73	n/a
184.933	3.367	rating_engaged	31.56	n/a
186.597	138.889	video	n/a	task-alignvideo/ses-04_run-02_order-03_content-gangan.mp4
327.986	2.471	rating_relevance	68.65	n/a
332.521	1.987	rating_happy	32.5	n/a
338.574	3.019	rating_sad	56.46	n/a
341.608	1.032	rating_afraid	0.73	n/a
346.477	0.883	rating_disgusted	0.0	n/a
352.912	2.3	rating_warm	45.62	n/a
357.347	1.717	rating_engaged	56.56	n/a
360.663	27.046	video	n/a	task-alignvideo/ses-04_run-02_order-04_content-tornado.mp4
389.376	1.631	rating_relevance	0.31	n/a
393.861	1.099	rating_happy	1.15	n/a
399.63	1.85	rating_sad	22.92	n/a
405.415	2.617	rating_afraid	75.83	n/a
408.983	1.166	rating_disgusted	1.04	n/a
414.769	1.933	rating_warm	0.0	n/a
419.537	1.688	rating_engaged	6.25	n/a
