onset	duration	trial_type	response_x	response_y	situation	context	modality	stim_file_TODO
4.823	54.31	narrative_presentation	n/a	n/a	Deliverance	prison	Audio	task-narratives/Narrative7Situation1.mp3
59.133	3.635	rating_feeling	842	368	Deliverance	prison	Audio	n/a
60.35	2.418	feeling_mouse_trajectory	842	368	Deliverance	prison	Audio	n/a
63.181	2.773	rating_expectation	838	419	Deliverance	prison	Audio	n/a
64.348	1.607	expectation_mouse_trajectory	838	419	Deliverance	prison	Audio	n/a
70.383	5.941	narrative_presentation	n/a	n/a	Adultery	prison	Audio	task-narratives/Narrative7Situation2.mp3
76.324	2.602	rating_feeling	1115	345	Adultery	prison	Audio	n/a
77.157	1.768	feeling_mouse_trajectory	1115	345	Adultery	prison	Audio	n/a
80.348	3.668	rating_expectation	779	357	Adultery	prison	Audio	n/a
81.115	2.902	expectation_mouse_trajectory	779	357	Adultery	prison	Audio	n/a
92.423	7.449	narrative_presentation	n/a	n/a	Pursuit	prison	Audio	task-narratives/Narrative7Situation3.mp3
99.872	3.635	rating_feeling	951	300	Pursuit	prison	Audio	n/a
100.455	3.052	feeling_mouse_trajectory	951	300	Pursuit	prison	Audio	n/a
103.907	2.291	rating_expectation	1050	413	Pursuit	prison	Audio	n/a
104.574	1.625	expectation_mouse_trajectory	1050	413	Pursuit	prison	Audio	n/a
110.995	11.478	narrative_presentation	n/a	n/a	Conflict with a god	park	Audio	task-narratives/Narrative7Situation4.mp3
122.473	1.401	rating_feeling	1091	434	Conflict with a god	park	Audio	n/a
122.94	0.934	feeling_mouse_trajectory	1091	434	Conflict with a god	park	Audio	n/a
126.502	2.451	rating_expectation	1105	421	Conflict with a god	park	Audio	n/a
127.135	1.818	expectation_mouse_trajectory	1105	421	Conflict with a god	park	Audio	n/a
135.59	7.998	narrative_presentation	n/a	n/a	Recovery of a lost one	park	Audio	task-narratives/Narrative7Situation5.mp3
143.588	2.118	rating_feeling	945	514	Recovery of a lost one	park	Audio	n/a
144.155	1.551	feeling_mouse_trajectory	945	514	Recovery of a lost one	park	Audio	n/a
147.626	2.858	rating_expectation	823	525	Recovery of a lost one	park	Audio	n/a
148.542	1.942	expectation_mouse_trajectory	823	525	Recovery of a lost one	park	Audio	n/a
154.727	8.779	narrative_presentation	n/a	n/a	Supplication	park	Audio	task-narratives/Narrative7Situation6.mp3
163.506	3.236	rating_feeling	955	671	Supplication	park	Audio	n/a
163.923	2.819	feeling_mouse_trajectory	955	671	Supplication	park	Audio	n/a
167.531	2.484	rating_expectation	1087	427	Supplication	park	Audio	n/a
168.364	1.651	expectation_mouse_trajectory	1087	427	Supplication	park	Audio	n/a
176.602	16.653	narrative_presentation	n/a	n/a	Involuntary crimes of love	hospital	Audio	task-narratives/Narrative7Situation7.mp3
193.255	1.491	rating_feeling	960	707	Involuntary crimes of love	hospital	Audio	n/a
n/a	n/a	feeling_mouse_trajectory	960	707	Involuntary crimes of love	hospital	Audio	n/a
197.28	2.023	rating_expectation	960	707	Involuntary crimes of love	hospital	Audio	n/a
n/a	n/a	expectation_mouse_trajectory	960	707	Involuntary crimes of love	hospital	Audio	n/a
203.363	8.775	narrative_presentation	n/a	n/a	An enemy loved	hospital	Audio	task-narratives/Narrative7Situation8.mp3
212.138	2.401	rating_feeling	760	517	An enemy loved	hospital	Audio	n/a
213.304	1.235	feeling_mouse_trajectory	760	517	An enemy loved	hospital	Audio	n/a
216.165	3.018	rating_expectation	1142	400	An enemy loved	hospital	Audio	n/a
217.965	1.218	expectation_mouse_trajectory	1142	400	An enemy loved	hospital	Audio	n/a
222.218	7.974	narrative_presentation	n/a	n/a	Ambition	hospital	Audio	task-narratives/Narrative7Situation9.mp3
230.193	1.551	rating_feeling	1150	451	Ambition	hospital	Audio	n/a
230.543	1.201	feeling_mouse_trajectory	1150	451	Ambition	hospital	Audio	n/a
234.221	2.309	rating_expectation	735	478	Ambition	hospital	Audio	n/a
235.571	0.959	expectation_mouse_trajectory	735	478	Ambition	hospital	Audio	n/a
243.294	15.312	narrative_presentation	n/a	n/a	Necessity of sacrificing loved ones	town	Audio	task-narratives/Narrative8Situation1.mp3
258.606	1.551	rating_feeling	733	500	Necessity of sacrificing loved ones	town	Audio	n/a
258.906	1.251	feeling_mouse_trajectory	733	500	Necessity of sacrificing loved ones	town	Audio	n/a
262.632	2.701	rating_expectation	757	506	Necessity of sacrificing loved ones	town	Audio	n/a
264.549	0.785	expectation_mouse_trajectory	757	506	Necessity of sacrificing loved ones	town	Audio	n/a
269.687	8.776	narrative_presentation	n/a	n/a	Abduction	town	Audio	task-narratives/Narrative8Situation2.mp3
278.463	1.493	rating_feeling	749	482	Abduction	town	Audio	n/a
279.013	0.943	feeling_mouse_trajectory	749	482	Abduction	town	Audio	n/a
282.489	2.991	rating_expectation	1168	489	Abduction	town	Audio	n/a
282.822	2.658	expectation_mouse_trajectory	1168	489	Abduction	town	Audio	n/a
290.545	22.148	narrative_presentation	n/a	n/a	Adultery	town	Audio	task-narratives/Narrative8Situation3.mp3
